year	school_id	school_name	wins	losses	ties	total_games
2014	17	Alcorn	9	3	0	12
2014	2678	Ark.-Pine Bluff	2	9	0	11
2014	43	Austin Peay	0	12	0	12
2014	61	Bethune-Cookman	10	3	0	13
2014	80	Brown	6	4	0	10
2014	81	Bryant	5	7	0	12
2014	83	Bucknell	6	5	0	11
2014	87	Butler	9	4	0	13
2014	90	Cal Poly	6	6	0	12
2014	115	Campbell	3	9	0	12
2014	1004	Central Ark.	7	5	0	12
2014	127	Central Conn. St.	4	8	0	12
2014	48	Charleston So.	10	3	0	13
2014	458	Charlotte	5	6	0	11
2014	693	Chattanooga	8	4	0	12
2014	141	Citadel	5	7	0	12
2014	149	Coastal Caro.	12	3	0	15
2014	153	Colgate	4	8	0	12
2014	158	Columbia	0	10	0	10
2014	167	Cornell	3	7	0	10
2014	172	Dartmouth	6	4	0	10
2014	173	Davidson	0	11	0	11
2014	175	Dayton	7	4	0	11
2014	180	Delaware	7	5	0	12
2014	178	Delaware St.	5	6	0	11
2014	189	Drake	6	5	0	11
2014	194	Duquesne	7	4	0	11
2014	201	Eastern Ill.	12	2	0	14
2014	202	Eastern Ky.	6	6	0	12
2014	207	Eastern Wash.	12	3	0	15
2014	1068	Elon	2	10	0	12
2014	228	Florida A&M	3	9	0	12
2014	236	Fordham	12	2	0	14
2014	244	Furman	8	6	0	14
2014	1092	Gardner-Webb	7	5	0	12
2014	251	Georgetown	2	9	0	11
2014	261	Grambling	1	10	0	11
2014	270	Hampton	4	8	0	12
2014	275	Harvard	9	1	0	10
2014	285	Holy Cross	3	9	0	12
2014	287	Houston Baptist	3	4	0	7
2014	290	Howard	6	6	0	12
2014	294	Idaho St.	3	9	0	12
2014	299	Illinois St.	5	6	0	11
2014	2743	Incarnate Word	6	5	0	11
2014	305	Indiana St.	1	11	0	12
2014	314	Jackson St.	7	4	0	11
2014	316	Jacksonville	5	6	0	11
2014	315	Jacksonville St.	11	4	0	15
2014	317	James Madison	6	6	0	12
2014	342	Lafayette	5	7	0	12
2014	346	Lamar	5	7	0	12
2014	352	Lehigh	8	3	0	11
2014	355	Liberty	8	4	0	12
2014	380	Maine	10	3	0	13
2014	386	Marist	8	3	0	11
2014	402	McNeese St.	10	3	0	13
2014	406	Mercer	10	2	0	12
2014	432	Mississippi Val.	2	9	0	11
2014	669	Missouri St.	5	7	0	12
2014	439	Monmouth	6	6	0	12
2014	441	Montana	10	3	0	13
2014	440	Montana St.	7	5	0	12
2014	444	Morehead St.	3	9	0	12
2014	446	Morgan St.	5	7	0	12
2014	454	Murray St.	6	6	0	12
2014	488	N.C. A&T	7	4	0	11
2014	489	N.C. Central	5	7	0	12
2014	469	New Hampshire	10	5	0	15
2014	483	Nicholls St.	4	8	0	12
2014	485	Norfolk St.	3	9	0	12
2014	494	North Dakota	3	8	0	11
2014	493	North Dakota St.	15	0	0	15
2014	501	Northern Ariz.	9	3	0	12
2014	502	Northern Colo.	1	11	0	12
2014	508	Northwestern St.	6	6	0	12
2014	540	Penn	4	6	0	10
2014	550	Portland St.	6	6	0	12
2014	553	Prairie View	6	6	0	12
2014	1320	Presbyterian	3	8	0	11
2014	554	Princeton	8	2	0	10
2014	572	Rhode Island	3	9	0	12
2014	575	Richmond	6	6	0	12
2014	579	Robert Morris	5	6	0	11
2014	102	Sacramento St.	5	7	0	12
2014	590	Sacred Heart	10	3	0	13
2014	600	Saint Francis (PA)	5	6	0	11
2014	624	Sam Houston St.	9	5	0	14
2014	625	Samford	8	5	0	13
2014	627	San Diego	8	3	0	11
2014	632	Savannah St.	1	11	0	12
2014	647	South Carolina St.	9	4	0	13
2014	650	South Dakota	4	8	0	12
2014	649	South Dakota St.	9	5	0	14
2014	654	Southeast Mo. St.	3	9	0	12
2014	655	Southeastern La.	11	3	0	14
2014	659	Southern Ill.	7	5	0	12
2014	665	Southern U.	9	4	0	13
2014	667	Southern Utah	8	5	0	13
2014	676	Stephen F. Austin	3	9	0	12
2014	678	Stetson	2	9	0	11
2014	683	Stony Brook	5	6	0	11
2014	691	Tennessee St.	10	4	0	14
2014	692	Tennessee Tech	5	7	0	12
2014	699	Texas Southern	2	9	0	11
2014	711	Towson	13	3	0	16
2014	108	UC Davis	5	7	0	12
2014	504	UNI	7	5	0	12
2014	695	UT Martin	7	5	0	12
2014	741	VMI	2	10	0	12
2014	735	Valparaiso	1	10	0	11
2014	739	Villanova	6	5	0	11
2014	748	Wagner	3	8	0	11
2014	758	Weber St.	2	10	0	12
2014	769	Western Caro.	2	10	0	12
2014	771	Western Ill.	4	8	0	12
2014	786	William & Mary	7	5	0	12
2014	2915	Wofford	5	6	0	11
2014	813	Yale	5	5	0	10
2014	817	Youngstown St.	8	4	0	12
2014	929	Adams St.	7	4	0	11
2014	13	Albany St. (GA)	6	4	0	10
2014	934	Alderson Broaddus	4	7	0	11
2014	22	American Int'l	9	3	0	12
2014	25	Angelo St.	5	6	0	11
2014	8411	Ark.-Monticello	5	6	0	11
2014	947	Arkansas Tech	5	6	0	11
2014	35	Ashland	5	5	0	10
2014	36	Assumption	6	5	0	11
2014	41	Augustana (SD)	4	7	0	11
2014	30146	Azusa Pacific	10	2	0	12
2014	54	Bemidji St.	3	8	0	11
2014	55	Benedict	4	6	0	10
2014	56	Bentley	6	5	0	11
2014	30134	Black Hills St.	3	8	0	11
2014	65	Bloomsburg	10	2	0	12
2014	70	Bowie St.	5	5	0	10
2014	30094	Brevard	3	8	0	11
2014	106	California (PA)	7	4	0	11
2014	1000	Carson-Newman	10	3	0	13
2014	1001	Catawba	6	5	0	11
2014	130	Central Mo.	6	4	0	10
2014	1009	Central Okla.	2	8	0	10
2014	30049	Central St. (OH)	2	9	0	11
2014	1010	Central Wash.	7	4	0	11
2014	1012	Chadron St.	8	3	0	11
2014	1013	Charleston (WV)	6	5	0	11
2014	135	Cheyney	0	11	0	11
2014	8875	Chowan	4	6	0	10
2014	143	Clarion	4	7	0	11
2014	144	Clark Atlanta	3	7	0	10
2014	11416	Colorado Mesa	5	6	0	11
2014	155	Colorado Mines	8	3	0	11
2014	2720	Colorado St.-Pueblo	11	1	0	12
2014	1028	Concord	8	3	0	11
2014	9081	Concordia-St. Paul	5	6	0	11
2014	181	Delta St.	7	3	0	10
2014	30095	Dixie St.	4	7	0	11
2014	8965	East Central	5	5	0	10
2014	197	East Stroudsburg	7	4	0	11
2014	206	Eastern N.M.	7	3	0	10
2014	209	Edinboro	5	6	0	11
2014	210	Elizabeth City St.	4	6	0	10
2014	1071	Emporia St.	9	2	0	11
2014	1076	Fairmont St.	3	7	0	10
2014	223	Fayetteville St.	6	4	0	10
2014	224	Ferris St.	8	3	0	11
2014	1079	Findlay	8	3	0	11
2014	230	Florida Tech	5	7	0	12
2014	9011	Fort Hays St.	6	5	0	11
2014	1083	Fort Lewis	4	7	0	11
2014	237	Fort Valley St.	4	6	0	10
2014	246	Gannon	6	5	0	11
2014	1098	Glenville St.	6	5	0	11
2014	262	Grand Valley St.	12	3	0	15
2014	1116	Harding	9	2	0	11
2014	1123	Henderson St.	11	1	0	12
2014	280	Hillsdale	5	6	0	11
2014	291	Humboldt St.	0	11	0	11
2014	307	Indiana (PA)	9	2	0	11
2014	309	Indianapolis	10	2	0	12
2014	323	Johnson C. Smith	5	5	0	10
2014	332	Kentucky St.	5	5	0	10
2014	339	Kutztown	4	7	0	11
2014	333	Ky. Wesleyan	0	11	0	11
2014	362	LIU Post	5	6	0	11
2014	2746	Lake Erie	4	7	0	11
2014	347	Lane	6	4	0	10
2014	1170	Lenoir-Rhyne	13	2	0	15
2014	356	Lincoln (MO)	3	8	0	11
2014	357	Lincoln (PA)	1	9	0	10
2014	30136	Lindenwood (MO)	3	6	0	9
2014	359	Livingstone	3	7	0	10
2014	360	Lock Haven	3	8	0	11
2014	30137	Malone	2	9	0	11
2014	1199	Mars Hill	3	8	0	11
2014	30075	Mary	6	5	0	11
2014	30138	McKendree	4	6	0	10
2014	8530	McMurry	3	8	0	11
2014	408	Mercyhurst	7	4	0	11
2014	410	Merrimack	7	4	0	11
2014	417	Michigan Tech	6	4	0	10
2014	1222	Midwestern St.	7	3	0	10
2014	422	Miles	6	4	0	10
2014	423	Millersville	1	10	0	11
2014	427	Minn. Duluth	11	2	0	13
2014	383	Minn. St. Mankato	11	1	0	12
2014	1240	Minn. St. Moorhead	4	7	0	11
2014	27854	Minn.-Crookston	2	9	0	11
2014	30125	Minot St.	2	9	0	11
2014	435	Missouri S&T	6	5	0	11
2014	9012	Mo. Southern St.	7	3	0	10
2014	9013	Mo. Western St.	8	3	0	11
2014	445	Morehouse	2	8	0	10
2014	8577	N.M. Highlands	2	9	0	11
2014	1156	Neb.-Kearney	3	8	0	11
2014	470	New Haven	8	3	0	11
2014	1257	Newberry	9	3	0	12
2014	487	North Ala.	10	3	0	13
2014	9223	North Greenville	5	6	0	11
2014	12810	Northeastern St.	2	9	0	11
2014	506	Northern Mich.	3	7	0	10
2014	1266	Northern St.	4	7	0	11
2014	507	Northwest Mo. St.	15	0	0	15
2014	30178	Northwestern Okla.	2	9	0	11
2014	510	Northwood (MI)	2	9	0	11
2014	30126	Notre Dame (OH)	5	6	0	11
2014	30119	Ohio Dominican	10	1	0	11
2014	24342	Okla. Panhandle	4	7	0	11
2014	1289	Ouachita Baptist	7	3	0	10
2014	533	Pace	0	11	0	11
2014	1314	Pittsburg St.	10	2	0	12
2014	561	Quincy	2	9	0	11
2014	591	Saginaw Valley	9	3	0	12
2014	594	Saint Augustine's	4	6	0	10
2014	30063	Seton Hill	1	10	0	11
2014	636	Shaw	6	4	0	10
2014	10870	Shepherd	11	1	0	12
2014	638	Shippensburg	7	4	0	11
2014	30151	Shorter	2	9	0	11
2014	30127	Simon Fraser	3	7	0	10
2014	30128	Sioux Falls	6	5	0	11
2014	643	Slippery Rock	9	3	0	12
2014	30139	South Dakota Mines	6	4	0	10
2014	1371	Southeastern Okla.	2	9	0	11
2014	1376	Southern Ark.	6	4	0	10
2014	658	Southern Conn. St.	3	8	0	11
2014	30152	Southern Nazarene	0	11	0	11
2014	2755	Southwest Baptist	1	10	0	11
2014	8736	Southwest Minn. St.	7	5	0	12
2014	8744	Southwestern Okla.	6	5	0	11
2014	593	St. Anselm	1	10	0	11
2014	598	St. Cloud St.	12	2	0	14
2014	604	St. Joseph's (IN)	8	3	0	11
2014	680	Stillman	6	5	0	11
2014	682	Stonehill	8	3	0	11
2014	1395	Tarleton St.	7	3	0	10
2014	199	Tex. A&M-Commerce	7	5	0	12
2014	696	Tex. A&M-Kingsville	2	8	0	10
2014	1403	Tiffin	2	9	0	11
2014	499	Truman	7	4	0	11
2014	12830	Tusculum	4	7	0	11
2014	720	Tuskegee	8	3	0	11
2014	537	UNC Pembroke	9	2	0	11
2014	30181	UVa-Wise	2	9	0	11
2014	728	Upper Iowa	6	5	0	11
2014	30104	Urbana	7	4	0	11
2014	734	Valdosta St.	6	4	0	10
2014	743	Virginia St.	9	1	0	10
2014	744	Virginia Union	3	7	0	10
2014	30141	Walsh	3	8	0	11
2014	2814	Washburn	8	3	0	11
2014	757	Wayne St. (MI)	3	8	0	11
2014	1433	Wayne St. (NE)	2	9	0	11
2014	358	West Ala.	8	3	0	11
2014	765	West Chester	13	2	0	15
2014	766	West Ga.	6	5	0	11
2014	1438	West Liberty	3	8	0	11
2014	767	West Tex. A&M	11	3	0	14
2014	9630	West Va. Wesleyan	5	5	0	10
2014	1439	West Virginia St.	0	11	0	11
2014	1445	Western N.M.	4	6	0	10
2014	1446	Western Ore.	7	4	0	11
2014	2759	Western St.	2	9	0	11
2014	30120	William Jewell	3	8	0	11
2014	1462	Wingate	4	6	0	10
2014	790	Winona St.	6	5	0	11
2014	791	Winston-Salem	10	2	0	12
2014	4	Adrian	6	4	0	10
2014	15	Albion	8	3	0	11
2014	16	Albright	8	3	0	11
2014	18	Alfred	8	3	0	11
2014	19	Allegheny	0	10	0	10
2014	21	Alma	1	9	0	10
2014	24	Amherst	7	1	0	8
2014	939	Anderson (IN)	0	10	0	10
2014	26	Anna Maria	2	8	0	10
2014	38	Augsburg	5	5	0	10
2014	40	Augustana (IL)	5	5	0	10
2014	42	Aurora	3	7	0	10
2014	953	Austin	5	5	0	10
2014	44	Averett	1	9	0	10
2014	46	Baldwin Wallace	6	4	0	10
2014	50	Bates	4	4	0	8
2014	26107	Becker	3	7	0	10
2014	53	Beloit	1	9	0	10
2014	296	Benedictine (IL)	7	3	0	10
2014	973	Berry	0	9	0	9
2014	59	Bethany (WV)	4	6	0	10
2014	60	Bethel (MN)	12	1	0	13
2014	28593	Birmingham-So.	5	4	0	9
2014	987	Bluffton	4	6	0	10
2014	69	Bowdoin	3	5	0	8
2014	75	Bridgewater (VA)	4	6	0	10
2014	76	Bridgewater St.	6	4	0	10
2014	78	Brockport	8	3	0	11
2014	84	Buena Vista	4	6	0	10
2014	85	Buffalo St.	5	5	0	10
2014	105	Cal Lutheran	4	5	0	9
2014	117	Capital	3	7	0	10
2014	118	Carleton	5	5	0	10
2014	119	Carnegie Mellon	3	7	0	10
2014	120	Carroll (WI)	6	4	0	10
2014	121	Carthage	1	9	0	10
2014	122	Case	5	4	0	9
2014	123	Castleton	1	9	0	10
2014	124	Catholic	6	4	0	10
2014	126	Central (IA)	6	4	0	10
2014	132	Centre	7	3	0	10
2014	134	Chapman	8	1	0	9
2014	137	Chicago	6	4	0	10
2014	139	Chris. Newport	8	2	0	10
2014	142	Claremont-M-S	3	6	0	9
2014	722	Coast Guard	3	7	0	10
2014	150	Coe	7	3	0	10
2014	151	Colby	4	4	0	8
2014	160	Concordia Chicago	2	8	0	10
2014	1036	Concordia Wisconsin	8	3	0	11
2014	161	Concordia-M'head	8	2	0	10
2014	166	Cornell College	7	3	0	10
2014	30035	Crown (MN)	4	6	0	10
2014	170	Curry	4	5	0	9
2014	177	DePauw	4	6	0	10
2014	1050	Defiance	3	7	0	10
2014	179	Delaware Valley	7	4	0	11
2014	182	Denison	7	3	0	10
2014	185	Dickinson	3	7	0	10
2014	192	Dubuque	5	5	0	10
2014	195	Earlham	2	8	0	10
2014	1062	East Tex. Baptist	3	7	0	10
2014	212	Elmhurst	4	6	0	10
2014	216	Emory & Henry	5	5	0	10
2014	8981	Endicott	8	3	0	11
2014	218	Eureka	8	2	0	10
2014	221	FDU-Florham	1	9	0	10
2014	225	Ferrum	2	8	0	10
2014	227	Fitchburg St.	6	4	0	10
2014	238	Framingham St.	9	2	0	11
2014	239	Frank. & Marsh.	7	4	0	11
2014	2694	Franklin	8	4	0	12
2014	243	Frostburg St.	1	9	0	10
2014	245	Gallaudet	9	2	0	11
2014	30084	Geneva	5	5	0	10
2014	258	Gettysburg	4	6	0	10
2014	263	Greensboro	2	8	0	10
2014	1111	Greenville	9	2	0	11
2014	264	Grinnell	2	8	0	10
2014	265	Grove City	5	5	0	10
2014	1112	Guilford	6	4	0	10
2014	266	Gust. Adolphus	6	4	0	10
2014	267	Hamilton	0	8	0	8
2014	268	Hamline	2	8	0	10
2014	269	Hampden-Sydney	9	3	0	12
2014	1115	Hanover	5	5	0	10
2014	271	Hardin-Simmons	4	6	0	10
2014	273	Hartwick	6	4	0	10
2014	278	Heidelberg	8	2	0	10
2014	1124	Hendrix	3	7	0	10
2014	281	Hiram	2	8	0	10
2014	282	Hobart	10	1	0	11
2014	286	Hope	7	3	0	10
2014	2741	Howard Payne	4	6	0	10
2014	1130	Huntingdon	7	3	0	10
2014	1133	Husson	5	5	0	10
2014	300	Ill. Wesleyan	9	2	0	11
2014	297	Illinois Col.	8	2	0	10
2014	313	Ithaca	9	3	0	12
2014	320	John Carroll	9	2	0	11
2014	322	Johns Hopkins	10	1	0	11
2014	325	Juniata	7	4	0	11
2014	326	Kalamazoo	6	4	0	10
2014	329	Kean	2	8	0	10
2014	335	Kenyon	4	6	0	10
2014	336	King's (PA)	6	5	0	11
2014	337	Knox	1	9	0	10
2014	341	La Verne	3	6	0	9
2014	1162	LaGrange	5	5	0	10
2014	344	Lake Forest	8	2	0	10
2014	1164	Lakeland	7	3	0	10
2014	348	Lawrence	1	9	0	10
2014	351	Lebanon Valley	9	3	0	12
2014	22235	Lewis & Clark	1	8	0	9
2014	1179	Linfield	11	1	0	12
2014	364	Loras	1	9	0	10
2014	1182	Louisiana Col.	7	3	0	10
2014	372	Luther	2	8	0	10
2014	373	Lycoming	7	3	0	10
2014	398	MIT	6	3	0	9
2014	377	MacMurray	0	10	0	10
2014	376	Macalester	4	6	0	10
2014	378	Maine Maritime	1	8	0	9
2014	1192	Manchester	3	7	0	10
2014	1194	Maranatha Baptist	1	9	0	10
2014	385	Marietta	1	9	0	10
2014	8597	Martin Luther	4	6	0	10
2014	1203	Mary Hardin-Baylor	13	1	0	14
2014	396	Maryville (TN)	8	3	0	11
2014	399	Mass. Maritime	5	5	0	10
2014	773	McDaniel	2	8	0	10
2014	724	Merchant Marine	4	4	0	8
2014	412	Methodist	8	2	0	10
2014	420	Middlebury	7	1	0	8
2014	424	Millikin	2	8	0	10
2014	426	Millsaps	9	1	0	10
2014	1226	Minn.-Morris	3	7	0	10
2014	16142	Misericordia	1	9	0	10
2014	429	Mississippi Col.	4	6	0	10
2014	438	Monmouth (IL)	5	5	0	10
2014	442	Montclair St.	4	6	0	10
2014	443	Moravian	2	8	0	10
2014	30067	Morrisville St.	3	7	0	10
2014	27901	Mount Ida	5	5	0	10
2014	452	Mount Union	14	1	0	15
2014	8567	Mt. St. Joseph	6	4	0	10
2014	453	Muhlenberg	8	3	0	11
2014	455	Muskingum	2	8	0	10
2014	491	N.C. Wesleyan	2	8	0	10
2014	462	Neb. Wesleyan	6	4	0	10
2014	484	Nichols	1	8	0	9
2014	492	North Central (IL)	13	1	0	14
2014	496	North Park	3	7	0	10
2014	30031	Northwestern-St. Paul	6	4	0	10
2014	511	Norwich	7	4	0	11
2014	515	Oberlin	3	7	0	10
2014	516	Occidental	5	4	0	9
2014	517	Ohio Northern	6	4	0	10
2014	520	Ohio Wesleyan	5	5	0	10
2014	525	Olivet	6	4	0	10
2014	531	Otterbein	5	5	0	10
2014	2751	Pacific (OR)	7	3	0	10
2014	1297	Pacific Lutheran	8	2	0	10
2014	548	Plymouth St.	2	8	0	10
2014	549	Pomona-Pitzer	2	7	0	9
2014	557	Puget Sound	1	8	0	9
2014	565	Randolph-Macon	7	3	0	10
2014	567	Redlands	7	3	0	10
2014	570	Rensselaer	5	5	0	10
2014	573	Rhodes	8	2	0	10
2014	577	Ripon	7	3	0	10
2014	581	Rochester (NY)	5	4	0	9
2014	582	Rockford	1	9	0	10
2014	585	Rose-Hulman	7	3	0	10
2014	259	Rowan	9	3	0	12
2014	168	SUNY Cortland	6	5	0	11
2014	478	SUNY Maritime	5	5	0	10
2014	602	Saint John's (MN)	7	3	0	10
2014	30064	Saint Vincent	0	10	0	10
2014	622	Salisbury	7	4	0	11
2014	623	Salve Regina	7	4	0	11
2014	652	Sewanee	4	6	0	10
2014	637	Shenandoah	4	6	0	10
2014	641	Simpson	7	3	0	10
2014	8746	Southwestern (TX)	0	10	0	10
2014	673	Springfield	7	3	0	10
2014	601	St. John Fisher	10	3	0	13
2014	607	St. Lawrence	7	3	0	10
2014	614	St. Norbert	8	3	0	11
2014	615	St. Olaf	1	9	0	10
2014	618	St. Scholastica	9	2	0	11
2014	620	St. Thomas (MN)	8	2	0	10
2014	21852	Stevenson	4	6	0	10
2014	1390	Sul Ross St.	1	9	0	10
2014	685	Susquehanna	1	9	0	10
2014	712	TCNJ	5	5	0	10
2014	1400	Texas Lutheran	8	1	0	9
2014	707	Thiel	3	7	0	10
2014	1402	Thomas More	9	1	0	10
2014	30037	Trine	4	6	0	10
2014	713	Trinity (CT)	6	2	0	8
2014	715	Trinity (TX)	5	5	0	10
2014	717	Tufts	0	8	0	8
2014	656	UMass Dartmouth	3	6	0	9
2014	727	Union (NY)	3	7	0	10
2014	730	Ursinus	7	3	0	10
2014	733	Utica	3	7	0	10
2014	808	WPI	3	7	0	10
2014	747	Wabash	9	1	0	10
2014	750	Wartburg	9	3	0	12
2014	751	Wash. & Jeff.	8	3	0	11
2014	752	Wash. & Lee	5	5	0	10
2014	755	Washington-St. Louis	8	3	0	11
2014	1434	Waynesburg	7	4	0	11
2014	763	Wesley	10	3	0	13
2014	764	Wesleyan (CT)	7	1	0	8
2014	770	Western Conn. St.	8	2	0	10
2014	775	Western New Eng.	4	6	0	10
2014	777	Westfield St.	5	5	0	10
2014	1450	Westminster (MO)	2	8	0	10
2014	1451	Westminster (PA)	4	6	0	10
2014	778	Wheaton (IL)	8	2	0	10
2014	781	Whittier	1	8	0	9
2014	1454	Whitworth	4	6	0	10
2014	783	Widener	6	4	0	10
2014	784	Wilkes	4	6	0	10
2014	785	Willamette	7	2	0	9
2014	789	Williams	2	6	0	8
2014	1461	Wilmington (OH)	0	10	0	10
2014	8911	Wis. Lutheran	4	6	0	10
2014	793	Wis.-Eau Claire	2	8	0	10
2014	795	Wis.-La Crosse	3	7	0	10
2014	798	Wis.-Oshkosh	8	2	0	10
2014	800	Wis.-Platteville	10	2	0	12
2014	801	Wis.-River Falls	0	10	0	10
2014	802	Wis.-Stevens Point	5	5	0	10
2014	803	Wis.-Stout	4	6	0	10
2014	805	Wis.-Whitewater	15	0	0	15
2014	806	Wittenberg	10	2	0	12
2014	787	Wm. Paterson	3	7	0	10
2014	807	Wooster	7	3	0	10
2014	809	Worcester St.	3	7	0	10
