year	year_id	division_id	school_id	school_name	school_url
2014	11520	11	721	Air Force	http://stats.ncaa.org/team/index/11520?org_id=721
2014	11520	11	5	Akron	http://stats.ncaa.org/team/index/11520?org_id=5
2014	11520	11	8	Alabama	http://stats.ncaa.org/team/index/11520?org_id=8
2014	11520	11	27	Appalachian St.	http://stats.ncaa.org/team/index/11520?org_id=27
2014	11520	11	29	Arizona	http://stats.ncaa.org/team/index/11520?org_id=29
2014	11520	11	28	Arizona St.	http://stats.ncaa.org/team/index/11520?org_id=28
2014	11520	11	31	Arkansas	http://stats.ncaa.org/team/index/11520?org_id=31
2014	11520	11	30	Arkansas St.	http://stats.ncaa.org/team/index/11520?org_id=30
2014	11520	11	725	Army	http://stats.ncaa.org/team/index/11520?org_id=725
2014	11520	11	37	Auburn	http://stats.ncaa.org/team/index/11520?org_id=37
2014	11520	11	77	BYU	http://stats.ncaa.org/team/index/11520?org_id=77
2014	11520	11	47	Ball St.	http://stats.ncaa.org/team/index/11520?org_id=47
2014	11520	11	51	Baylor	http://stats.ncaa.org/team/index/11520?org_id=51
2014	11520	11	66	Boise St.	http://stats.ncaa.org/team/index/11520?org_id=66
2014	11520	11	67	Boston College	http://stats.ncaa.org/team/index/11520?org_id=67
2014	11520	11	71	Bowling Green	http://stats.ncaa.org/team/index/11520?org_id=71
2014	11520	11	86	Buffalo	http://stats.ncaa.org/team/index/11520?org_id=86
2014	11520	11	107	California	http://stats.ncaa.org/team/index/11520?org_id=107
2014	11520	11	129	Central Mich.	http://stats.ncaa.org/team/index/11520?org_id=129
2014	11520	11	140	Cincinnati	http://stats.ncaa.org/team/index/11520?org_id=140
2014	11520	11	147	Clemson	http://stats.ncaa.org/team/index/11520?org_id=147
2014	11520	11	157	Colorado	http://stats.ncaa.org/team/index/11520?org_id=157
2014	11520	11	156	Colorado St.	http://stats.ncaa.org/team/index/11520?org_id=156
2014	11520	11	193	Duke	http://stats.ncaa.org/team/index/11520?org_id=193
2014	11520	11	196	East Carolina	http://stats.ncaa.org/team/index/11520?org_id=196
2014	11520	11	204	Eastern Mich.	http://stats.ncaa.org/team/index/11520?org_id=204
2014	11520	11	231	FIU	http://stats.ncaa.org/team/index/11520?org_id=231
2014	11520	11	229	Fla. Atlantic	http://stats.ncaa.org/team/index/11520?org_id=229
2014	11520	11	235	Florida	http://stats.ncaa.org/team/index/11520?org_id=235
2014	11520	11	234	Florida St.	http://stats.ncaa.org/team/index/11520?org_id=234
2014	11520	11	96	Fresno St.	http://stats.ncaa.org/team/index/11520?org_id=96
2014	11520	11	253	Ga. Southern	http://stats.ncaa.org/team/index/11520?org_id=253
2014	11520	11	257	Georgia	http://stats.ncaa.org/team/index/11520?org_id=257
2014	11520	11	254	Georgia St.	http://stats.ncaa.org/team/index/11520?org_id=254
2014	11520	11	255	Georgia Tech	http://stats.ncaa.org/team/index/11520?org_id=255
2014	11520	11	277	Hawaii	http://stats.ncaa.org/team/index/11520?org_id=277
2014	11520	11	288	Houston	http://stats.ncaa.org/team/index/11520?org_id=288
2014	11520	11	295	Idaho	http://stats.ncaa.org/team/index/11520?org_id=295
2014	11520	11	301	Illinois	http://stats.ncaa.org/team/index/11520?org_id=301
2014	11520	11	306	Indiana	http://stats.ncaa.org/team/index/11520?org_id=306
2014	11520	11	312	Iowa	http://stats.ncaa.org/team/index/11520?org_id=312
2014	11520	11	311	Iowa St.	http://stats.ncaa.org/team/index/11520?org_id=311
2014	11520	11	328	Kansas	http://stats.ncaa.org/team/index/11520?org_id=328
2014	11520	11	327	Kansas St.	http://stats.ncaa.org/team/index/11520?org_id=327
2014	11520	11	331	Kent St.	http://stats.ncaa.org/team/index/11520?org_id=331
2014	11520	11	334	Kentucky	http://stats.ncaa.org/team/index/11520?org_id=334
2014	11520	11	365	LSU	http://stats.ncaa.org/team/index/11520?org_id=365
2014	11520	11	671	La.-Lafayette	http://stats.ncaa.org/team/index/11520?org_id=671
2014	11520	11	498	La.-Monroe	http://stats.ncaa.org/team/index/11520?org_id=498
2014	11520	11	366	Louisiana Tech	http://stats.ncaa.org/team/index/11520?org_id=366
2014	11520	11	367	Louisville	http://stats.ncaa.org/team/index/11520?org_id=367
2014	11520	11	388	Marshall	http://stats.ncaa.org/team/index/11520?org_id=388
2014	11520	11	392	Maryland	http://stats.ncaa.org/team/index/11520?org_id=392
2014	11520	11	400	Massachusetts	http://stats.ncaa.org/team/index/11520?org_id=400
2014	11520	11	404	Memphis	http://stats.ncaa.org/team/index/11520?org_id=404
2014	11520	11	415	Miami (FL)	http://stats.ncaa.org/team/index/11520?org_id=415
2014	11520	11	414	Miami (OH)	http://stats.ncaa.org/team/index/11520?org_id=414
2014	11520	11	418	Michigan	http://stats.ncaa.org/team/index/11520?org_id=418
2014	11520	11	416	Michigan St.	http://stats.ncaa.org/team/index/11520?org_id=416
2014	11520	11	419	Middle Tenn.	http://stats.ncaa.org/team/index/11520?org_id=419
2014	11520	11	428	Minnesota	http://stats.ncaa.org/team/index/11520?org_id=428
2014	11520	11	430	Mississippi St.	http://stats.ncaa.org/team/index/11520?org_id=430
2014	11520	11	434	Missouri	http://stats.ncaa.org/team/index/11520?org_id=434
2014	11520	11	726	Navy	http://stats.ncaa.org/team/index/11520?org_id=726
2014	11520	11	463	Nebraska	http://stats.ncaa.org/team/index/11520?org_id=463
2014	11520	11	466	Nevada	http://stats.ncaa.org/team/index/11520?org_id=466
2014	11520	11	473	New Mexico	http://stats.ncaa.org/team/index/11520?org_id=473
2014	11520	11	472	New Mexico St.	http://stats.ncaa.org/team/index/11520?org_id=472
2014	11520	11	457	North Carolina	http://stats.ncaa.org/team/index/11520?org_id=457
2014	11520	11	490	North Carolina St.	http://stats.ncaa.org/team/index/11520?org_id=490
2014	11520	11	497	North Texas	http://stats.ncaa.org/team/index/11520?org_id=497
2014	11520	11	503	Northern Ill.	http://stats.ncaa.org/team/index/11520?org_id=503
2014	11520	11	509	Northwestern	http://stats.ncaa.org/team/index/11520?org_id=509
2014	11520	11	513	Notre Dame	http://stats.ncaa.org/team/index/11520?org_id=513
2014	11520	11	519	Ohio	http://stats.ncaa.org/team/index/11520?org_id=519
2014	11520	11	518	Ohio St.	http://stats.ncaa.org/team/index/11520?org_id=518
2014	11520	11	522	Oklahoma	http://stats.ncaa.org/team/index/11520?org_id=522
2014	11520	11	521	Oklahoma St.	http://stats.ncaa.org/team/index/11520?org_id=521
2014	11520	11	523	Old Dominion	http://stats.ncaa.org/team/index/11520?org_id=523
2014	11520	11	433	Ole Miss	http://stats.ncaa.org/team/index/11520?org_id=433
2014	11520	11	529	Oregon	http://stats.ncaa.org/team/index/11520?org_id=529
2014	11520	11	528	Oregon St.	http://stats.ncaa.org/team/index/11520?org_id=528
2014	11520	11	539	Penn St.	http://stats.ncaa.org/team/index/11520?org_id=539
2014	11520	11	545	Pittsburgh	http://stats.ncaa.org/team/index/11520?org_id=545
2014	11520	11	559	Purdue	http://stats.ncaa.org/team/index/11520?org_id=559
2014	11520	11	574	Rice	http://stats.ncaa.org/team/index/11520?org_id=574
2014	11520	11	587	Rutgers	http://stats.ncaa.org/team/index/11520?org_id=587
2014	11520	11	663	SMU	http://stats.ncaa.org/team/index/11520?org_id=663
2014	11520	11	626	San Diego St.	http://stats.ncaa.org/team/index/11520?org_id=626
2014	11520	11	630	San Jose St.	http://stats.ncaa.org/team/index/11520?org_id=630
2014	11520	11	646	South Ala.	http://stats.ncaa.org/team/index/11520?org_id=646
2014	11520	11	648	South Carolina	http://stats.ncaa.org/team/index/11520?org_id=648
2014	11520	11	651	South Fla.	http://stats.ncaa.org/team/index/11520?org_id=651
2014	11520	11	657	Southern California	http://stats.ncaa.org/team/index/11520?org_id=657
2014	11520	11	664	Southern Miss.	http://stats.ncaa.org/team/index/11520?org_id=664
2014	11520	11	674	Stanford	http://stats.ncaa.org/team/index/11520?org_id=674
2014	11520	11	688	Syracuse	http://stats.ncaa.org/team/index/11520?org_id=688
2014	11520	11	698	TCU	http://stats.ncaa.org/team/index/11520?org_id=698
2014	11520	11	690	Temple	http://stats.ncaa.org/team/index/11520?org_id=690
