season	team_id	team_name	status	team_url	wins	losses	ties	win_percentage	points_for	points_against	net_points	touchdowns	home_record	road_record	division_record	division_win_percentage	conference_record	conference_win_percentage	nonconference_record	winning_streak	last_5_record
1929	GB	Green Bay Packers		http://www.nfl.com/teams/profile?team=GB	12	0	1	1.000	198	22	176	29	5-0	7-0-1	0-0	.000	0-0	.000	12-0-1	2W	4-0-1
1929	NYG	New York Giants		http://www.nfl.com/teams/profile?team=NYG	13	1	1	.929	312	86	226	47	7-1	6-0-1	0-0	.000	0-0	.000	13-1-1	5W	5-0
1929		Frankford Yellow Jackets			10	4	5	.714	139	128	11	19	7-1-3	3-3-2	0-0	.000	0-0	.000	10-4-5	1W	1-2-2
1929		Boston Bulldogs			4	4	0	.500	98	73	25	15	4-1	0-3	0-0	.000	0-0	.000	4-4	1L	3-2
1929	ARI	Chicago Cardinals		http://www.nfl.com/teams/profile?team=ARI	6	6	1	.500	154	83	71	22	3-2	3-4-1	0-0	.000	0-0	.000	6-6-1	1W	3-2
1929		Staten Island Stapletons			3	4	3	.429	89	65	24	13	3-2-2	0-2-1	0-0	.000	0-0	.000	3-4-3	2L	2-2-1
1929		Providence Steam Roller			4	6	2	.400	107	117	-10	16	4-4-1	0-2-1	0-0	.000	0-0	.000	4-6-2	1L	2-3
1929		Orange Tornadoes			3	5	4	.375	35	90	-55	5	2-1-2	1-4-2	0-0	.000	0-0	.000	3-5-4	2L	1-3-1
1929	CHI	Chicago Bears		http://www.nfl.com/teams/profile?team=CHI	4	9	2	.308	119	227	-108	17	1-5-2	3-4	0-0	.000	0-0	.000	4-9-2	2L	0-4-1
1929		Buffalo Bisons			1	7	1	.125	48	142	-94	6	0-4	1-3-1	0-0	.000	0-0	.000	1-7-1	1W	1-3-1
1929		Minneapolis Red Jackets			1	9	0	.100	48	185	-137	7	1-3	0-6	0-0	.000	0-0	.000	1-9	7L	0-5
1929		Dayton Triangles			0	6	0	.000	7	136	-129	1	0-0	0-6	0-0	.000	0-0	.000	0-6	6L	0-5
