season	team_id	team_name	status	team_url	wins	losses	ties	win_percentage	points_for	points_against	net_points	touchdowns	home_record	road_record	division_record	division_win_percentage	conference_record	conference_win_percentage	nonconference_record	winning_streak	last_5_record
2011	OAK	Oakland Raiders		http://www.nfl.com/teams/profile?team=OAK	8	8	0	.500	359	433	-74	38	3-5	5-3	3-3	.500	6-6	.500	2-2	1L	1-4
2011	KC	Kansas City Chiefs		http://www.nfl.com/teams/profile?team=KC	7	9	0	.438	212	338	-126	20	3-5	4-4	3-3	.500	4-8	.333	3-1	1W	3-2
2011	NYG	New York Giants	z	http://www.nfl.com/teams/profile?team=NYG	9	7	0	.563	394	400	-6	47	4-4	5-3	3-3	.500	5-7	.417	4-0	2W	3-2
2011	PHI	Philadelphia Eagles		http://www.nfl.com/teams/profile?team=PHI	8	8	0	.500	396	328	68	46	3-5	5-3	5-1	.833	6-6	.500	2-2	4W	4-1
2011	DAL	Dallas Cowboys		http://www.nfl.com/teams/profile?team=DAL	8	8	0	.500	369	347	22	39	5-3	3-5	2-4	.333	6-6	.500	2-2	2L	1-4
2011	WAS	Washington Redskins		http://www.nfl.com/teams/profile?team=WAS	5	11	0	.313	288	367	-79	28	2-6	3-5	2-4	.333	5-7	.417	0-4	2L	1-4
2011	GB	Green Bay Packers	*	http://www.nfl.com/teams/profile?team=GB	15	1	0	.938	560	359	201	70	8-0	7-1	6-0	1.000	12-0	1.000	3-1	2W	4-1
2011	DET	Detroit Lions	y	http://www.nfl.com/teams/profile?team=DET	10	6	0	.625	474	387	87	57	5-3	5-3	3-3	.500	6-6	.500	4-0	1L	3-2
2011	CHI	Chicago Bears		http://www.nfl.com/teams/profile?team=CHI	8	8	0	.500	353	341	12	38	5-3	3-5	3-3	.500	7-5	.583	1-3	1W	1-4
2011	MIN	Minnesota Vikings		http://www.nfl.com/teams/profile?team=MIN	3	13	0	.188	340	449	-109	39	1-7	2-6	0-6	.000	3-9	.250	0-4	1L	1-4
2011	NO	New Orleans Saints	z	http://www.nfl.com/teams/profile?team=NO	13	3	0	.813	547	339	208	66	8-0	5-3	5-1	.833	9-3	.750	4-0	8W	5-0
2011	ATL	Atlanta Falcons	y	http://www.nfl.com/teams/profile?team=ATL	10	6	0	.625	402	350	52	46	6-2	4-4	3-3	.500	7-5	.583	3-1	1W	3-2
2011	CAR	Carolina Panthers		http://www.nfl.com/teams/profile?team=CAR	6	10	0	.375	406	429	-23	48	3-5	3-5	2-4	.333	3-9	.250	3-1	1L	3-2
2011	TB	Tampa Bay Buccaneers		http://www.nfl.com/teams/profile?team=TB	4	12	0	.250	287	494	-207	30	3-5	1-7	2-4	.333	3-9	.250	1-3	10L	0-5
2011	SF	San Francisco 49ers	z	http://www.nfl.com/teams/profile?team=SF	13	3	0	.813	380	229	151	35	7-1	6-2	5-1	.833	10-2	.833	3-1	3W	4-1
2011	ARI	Arizona Cardinals		http://www.nfl.com/teams/profile?team=ARI	8	8	0	.500	312	348	-36	37	6-2	2-6	4-2	.667	7-5	.583	1-3	1W	4-1
2011	SEA	Seattle Seahawks		http://www.nfl.com/teams/profile?team=SEA	7	9	0	.438	321	315	6	35	4-4	3-5	3-3	.500	6-6	.500	1-3	2L	3-2
2011	STL	St. Louis Rams		http://www.nfl.com/teams/profile?team=STL	2	14	0	.125	193	407	-214	18	1-7	1-7	0-6	.000	1-11	.083	1-3	7L	0-5
