season	team_id	team_name	status	team_url	wins	losses	ties	win_percentage	points_for	points_against	net_points	touchdowns	home_record	road_record	division_record	division_win_percentage	conference_record	conference_win_percentage	nonconference_record	winning_streak	last_5_record
1933	CHI	Chicago Bears		http://www.nfl.com/teams/profile?team=CHI	10	2	1	.833	133	82	51	16	6-0	4-2-1	0-0	.000	7-0	1.000	3-2-1	4W	4-1
1933	NYG	New York Giants		http://www.nfl.com/teams/profile?team=NYG	11	3	0	.786	244	101	143	33	7-0	4-3	0-0	.000	7-1	.875	4-2	7W	5-0
1933		Brooklyn Dodgers			5	4	1	.556	93	54	39	13	3-2-1	2-2	0-0	.000	2-2-1	.500	3-2	2L	3-2
1933	DET	Portsmouth Spartans		http://www.nfl.com/teams/profile?team=DET	6	5	0	.545	128	87	41	16	4-1	2-4	0-0	.000	3-4	.429	3-1	3L	1-4
1933	WAS	Boston Redskins		http://www.nfl.com/teams/profile?team=WAS	5	5	2	.500	103	97	6	14	4-2	1-3-2	0-0	.000	2-3	.400	3-2-2	1T	2-2-1
1933	GB	Green Bay Packers		http://www.nfl.com/teams/profile?team=GB	5	7	1	.417	170	107	63	24	3-2-1	2-5	0-0	.000	2-4	.333	3-3-1	1L	1-4
1933	PHI	Philadelphia Eagles		http://www.nfl.com/teams/profile?team=PHI	3	5	1	.375	77	158	-81	11	2-3-1	1-2	0-0	.000	1-2	.333	2-3-1	2L	2-2-1
1933	PIT	Pittsburgh Pirates		http://www.nfl.com/teams/profile?team=PIT	3	6	2	.333	67	208	-141	8	2-3	1-3-2	0-0	.000	1-5-1	.167	2-1-1	3L	1-3-1
1933		Cincinnati Reds			3	6	1	.333	38	110	-72	3	2-2-1	1-4	0-0	.000	2-2	.500	1-4-1	1W	3-2
1933	ARI	Chicago Cardinals		http://www.nfl.com/teams/profile?team=ARI	1	9	1	.100	52	101	-49	7	0-4-1	1-5	0-0	.000	1-5	.167	0-4-1	1T	0-4-1
