season	team_id	team_name	status	team_url	wins	losses	ties	win_percentage	points_for	points_against	net_points	touchdowns	home_record	road_record	division_record	division_win_percentage	conference_record	conference_win_percentage	nonconference_record	winning_streak	last_5_record
1930	GB	Green Bay Packers		http://www.nfl.com/teams/profile?team=GB	10	3	1	.769	234	111	123	36	6-0	4-3-1	0-0	.000	0-0	.000	10-3-1	1T	2-2-1
1930	NYG	New York Giants		http://www.nfl.com/teams/profile?team=NYG	13	4	0	.765	308	98	210	47	6-2	7-2	0-0	.000	0-0	.000	13-4	2W	3-2
1930	CHI	Chicago Bears		http://www.nfl.com/teams/profile?team=CHI	9	4	1	.692	169	71	98	26	5-2-1	4-2	0-0	.000	0-0	.000	9-4-1	5W	5-0
1930		Brooklyn Dodgers			7	4	1	.636	154	59	95	23	3-2	4-2-1	0-0	.000	0-0	.000	7-4-1	1L	3-2
1930		Providence Steam Roller			6	4	1	.600	90	125	-35	12	6-1-1	0-3	0-0	.000	0-0	.000	6-4-1	1L	2-2-1
1930		Staten Island Stapletons			5	5	2	.500	95	112	-17	14	3-2-1	2-3-1	0-0	.000	0-0	.000	5-5-2	1L	2-2-1
1930	DET	Portsmouth Spartans		http://www.nfl.com/teams/profile?team=DET	5	6	3	.455	176	161	15	27	5-1-2	0-5-1	0-0	.000	0-0	.000	5-6-3	1T	1-2-2
1930	ARI	Chicago Cardinals		http://www.nfl.com/teams/profile?team=ARI	5	6	2	.455	128	132	-4	19	3-2	2-4-2	0-0	.000	0-0	.000	5-6-2	1L	3-2
1930		Frankford Yellow Jackets			4	13	1	.235	113	321	-208	17	3-6	1-7-1	0-0	.000	0-0	.000	4-13-1	3L	1-3-1
1930		Minneapolis Red Jackets			1	7	1	.125	27	165	-138	4	1-2-1	0-5	0-0	.000	0-0	.000	1-7-1	6L	0-5
1930		Newark Tornadoes			1	10	1	.091	51	190	-139	8	0-5-1	1-5	0-0	.000	0-0	.000	1-10-1	6L	0-5
