season	team_id	team_name	status	team_url	wins	losses	ties	win_percentage	points_for	points_against	net_points	touchdowns	home_record	road_record	division_record	division_win_percentage	conference_record	conference_win_percentage	nonconference_record	winning_streak	last_5_record
1934	CHI	Chicago Bears		http://www.nfl.com/teams/profile?team=CHI	13	0	0	1.000	286	86	200	37	5-0	8-0	0-0	.000	8-0	1.000	5-0	13W	5-0
1934	DET	Detroit Lions		http://www.nfl.com/teams/profile?team=DET	10	3	0	.769	238	59	179	32	6-2	4-1	0-0	.000	5-3	.625	5-0	3L	2-3
1934	NYG	New York Giants		http://www.nfl.com/teams/profile?team=NYG	8	5	0	.615	147	107	40	18	5-1	3-4	0-0	.000	7-1	.875	1-4	1L	3-2
1934	GB	Green Bay Packers		http://www.nfl.com/teams/profile?team=GB	7	6	0	.538	156	112	44	19	4-2	3-4	0-0	.000	4-5	.444	3-1	1W	2-3
1934	WAS	Boston Redskins		http://www.nfl.com/teams/profile?team=WAS	6	6	0	.500	107	94	13	16	4-3	2-3	0-0	.000	5-3	.625	1-3	1W	2-3
1934	ARI	Chicago Cardinals		http://www.nfl.com/teams/profile?team=ARI	5	6	0	.455	80	84	-4	11	2-2	3-4	0-0	.000	4-5	.444	1-1	1W	3-2
1934		Brooklyn Dodgers			4	7	0	.364	61	153	-92	7	2-4	2-3	0-0	.000	4-4	.500	0-3	3L	2-3
1934	PHI	Philadelphia Eagles		http://www.nfl.com/teams/profile?team=PHI	4	7	0	.364	127	85	42	19	2-4	2-3	0-0	.000	3-5	.375	1-2	2W	3-2
1934		St. Louis Gunners			1	2	0	.333	27	61	-34	3	1-1	0-1	0-0	.000	0-2	.000	1-0	2L	1-2
1934	PIT	Pittsburgh Pirates		http://www.nfl.com/teams/profile?team=PIT	2	10	0	.167	51	206	-155	6	1-5	1-5	0-0	.000	1-7	.125	1-3	7L	0-5
1934		Cincinnati Reds			0	8	0	.000	10	243	-233	1	0-4	0-4	0-0	.000	0-6	.000	0-2	8L	0-5
