season	team_id	team_name	status	team_url	wins	losses	ties	win_percentage	points_for	points_against	net_points	touchdowns	home_record	road_record	division_record	division_win_percentage	conference_record	conference_win_percentage	nonconference_record	winning_streak	last_5_record
1971	CLE	Cleveland Browns		http://www.nfl.com/teams/profile?team=CLE	9	5	0	.643	285	273	12	34	4-3	5-2	5-1	.833	7-4	.636	2-1	5W	5-0
1971	PIT	Pittsburgh Steelers		http://www.nfl.com/teams/profile?team=PIT	6	8	0	.429	246	292	-46	28	5-2	1-6	4-2	.667	5-6	.455	1-2	1L	2-3
1971	TEN	Houston Oilers		http://www.nfl.com/teams/profile?team=TEN	4	9	1	.308	251	330	-79	29	3-3-1	1-6	2-4	.333	4-7	.364	0-2-1	3W	3-2
1971	CIN	Cincinnati Bengals		http://www.nfl.com/teams/profile?team=CIN	4	10	0	.286	284	265	19	32	3-4	1-6	1-5	.167	3-8	.273	1-2	3L	2-3
1971	MIA	Miami Dolphins		http://www.nfl.com/teams/profile?team=MIA	10	3	1	.769	315	174	141	33	6-1	4-2-1	5-3	.625	7-3-1	.700	3-0	1W	3-2
1971	IND	Baltimore Colts		http://www.nfl.com/teams/profile?team=IND	10	4	0	.714	313	140	173	36	5-2	5-2	6-2	.750	8-3	.727	2-1	1L	3-2
1971	NYJ	New York Jets		http://www.nfl.com/teams/profile?team=NYJ	6	8	0	.429	212	299	-87	27	4-3	2-5	4-4	.500	6-5	.545	0-3	2W	3-2
1971	NE	New England Patriots		http://www.nfl.com/teams/profile?team=NE	6	8	0	.429	238	325	-87	29	5-2	1-6	4-4	.500	6-5	.545	0-3	1W	2-3
1971	BUF	Buffalo Bills		http://www.nfl.com/teams/profile?team=BUF	1	13	0	.071	184	394	-210	21	1-6	0-7	1-7	.125	1-10	.091	0-3	3L	1-4
1971	KC	Kansas City Chiefs		http://www.nfl.com/teams/profile?team=KC	10	3	1	.769	302	208	94	32	7-0	3-3-1	4-1-1	.800	8-2-1	.800	2-1	3W	4-1
1971	OAK	Oakland Raiders		http://www.nfl.com/teams/profile?team=OAK	8	4	2	.667	344	278	66	43	5-1-1	3-3-1	4-1-1	.800	7-3-1	.700	1-1-1	1W	2-3
1971	SD	San Diego Chargers		http://www.nfl.com/teams/profile?team=SD	6	8	0	.429	311	341	-30	37	6-1	0-7	2-4	.333	4-7	.364	2-1	1L	2-3
1971	DEN	Denver Broncos		http://www.nfl.com/teams/profile?team=DEN	4	9	1	.308	203	275	-72	18	2-4-1	2-5	1-5	.167	3-6-1	.333	1-3	2L	2-3
1971	MIN	Minnesota Vikings		http://www.nfl.com/teams/profile?team=MIN	11	3	0	.786	245	139	106	25	5-2	6-1	5-1	.833	9-2	.818	2-1	2W	4-1
1971	DET	Detroit Lions		http://www.nfl.com/teams/profile?team=DET	7	6	1	.538	341	286	55	39	3-4	4-2-1	2-3-1	.400	3-6-1	.333	4-0	3L	2-3
1971	CHI	Chicago Bears		http://www.nfl.com/teams/profile?team=CHI	6	8	0	.429	185	276	-91	20	4-3	2-5	2-4	.333	5-6	.455	1-2	5L	0-5
1971	GB	Green Bay Packers		http://www.nfl.com/teams/profile?team=GB	4	8	2	.333	274	298	-24	33	3-3-1	1-5-1	2-3-1	.400	2-7-2	.222	2-1	1L	1-3-1
1971	DAL	Dallas Cowboys		http://www.nfl.com/teams/profile?team=DAL	11	3	0	.786	406	222	184	50	6-1	5-2	7-1	.875	8-3	.727	3-0	7W	5-0
1971	WAS	Washington Redskins		http://www.nfl.com/teams/profile?team=WAS	9	4	1	.692	276	190	86	27	4-2-1	5-2	6-1-1	.857	8-2-1	.800	1-2	1L	3-2
1971	PHI	Philadelphia Eagles		http://www.nfl.com/teams/profile?team=PHI	6	7	1	.462	221	302	-81	24	3-4	3-3-1	4-3-1	.571	5-5-1	.500	1-2	3W	4-1
1971	ARI	St. Louis Cardinals		http://www.nfl.com/teams/profile?team=ARI	4	9	1	.308	231	279	-48	24	1-5-1	3-4	1-7	.125	2-8-1	.200	2-1	2L	1-3-1
1971	NYG	New York Giants		http://www.nfl.com/teams/profile?team=NYG	4	10	0	.286	228	362	-134	30	1-6	3-4	1-7	.125	3-8	.273	1-2	5L	0-5
1971	SF	San Francisco 49ers		http://www.nfl.com/teams/profile?team=SF	9	5	0	.643	300	216	84	33	4-3	5-2	2-4	.333	7-4	.636	2-1	2W	3-2
1971	STL	Los Angeles Rams		http://www.nfl.com/teams/profile?team=STL	8	5	1	.615	313	260	53	37	4-2-1	4-3	4-1-1	.800	7-3-1	.700	1-2	1W	3-2
1971	ATL	Atlanta Falcons		http://www.nfl.com/teams/profile?team=ATL	7	6	1	.538	274	277	-3	34	4-3	3-3-1	3-2-1	.600	4-6-1	.400	3-0	1W	3-2
1971	NO	New Orleans Saints		http://www.nfl.com/teams/profile?team=NO	4	8	2	.333	266	347	-81	31	2-4-1	2-4-1	2-4	.333	4-7	.364	0-1-2	3L	1-4
