season	team_id	team_name	status	team_url	wins	losses	ties	win_percentage	points_for	points_against	net_points	touchdowns	home_record	road_record	division_record	division_win_percentage	conference_record	conference_win_percentage	nonconference_record	winning_streak	last_5_record
2001	PIT	Pittsburgh Steelers	z	http://www.nfl.com/teams/profile?team=PIT	13	3	0	.813	352	212	140	38	7-1	6-2	7-3	.700	10-3	.769	3-0	1W	4-1
2001	BAL	Baltimore Ravens	y	http://www.nfl.com/teams/profile?team=BAL	10	6	0	.625	303	265	38	31	6-2	4-4	6-4	.600	8-4	.667	2-2	1W	3-2
2001	CLE	Cleveland Browns		http://www.nfl.com/teams/profile?team=CLE	7	9	0	.438	285	319	-34	31	4-4	3-5	5-5	.500	6-7	.462	1-2	1L	1-4
2001	TEN	Tennessee Titans		http://www.nfl.com/teams/profile?team=TEN	7	9	0	.438	336	388	-52	39	3-5	4-4	3-7	.300	4-8	.333	3-1	2L	2-3
2001	JAC	Jacksonville Jaguars		http://www.nfl.com/teams/profile?team=JAC	6	10	0	.375	294	286	8	34	3-5	3-5	5-5	.500	5-8	.385	1-2	2L	3-2
2001	CIN	Cincinnati Bengals		http://www.nfl.com/teams/profile?team=CIN	6	10	0	.375	226	309	-83	25	4-4	2-6	4-6	.400	5-8	.385	1-2	2W	2-3
2001	MIA	Miami Dolphins	y	http://www.nfl.com/teams/profile?team=MIA	11	5	0	.688	344	290	54	41	7-1	4-4	5-3	.625	9-3	.750	2-2	2W	3-2
2001	NE	New England Patriots	z	http://www.nfl.com/teams/profile?team=NE	11	5	0	.688	371	272	99	43	6-2	5-3	6-2	.750	8-4	.667	3-1	6W	5-0
2001	NYJ	New York Jets	y	http://www.nfl.com/teams/profile?team=NYJ	10	6	0	.625	308	295	13	34	3-5	7-1	5-3	.625	8-4	.667	2-2	1W	3-2
2001	IND	Indianapolis Colts		http://www.nfl.com/teams/profile?team=IND	6	10	0	.375	413	486	-73	47	3-5	3-5	3-5	.375	5-7	.417	1-3	1W	2-3
2001	BUF	Buffalo Bills		http://www.nfl.com/teams/profile?team=BUF	3	13	0	.188	265	420	-155	31	1-7	2-6	1-7	.125	2-10	.167	1-3	1L	2-3
