season	team_id	team_name	status	team_url	wins	losses	ties	win_percentage	points_for	points_against	net_points	touchdowns	home_record	road_record	division_record	division_win_percentage	conference_record	conference_win_percentage	nonconference_record	winning_streak	last_5_record
1947	ARI	Chicago Cardinals		http://www.nfl.com/teams/profile?team=ARI	9	3	0	.750	306	231	75	41	5-0	4-3	0-0	.000	7-1	.875	2-2	2W	3-2
1947	PIT	Pittsburgh Steelers		http://www.nfl.com/teams/profile?team=PIT	8	4	0	.667	240	259	-19	31	5-1	3-3	0-0	.000	6-2	.750	2-2	1W	3-2
1947	PHI	Philadelphia Eagles		http://www.nfl.com/teams/profile?team=PHI	8	4	0	.667	308	242	66	43	6-1	2-3	0-0	.000	6-2	.750	2-2	1W	3-2
1947	CHI	Chicago Bears		http://www.nfl.com/teams/profile?team=CHI	8	4	0	.667	363	241	122	53	4-2	4-2	0-0	.000	4-4	.500	4-0	2L	3-2
1947	GB	Green Bay Packers		http://www.nfl.com/teams/profile?team=GB	6	5	1	.545	274	210	64	33	4-2	2-3-1	0-0	.000	5-3	.625	1-2-1	1L	2-2-1
1947	STL	Los Angeles Rams		http://www.nfl.com/teams/profile?team=STL	6	6	0	.500	259	214	45	34	3-3	3-3	0-0	.000	4-4	.500	2-2	2W	3-2
1947	IND	Boston Yanks		http://www.nfl.com/teams/profile?team=IND	4	7	1	.364	168	256	-88	23	2-3-1	2-4	0-0	.000	3-4-1	.429	1-3	2L	2-3
1947	WAS	Washington Redskins		http://www.nfl.com/teams/profile?team=WAS	4	8	0	.333	295	367	-72	41	4-2	0-6	0-0	.000	3-5	.375	1-3	1W	2-3
1947	DET	Detroit Lions		http://www.nfl.com/teams/profile?team=DET	3	9	0	.250	231	305	-74	31	2-4	1-5	0-0	.000	0-8	.000	3-1	3L	1-4
1947	NYG	New York Giants		http://www.nfl.com/teams/profile?team=NYG	2	8	2	.200	190	309	-119	26	2-3-1	0-5-1	0-0	.000	1-6-1	.143	1-2-1	1L	2-2-1
1947		Buffalo Bills			0	0	0	.000	0	0	0	--	0-0	0-0	0-0	.000	0-0	.000	0-0	--	0-0
1947	CLE	Cleveland Browns		http://www.nfl.com/teams/profile?team=CLE	0	0	0	.000	0	0	0	--	0-0	0-0	0-0	.000	0-0	.000	0-0	--	0-0
1947	SF	San Francisco 49ers		http://www.nfl.com/teams/profile?team=SF	0	0	0	.000	0	0	0	--	0-0	0-0	0-0	.000	0-0	.000	0-0	--	0-0
1947		Los Angeles Dons			0	0	0	.000	0	0	0	--	0-0	0-0	0-0	.000	0-0	.000	0-0	--	0-0
1947		Chicago Rockets			0	0	0	.000	0	0	0	--	0-0	0-0	0-0	.000	0-0	.000	0-0	--	0-0
1947		New York Yankees			0	0	0	.000	0	0	0	--	0-0	0-0	0-0	.000	0-0	.000	0-0	--	0-0
1947		Baltimore Colts			0	0	0	.000	0	0	0	--	0-0	0-0	0-0	.000	0-0	.000	0-0	--	0-0
1947		Brooklyn Dodgers			0	0	0	.000	0	0	0	--	0-0	0-0	0-0	.000	0-0	.000	0-0	--	0-0
