season	team_id	week	date	away_team_id	away_team_url	away_team_score	home_team_id	home_team_url	home_team_score	game_status	game_url	attendance	top_passer	top_passer_url	top_passer_text	top_rusher	top_rusher_url	top_rusher_text	top_receiver	top_receiver_url	top_receiver_text
2012	NE	DIV	Jan 13	HOU	http://www.nfl.com/teams/houstontexans/profile?team=HOU	28	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	41	Final	http://www.nfl.com/gamecenter/2013011300/2012/POST19/texans@patriots	68,756	Tom Brady	http://www.nfl.com/players/tombrady/profile?id=BRA371156		Arian Foster	http://www.nfl.com/players/arianfoster/profile?id=FOS107404		Wes Welker	http://www.nfl.com/players/weswelker/profile?id=WEL219433	
2012	NE	CONF	Jan 20	BAL	http://www.nfl.com/teams/baltimoreravens/profile?team=BAL	28	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	13	Final	http://www.nfl.com/gamecenter/2013012000/2012/POST20/ravens@patriots	68,756	Tom Brady	http://www.nfl.com/players/tombrady/profile?id=BRA371156		Stevan Ridley	http://www.nfl.com/players/stevanridley/profile?id=RID658759		Wes Welker	http://www.nfl.com/players/weswelker/profile?id=WEL219433	
2012	NE	1	Sep 09	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	34	TEN	http://www.nfl.com/teams/tennesseetitans/profile?team=TEN	13	Final	http://www.nfl.com/gamecenter/2012090904/2012/REG1/patriots@titans	69,143	Tom Brady	http://www.nfl.com/players/tombrady/profile?id=BRA371156		Stevan Ridley	http://www.nfl.com/players/stevanridley/profile?id=RID658759		Brandon Lloyd	http://www.nfl.com/players/brandonlloyd/profile?id=LLO154116	
2012	NE	2	Sep 16	ARI	http://www.nfl.com/teams/arizonacardinals/profile?team=ARZ	20	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	18	Final	http://www.nfl.com/gamecenter/2012091602/2012/REG2/cardinals@patriots	68,756	Tom Brady	http://www.nfl.com/players/tombrady/profile?id=BRA371156		Stevan Ridley	http://www.nfl.com/players/stevanridley/profile?id=RID658759		Wes Welker	http://www.nfl.com/players/weswelker/profile?id=WEL219433	
2012	NE	3	Sep 23	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	30	BAL	http://www.nfl.com/teams/baltimoreravens/profile?team=BAL	31	Final	http://www.nfl.com/gamecenter/2012092313/2012/REG3/patriots@ravens	71,269	Joe Flacco	http://www.nfl.com/players/joeflacco/profile?id=FLA009602		Ray Rice	http://www.nfl.com/players/rayrice/profile?id=RIC154451		Wes Welker	http://www.nfl.com/players/weswelker/profile?id=WEL219433	
2012	NE	4	Sep 30	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	52	BUF	http://www.nfl.com/teams/buffalobills/profile?team=BUF	28	Final	http://www.nfl.com/gamecenter/2012093000/2012/REG4/patriots@bills	70,684	Ryan Fitzpatrick	http://www.nfl.com/players/ryanfitzpatrick/profile?id=FIT792915		Brandon Bolden	http://www.nfl.com/players/brandonbolden/profile?id=BOL167697		Wes Welker	http://www.nfl.com/players/weswelker/profile?id=WEL219433	
2012	NE	5	Oct 07	DEN	http://www.nfl.com/teams/denverbroncos/profile?team=DEN	21	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	31	Final	http://www.nfl.com/gamecenter/2012100709/2012/REG5/broncos@patriots	68,756	Peyton Manning	http://www.nfl.com/players/peytonmanning/profile?id=MAN515097		Stevan Ridley	http://www.nfl.com/players/stevanridley/profile?id=RID658759		Demaryius Thomas	http://www.nfl.com/players/demaryiusthomas/profile?id=THO095855	
2012	NE	6	Oct 14	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	23	SEA	http://www.nfl.com/teams/seattleseahawks/profile?team=SEA	24	Final	http://www.nfl.com/gamecenter/2012101408/2012/REG6/patriots@seahawks	68,137	Tom Brady	http://www.nfl.com/players/tombrady/profile?id=BRA371156		Marshawn Lynch	http://www.nfl.com/players/marshawnlynch/profile?id=LYN442976		Wes Welker	http://www.nfl.com/players/weswelker/profile?id=WEL219433	
2012	NE	7	Oct 21	NYJ	http://www.nfl.com/teams/newyorkjets/profile?team=NYJ	26	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	29	Final	http://www.nfl.com/gamecenter/2012102108/2012/REG7/jets@patriots	68,752	Mark Sanchez	http://www.nfl.com/players/marksanchez/profile?id=SAN091667		Stevan Ridley	http://www.nfl.com/players/stevanridley/profile?id=RID658759		Jeremy Kerley	http://www.nfl.com/players/jeremykerley/profile?id=KER321479	
2012	NE	8	Oct 28	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	45	STL	http://www.nfl.com/teams/st.louisrams/profile?team=STL	7	Final	http://www.nfl.com/gamecenter/2012102804/2012/REG8/patriots@rams	84,004	Tom Brady	http://www.nfl.com/players/tombrady/profile?id=BRA371156		Stevan Ridley	http://www.nfl.com/players/stevanridley/profile?id=RID658759		Rob Gronkowski	http://www.nfl.com/players/robgronkowski/profile?id=GRO135948	
2012	NE	9	Bye
2012	NE	10	Nov 11	BUF	http://www.nfl.com/teams/buffalobills/profile?team=BUF	31	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	37	Final	http://www.nfl.com/gamecenter/2012111103/2012/REG10/bills@patriots	68,756	Ryan Fitzpatrick	http://www.nfl.com/players/ryanfitzpatrick/profile?id=FIT792915		Stevan Ridley	http://www.nfl.com/players/stevanridley/profile?id=RID658759		Steve Johnson	http://www.nfl.com/players/stevejohnson/profile?id=JOH673533	
