season	team_id	team_name	status	team_url	wins	losses	ties	win_percentage	points_for	points_against	net_points	touchdowns	home_record	road_record	division_record	division_win_percentage	conference_record	conference_win_percentage	nonconference_record	winning_streak	last_5_record
1926		Frankford Yellow Jackets			14	1	2	.933	236	49	187	32	11-1-2	3-0	0-0	.000	0-0	.000	14-1-2	1T	4-0-1
1926	CHI	Chicago Bears		http://www.nfl.com/teams/profile?team=CHI	12	1	3	.923	216	63	153	26	9-0-2	2-1-1	0-0	.000	0-0	.000	12-1-3	1T	2-1-2
1926		Pottsville Maroons			10	2	2	.833	155	29	126	20	9-0	1-2-2	0-0	.000	0-0	.000	10-2-2	1T	2-1-2
1926		Kansas City Cowboys			8	3	0	.727	76	53	23	7	2-0	6-3	0-0	.000	0-0	.000	8-3	7W	5-0
1926	GB	Green Bay Packers		http://www.nfl.com/teams/profile?team=GB	7	3	3	.700	151	61	90	21	4-1-2	3-2-1	0-0	.000	0-0	.000	7-3-3	1T	2-2-1
1926	NYG	New York Giants		http://www.nfl.com/teams/profile?team=NYG	8	4	1	.667	147	51	96	21	5-2-1	3-2	0-0	.000	0-0	.000	8-4-1	3W	4-1
1926		Los Angeles Buccaneers			6	3	1	.667	67	57	10	9	0-0	6-3-1	0-0	.000	0-0	.000	6-3-1	1L	3-2
1926		Duluth Eskimos			6	5	3	.545	113	81	32	15	1-0	5-5-3	0-0	.000	0-0	.000	6-5-3	1L	2-2-1
1926		Buffalo Rangers			4	4	2	.500	53	62	-9	8	2-2-2	2-2	0-0	.000	0-0	.000	4-4-2	1T	2-2-1
1926	ARI	Chicago Cardinals		http://www.nfl.com/teams/profile?team=ARI	5	6	1	.455	74	98	-24	9	3-2	2-3-1	0-0	.000	0-0	.000	5-6-1	1L	0-4-1
1926		Providence Steam Roller			5	7	1	.417	89	103	-14	13	4-4-1	1-3	0-0	.000	0-0	.000	5-7-1	1L	0-4-1
1926		Detroit Panthers			4	6	2	.400	107	60	47	12	4-3-2	0-3	0-0	.000	0-0	.000	4-6-2	3L	0-3-2
1926		Hartford Blues			3	7	0	.300	57	99	-42	7	3-5	0-2	0-0	.000	0-0	.000	3-7	1L	2-3
1926		Brooklyn Lions			3	8	0	.273	60	150	-90	9	3-4	0-4	0-0	.000	0-0	.000	3-8	3L	1-4
1926		Milwaukee Badgers			2	7	0	.222	41	66	-25	5	1-5	1-2	0-0	.000	0-0	.000	2-7	5L	0-5
1926		Dayton Triangles			1	4	1	.200	15	82	-67	2	0-1	1-3-1	0-0	.000	0-0	.000	1-4-1	2L	0-4-1
1926		Akron Indians			1	4	3	.200	23	89	-66	3	1-0-1	0-4-2	0-0	.000	0-0	.000	1-4-3	1T	0-3-2
1926		Racine Tornadoes			1	4	0	.200	8	92	-84	1	1-2	0-2	0-0	.000	0-0	.000	1-4	4L	1-4
1926		Columbus Tigers			1	6	0	.143	26	93	-67	4	0-1	1-5	0-0	.000	0-0	.000	1-6	5L	0-5
1926		Canton Bulldogs			1	9	3	.100	46	161	-115	6	1-3-1	0-6-2	0-0	.000	0-0	.000	1-9-3	1L	0-4-1
1926		Hammond Pros			0	4	0	.000	3	56	-53	0	0-1	0-3	0-0	.000	0-0	.000	0-4	4L	0-4
1926		Louisville Colonels			0	4	0	.000	0	108	-108	0	0-0	0-4	0-0	.000	0-0	.000	0-4	4L	0-4
