season	team_id	team_name	status	team_url	wins	losses	ties	win_percentage	points_for	points_against	net_points	touchdowns	home_record	road_record	division_record	division_win_percentage	conference_record	conference_win_percentage	nonconference_record	winning_streak	last_5_record
1937	CHI	Chicago Bears		http://www.nfl.com/teams/profile?team=CHI	9	1	1	.900	201	100	101	26	4-1	5-0-1	0-0	.000	7-1	.875	2-0-1	4W	4-1
1937	WAS	Washington Redskins		http://www.nfl.com/teams/profile?team=WAS	8	3	0	.727	195	120	75	26	4-2	4-1	0-0	.000	6-2	.750	2-1	3W	4-1
1937	NYG	New York Giants		http://www.nfl.com/teams/profile?team=NYG	6	3	2	.667	128	109	19	15	4-2-1	2-1-1	0-0	.000	5-2-1	.714	1-1-1	1L	2-2-1
1937	DET	Detroit Lions		http://www.nfl.com/teams/profile?team=DET	7	4	0	.636	180	105	75	23	4-2	3-2	0-0	.000	4-4	.500	3-0	1L	3-2
1937	GB	Green Bay Packers		http://www.nfl.com/teams/profile?team=GB	7	4	0	.636	220	122	98	30	3-2	4-2	0-0	.000	6-2	.750	1-2	2L	3-2
1937	ARI	Chicago Cardinals		http://www.nfl.com/teams/profile?team=ARI	5	5	1	.500	135	165	-30	19	1-3	4-2-1	0-0	.000	3-5	.375	2-0-1	2L	2-3
1937	PIT	Pittsburgh Pirates		http://www.nfl.com/teams/profile?team=PIT	4	7	0	.364	122	145	-23	16	2-4	2-3	0-0	.000	4-4	.500	0-3	1L	2-3
1937		Brooklyn Dodgers			3	7	1	.300	82	174	-92	10	1-3-1	2-4	0-0	.000	2-5-1	.286	1-2	1T	1-3-1
1937	PHI	Philadelphia Eagles		http://www.nfl.com/teams/profile?team=PHI	2	8	1	.200	86	177	-91	12	0-5-1	2-3	0-0	.000	2-6	.250	0-2-1	1L	1-4
1937	STL	Cleveland Rams		http://www.nfl.com/teams/profile?team=STL	1	10	0	.091	75	207	-132	10	0-5	1-5	0-0	.000	0-8	.000	1-2	9L	0-5
