season	team_id	team_name	status	team_url	wins	losses	ties	win_percentage	points_for	points_against	net_points	touchdowns	home_record	road_record	division_record	division_win_percentage	conference_record	conference_win_percentage	nonconference_record	winning_streak	last_5_record
1925	ARI	Chicago Cardinals		http://www.nfl.com/teams/profile?team=ARI	11	2	1	.846	230	65	165	29	11-2	0-0-1	0-0	.000	0-0	.000	11-2-1	2W	3-1-1
1925		Pottsville Maroons			10	2	0	.833	270	45	225	38	8-1	2-1	0-0	.000	0-0	.000	10-2	5W	5-0
1925		Detroit Panthers			8	2	2	.800	129	39	90	17	8-1-2	0-1	0-0	.000	0-0	.000	8-2-2	1W	3-2
1925		Akron Indians			4	2	2	.667	65	51	14	9	3-0	1-2-2	0-0	.000	0-0	.000	4-2-2	2L	2-2-1
1925	NYG	New York Giants		http://www.nfl.com/teams/profile?team=NYG	8	4	0	.667	122	67	55	16	7-2	1-2	0-0	.000	0-0	.000	8-4	1W	4-1
1925		Frankford Yellow Jackets			13	7	0	.650	190	169	21	26	9-3	4-4	0-0	.000	0-0	.000	13-7	2W	2-3
1925	CHI	Chicago Bears		http://www.nfl.com/teams/profile?team=CHI	9	5	3	.643	158	96	62	22	7-1-1	2-4-2	0-0	.000	0-0	.000	9-5-3	3L	2-3
1925		Rock Island Independents			5	3	3	.625	99	58	41	14	3-0-3	2-3	0-0	.000	0-0	.000	5-3-3	1L	3-2
1925	GB	Green Bay Packers		http://www.nfl.com/teams/profile?team=GB	8	5	0	.615	151	110	41	21	6-0	2-5	0-0	.000	0-0	.000	8-5	1W	2-3
1925		Providence Steam Roller			6	5	1	.545	111	101	10	12	5-3-1	1-2	0-0	.000	0-0	.000	6-5-1	1L	2-2-1
1925		Canton Bulldogs			4	4	0	.500	50	73	-23	7	4-1	0-3	0-0	.000	0-0	.000	4-4	1L	2-3
1925		Cleveland Bulldogs			5	8	1	.385	75	135	-60	10	3-1	2-6-1	0-0	.000	0-0	.000	5-8-1	1L	2-2-1
1925		Kansas City Cowboys			2	5	1	.286	65	97	-32	8	0-0	1-5-1	0-0	.000	0-0	.000	2-5-1	1W	1-3-1
1925		Hammond Pros			1	4	0	.200	23	87	-64	3	0-0	1-4	0-0	.000	0-0	.000	1-4	3L	1-4
1925		Buffalo Bisons			1	6	2	.143	33	113	-80	4	1-1-2	0-5	0-0	.000	0-0	.000	1-6-2	4L	1-4
1925		Milwaukee Badgers			0	6	0	.000	7	191	-184	1	0-1	0-5	0-0	.000	0-0	.000	0-6	6L	0-5
1925		Dayton Triangles			0	7	1	.000	3	84	-81	0	0-0	0-7-1	0-0	.000	0-0	.000	0-7-1	7L	0-5
1925		Duluth Kelleys			0	3	0	.000	6	25	-19	1	0-2	0-1	0-0	.000	0-0	.000	0-3	3L	0-3
1925		Columbus Tigers			0	9	0	.000	28	124	-96	3	0-0	0-9	0-0	.000	0-0	.000	0-9	9L	0-5
1925		Rochester Jeffersons			0	6	1	.000	26	111	-85	4	0-0	0-6-1	0-0	.000	0-0	.000	0-6-1	5L	0-5
