season	team_id	team_name	status	team_url	wins	losses	ties	win_percentage	points_for	points_against	net_points	touchdowns	home_record	road_record	division_record	division_win_percentage	conference_record	conference_win_percentage	nonconference_record	winning_streak	last_5_record
1948	ARI	Chicago Cardinals		http://www.nfl.com/teams/profile?team=ARI	11	1	0	.917	395	226	169	53	5-1	6-0	0-0	.000	7-1	.875	4-0	10W	5-0
1948	CHI	Chicago Bears		http://www.nfl.com/teams/profile?team=CHI	10	2	0	.833	375	151	224	53	5-1	5-1	0-0	.000	7-1	.875	3-1	1L	4-1
1948	PHI	Philadelphia Eagles		http://www.nfl.com/teams/profile?team=PHI	9	2	1	.818	376	156	220	50	6-0	3-2-1	0-0	.000	7-1	.875	2-1-1	1W	4-1
1948	WAS	Washington Redskins		http://www.nfl.com/teams/profile?team=WAS	7	5	0	.583	291	287	4	40	4-2	3-3	0-0	.000	5-3	.625	2-2	1W	2-3
1948	STL	Los Angeles Rams		http://www.nfl.com/teams/profile?team=STL	6	5	1	.545	327	269	58	45	3-2-1	3-3	0-0	.000	3-5	.375	3-0-1	3W	4-1
1948	PIT	Pittsburgh Steelers		http://www.nfl.com/teams/profile?team=PIT	4	8	0	.333	200	243	-43	27	4-2	0-6	0-0	.000	3-5	.375	1-3	1L	1-4
1948	NYG	New York Giants		http://www.nfl.com/teams/profile?team=NYG	4	8	0	.333	297	388	-91	42	2-4	2-4	0-0	.000	3-5	.375	1-3	2L	2-3
1948	GB	Green Bay Packers		http://www.nfl.com/teams/profile?team=GB	3	9	0	.250	154	290	-136	20	2-4	1-5	0-0	.000	2-6	.250	1-3	7L	0-5
1948	IND	Boston Yanks		http://www.nfl.com/teams/profile?team=IND	3	9	0	.250	174	372	-198	24	2-4	1-5	0-0	.000	2-6	.250	1-3	1W	1-4
1948	DET	Detroit Lions		http://www.nfl.com/teams/profile?team=DET	2	10	0	.167	200	407	-207	28	2-4	0-6	0-0	.000	1-7	.125	1-3	3L	1-4
1948		Buffalo Bills			0	0	0	.000	0	0	0	--	0-0	0-0	0-0	.000	0-0	.000	0-0	--	0-0
1948	CLE	Cleveland Browns		http://www.nfl.com/teams/profile?team=CLE	0	0	0	.000	0	0	0	--	0-0	0-0	0-0	.000	0-0	.000	0-0	--	0-0
1948	SF	San Francisco 49ers		http://www.nfl.com/teams/profile?team=SF	0	0	0	.000	0	0	0	--	0-0	0-0	0-0	.000	0-0	.000	0-0	--	0-0
1948		Los Angeles Dons			0	0	0	.000	0	0	0	--	0-0	0-0	0-0	.000	0-0	.000	0-0	--	0-0
1948		Chicago Rockets			0	0	0	.000	0	0	0	--	0-0	0-0	0-0	.000	0-0	.000	0-0	--	0-0
1948		New York Yankees			0	0	0	.000	0	0	0	--	0-0	0-0	0-0	.000	0-0	.000	0-0	--	0-0
1948		Baltimore Colts			0	0	0	.000	0	0	0	--	0-0	0-0	0-0	.000	0-0	.000	0-0	--	0-0
1948		Brooklyn Dodgers			0	0	0	.000	0	0	0	--	0-0	0-0	0-0	.000	0-0	.000	0-0	--	0-0
