season	team_id	team_name	status	team_url	wins	losses	ties	win_percentage	points_for	points_against	net_points	touchdowns	home_record	road_record	division_record	division_win_percentage	conference_record	conference_win_percentage	nonconference_record	winning_streak	last_5_record
1944	NYG	New York Giants		http://www.nfl.com/teams/profile?team=NYG	8	1	1	.889	206	75	131	26	5-1	3-0-1	0-0	.000	6-1-1	.857	2-0	4W	4-0-1
1944	PHI	Philadelphia Eagles		http://www.nfl.com/teams/profile?team=PHI	7	1	2	.875	267	131	136	37	3-1-2	4-0	0-0	.000	6-0-2	1.000	1-1	2W	3-1-1
1944	GB	Green Bay Packers		http://www.nfl.com/teams/profile?team=GB	8	2	0	.800	238	141	97	34	5-0	3-2	0-0	.000	7-1	.875	1-1	1W	3-2
1944	WAS	Washington Redskins		http://www.nfl.com/teams/profile?team=WAS	6	3	1	.667	169	180	-11	23	4-2	2-1-1	0-0	.000	4-3-1	.571	2-0	2L	2-3
1944	DET	Detroit Lions		http://www.nfl.com/teams/profile?team=DET	6	3	1	.667	216	151	65	31	4-2	2-1-1	0-0	.000	4-3-1	.571	2-0	5W	5-0
1944	CHI	Chicago Bears		http://www.nfl.com/teams/profile?team=CHI	6	3	1	.667	258	172	86	37	4-0-1	2-3	0-0	.000	4-3-1	.571	2-0	2W	4-1
1944	STL	Cleveland Rams		http://www.nfl.com/teams/profile?team=STL	4	6	0	.400	188	224	-36	26	1-2	3-4	0-0	.000	4-4	.500	0-2	2L	1-4
1944	IND	Boston Yanks		http://www.nfl.com/teams/profile?team=IND	2	8	0	.200	82	233	-151	11	1-3	1-5	0-0	.000	2-6	.250	0-2	2L	1-4
1944		Card-Pitt Combine			0	10	0	.000	108	328	-220	16	0-5	0-5	0-0	.000	0-8	.000	0-2	10L	0-5
1944		Brooklyn Tigers			0	10	0	.000	69	166	-97	10	0-4	0-6	0-0	.000	0-8	.000	0-2	10L	0-5
