season	team_id	week	date	away_team_id	away_team_url	away_team_score	home_team_id	home_team_url	home_team_score	game_status	game_url	attendance	top_passer	top_passer_url	top_passer_text	top_rusher	top_rusher_url	top_rusher_text	top_receiver	top_receiver_url	top_receiver_text
2003	NE	DIV	Jan 10	TEN	http://www.nfl.com/teams/tennesseetitans/profile?team=TEN	14	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	17	Final	http://www.nfl.com/gamecenter/2004011002/2003/POST19/titans@patriots	68,436	Steve McNair	http://www.nfl.com/players/stevemcnair/profile?id=MCN033803		Antowain Smith	http://www.nfl.com/players/antowainsmith/profile?id=SMI041179		Derrick Mason	http://www.nfl.com/players/derrickmason/profile?id=MAS078652	
2003	NE	CONF	Jan 18	IND	http://www.nfl.com/teams/indianapoliscolts/profile?team=IND	14	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	24	Final	http://www.nfl.com/gamecenter/2004011800/2003/POST20/colts@patriots	68,436	Tom Brady	http://www.nfl.com/players/tombrady/profile?id=BRA371156		Antowain Smith	http://www.nfl.com/players/antowainsmith/profile?id=SMI041179		Marcus Pollard	http://www.nfl.com/players/marcuspollard/profile?id=POL419904	
2003	NE	SB	Feb 01	CAR	http://www.nfl.com/teams/carolinapanthers/profile?team=CAR	29	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	32	Final	http://www.nfl.com/gamecenter/2004020100/2003/POST21/panthers@patriots	71,525	Tom Brady	http://www.nfl.com/players/tombrady/profile?id=BRA371156		Antowain Smith	http://www.nfl.com/players/antowainsmith/profile?id=SMI041179		Deion Branch	http://www.nfl.com/players/deionbranch/profile?id=BRA490549	
2003	NE	1	Sep 07	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	0	BUF	http://www.nfl.com/teams/buffalobills/profile?team=BUF	31	Final	http://www.nfl.com/gamecenter/2003090707/2003/REG1/patriots@bills	73,262	Drew Bledsoe	http://www.nfl.com/players/drewbledsoe/profile?id=BLE195074		Travis Henry	http://www.nfl.com/players/travishenry/profile?id=HEN669935		Eric Moulds	http://www.nfl.com/players/ericmoulds/profile?id=MOU359918	
2003	NE	2	Sep 14	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	31	PHI	http://www.nfl.com/teams/philadelphiaeagles/profile?team=PHI	10	Final	http://www.nfl.com/gamecenter/2003091413/2003/REG2/patriots@eagles	67,624	Tom Brady	http://www.nfl.com/players/tombrady/profile?id=BRA371156		Donovan McNabb	http://www.nfl.com/players/donovanmcnabb/profile?id=MCN017517		Deion Branch	http://www.nfl.com/players/deionbranch/profile?id=BRA490549	
2003	NE	3	Sep 21	NYJ	http://www.nfl.com/teams/newyorkjets/profile?team=NYJ	16	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	23	Final	http://www.nfl.com/gamecenter/2003092111/2003/REG3/jets@patriots	68,436	Vinny Testaverde	http://www.nfl.com/players/vinnytestaverde/profile?id=TES415290		Kevin Faulk	http://www.nfl.com/players/kevinfaulk/profile?id=FAU126264		Curtis Conway	http://www.nfl.com/players/curtisconway/profile?id=CON757886	
2003	NE	4	Sep 28	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	17	WAS	http://www.nfl.com/teams/washingtonredskins/profile?team=WAS	20	Final	http://www.nfl.com/gamecenter/2003092809/2003/REG4/patriots@redskins	83,632	Tom Brady	http://www.nfl.com/players/tombrady/profile?id=BRA371156		Trung Canidate	http://www.nfl.com/players/trungcanidate/profile?id=CAN348169		Laveranues Coles	http://www.nfl.com/players/laveranuescoles/profile?id=COL366580	
2003	NE	5	Oct 05	TEN	http://www.nfl.com/teams/tennesseetitans/profile?team=TEN	30	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	38	Final	http://www.nfl.com/gamecenter/2003100504/2003/REG5/titans@patriots	68,436	Steve McNair	http://www.nfl.com/players/stevemcnair/profile?id=MCN033803		Antowain Smith	http://www.nfl.com/players/antowainsmith/profile?id=SMI041179		Derrick Mason	http://www.nfl.com/players/derrickmason/profile?id=MAS078652	
2003	NE	6	Oct 12	NYG	http://www.nfl.com/teams/newyorkgiants/profile?team=NYG	6	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	17	Final	http://www.nfl.com/gamecenter/2003101209/2003/REG6/giants@patriots	68,436	Kerry Collins	http://www.nfl.com/players/kerrycollins/profile?id=COL620367		Kevin Faulk	http://www.nfl.com/players/kevinfaulk/profile?id=FAU126264		Jeremy Shockey	http://www.nfl.com/players/jeremyshockey/profile?id=SHO162072	
2003	NE	7	Oct 19	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	19	MIA	http://www.nfl.com/teams/miamidolphins/profile?team=MIA	13	Final	http://www.nfl.com/gamecenter/2003101902/2003/REG7/patriots@dolphins	73,650	Tom Brady	http://www.nfl.com/players/tombrady/profile?id=BRA371156		Ricky Williams	http://www.nfl.com/players/rickywilliams/profile?id=WIL271115		Troy Brown	http://www.nfl.com/players/troybrown/profile?id=BRO741336	
2003	NE	8	Oct 26	CLE	http://www.nfl.com/teams/clevelandbrowns/profile?team=CLV	3	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	9	Final	http://www.nfl.com/gamecenter/2003102607/2003/REG8/browns@patriots	68,436	Tom Brady	http://www.nfl.com/players/tombrady/profile?id=BRA371156		Kevin Faulk	http://www.nfl.com/players/kevinfaulk/profile?id=FAU126264		Daniel Graham	http://www.nfl.com/players/danielgraham/profile?id=GRA138417	
2003	NE	9	Nov 03	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	30	DEN	http://www.nfl.com/teams/denverbroncos/profile?team=DEN	26	Final	http://www.nfl.com/gamecenter/2003110300/2003/REG9/patriots@broncos	76,203	Tom Brady	http://www.nfl.com/players/tombrady/profile?id=BRA371156		Clinton Portis	http://www.nfl.com/players/clintonportis/profile?id=POR792942		Deion Branch	http://www.nfl.com/players/deionbranch/profile?id=BRA490549	
2003	NE	10	Bye
2003	NE	11	Nov 16	DAL	http://www.nfl.com/teams/dallascowboys/profile?team=DAL	0	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	12	Final	http://www.nfl.com/gamecenter/2003111607/2003/REG11/cowboys@patriots	68,436	Tom Brady	http://www.nfl.com/players/tombrady/profile?id=BRA371156		Antowain Smith	http://www.nfl.com/players/antowainsmith/profile?id=SMI041179		Richie Anderson	http://www.nfl.com/players/richieanderson/profile?id=AND421668	
2003	NE	12	Nov 23	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	23	HOU	http://www.nfl.com/teams/houstontexans/profile?team=HOU	20	Final	http://www.nfl.com/gamecenter/2003112302/2003/REG12/patriots@texans	70,719	Tom Brady	http://www.nfl.com/players/tombrady/profile?id=BRA371156		Kevin Faulk	http://www.nfl.com/players/kevinfaulk/profile?id=FAU126264		Kevin Faulk	http://www.nfl.com/players/kevinfaulk/profile?id=FAU126264	
2003	NE	13	Nov 30	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	38	IND	http://www.nfl.com/teams/indianapoliscolts/profile?team=IND	34	Final	http://www.nfl.com/gamecenter/2003113009/2003/REG13/patriots@colts	57,102	Peyton Manning	http://www.nfl.com/players/peytonmanning/profile?id=MAN515097		Edgerrin James	http://www.nfl.com/players/edgerrinjames/profile?id=JAM177189		Marvin Harrison	http://www.nfl.com/players/marvinharrison/profile?id=HAR608874	
2003	NE	14	Dec 07	MIA	http://www.nfl.com/teams/miamidolphins/profile?team=MIA	0	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	12	Final	http://www.nfl.com/gamecenter/2003120712/2003/REG14/dolphins@patriots	68,436	Tom Brady	http://www.nfl.com/players/tombrady/profile?id=BRA371156		Ricky Williams	http://www.nfl.com/players/rickywilliams/profile?id=WIL271115		Deion Branch	http://www.nfl.com/players/deionbranch/profile?id=BRA490549	
2003	NE	15	Dec 14	JAX	http://www.nfl.com/teams/jacksonvillejaguars/profile?team=JAX	13	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	27	Final	http://www.nfl.com/gamecenter/2003121409/2003/REG15/jaguars@patriots	68,436	Byron Leftwich	http://www.nfl.com/players/byronleftwich/profile?id=LEF677964		Fred Taylor	http://www.nfl.com/players/fredtaylor/profile?id=TAY220162		Kevin Johnson	http://www.nfl.com/players/kevinjohnson/profile?id=JOH399248	
