season	team_id	week	date	away_team_id	away_team_url	away_team_score	home_team_id	home_team_url	home_team_score	game_status	game_url	attendance	top_passer	top_passer_url	top_passer_text	top_rusher	top_rusher_url	top_rusher_text	top_receiver	top_receiver_url	top_receiver_text
2013	NE	DIV	Jan 11	IND	http://www.nfl.com/teams/indianapoliscolts/profile?team=IND	22	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	43	Final	http://www.nfl.com/gamecenter/2014011101/2013/POST19/colts@patriots	68,756	Andrew Luck	http://www.nfl.com/players/andrewluck/profile?id=LUC524055		LeGarrette Blount	http://www.nfl.com/players/legarretteblount/profile?id=BLO626278		T.Y. Hilton	http://www.nfl.com/players/t.y.hilton/profile?id=HIL775449	
2013	NE	CONF	Jan 19	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	16	DEN	http://www.nfl.com/teams/denverbroncos/profile?team=DEN	26	Final	http://www.nfl.com/gamecenter/2014011900/2013/POST20/patriots@broncos	77,110	Peyton Manning	http://www.nfl.com/players/peytonmanning/profile?id=MAN515097		Knowshon Moreno	http://www.nfl.com/players/knowshonmoreno/profile?id=MOR120768		Demaryius Thomas	http://www.nfl.com/players/demaryiusthomas/profile?id=THO095855	
2013	NE	1	Sep 08	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	23	BUF	http://www.nfl.com/teams/buffalobills/profile?team=BUF	21	Final	http://www.nfl.com/gamecenter/2013090800/2013/REG1/patriots@bills	69,519	Tom Brady	http://www.nfl.com/players/tombrady/profile?id=BRA371156		Shane Vereen	http://www.nfl.com/players/shanevereen/profile?id=VER287449		Danny Amendola	http://www.nfl.com/players/dannyamendola/profile?id=AME359918	
2013	NE	2	Sep 12	NYJ	http://www.nfl.com/teams/newyorkjets/profile?team=NYJ	10	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	13	Final	http://www.nfl.com/gamecenter/2013091200/2013/REG2/jets@patriots	68,756	Geno Smith	http://www.nfl.com/players/genosmith/profile?id=SMI269700		Chris Ivory	http://www.nfl.com/players/chrisivory/profile?id=IVO253611		Stephen Hill	http://www.nfl.com/players/stephenhill/profile?id=HIL590866	
2013	NE	3	Sep 22	TB	http://www.nfl.com/teams/tampabaybuccaneers/profile?team=TB	3	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	23	Final	http://www.nfl.com/gamecenter/2013092206/2013/REG3/buccaneers@patriots	68,756	Josh Freeman	http://www.nfl.com/players/joshfreeman/profile?id=FRE183259		Doug Martin	http://www.nfl.com/players/dougmartin/profile?id=MAR578568		Mike Williams	http://www.nfl.com/players/mikewilliams/profile?id=WIL446858	
2013	NE	4	Sep 29	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	30	ATL	http://www.nfl.com/teams/atlantafalcons/profile?team=ATL	23	Final	http://www.nfl.com/gamecenter/2013092912/2013/REG4/patriots@falcons	70,744	Matt Ryan	http://www.nfl.com/players/mattryan/profile?id=RYA238179		LeGarrette Blount	http://www.nfl.com/players/legarretteblount/profile?id=BLO626278		Tony Gonzalez	http://www.nfl.com/players/tonygonzalez/profile?id=GON587645	
2013	NE	5	Oct 06	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	6	CIN	http://www.nfl.com/teams/cincinnatibengals/profile?team=CIN	13	Final	http://www.nfl.com/gamecenter/2013100601/2013/REG5/patriots@bengals	64,259	Andy Dalton	http://www.nfl.com/players/andydalton/profile?id=DAL659900		BenJarvus Green-Ellis	http://www.nfl.com/players/benjarvusgreen-ellis/profile?id=GRE532094		A.J. Green	http://www.nfl.com/players/a.j.green/profile?id=GRE034604	
2013	NE	6	Oct 13	NO	http://www.nfl.com/teams/neworleanssaints/profile?team=NO	27	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	30	Final	http://www.nfl.com/gamecenter/2013101310/2013/REG6/saints@patriots	68,756	Tom Brady	http://www.nfl.com/players/tombrady/profile?id=BRA371156		Stevan Ridley	http://www.nfl.com/players/stevanridley/profile?id=RID658759		Kenny Stills	http://www.nfl.com/players/kennystills/profile?id=STI417540	
2013	NE	7	Oct 20	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	27	NYJ	http://www.nfl.com/teams/newyorkjets/profile?team=NYJ	30	Final	http://www.nfl.com/gamecenter/2013102007/2013/REG7/patriots@jets	76,957	Geno Smith	http://www.nfl.com/players/genosmith/profile?id=SMI269700		Chris Ivory	http://www.nfl.com/players/chrisivory/profile?id=IVO253611		Rob Gronkowski	http://www.nfl.com/players/robgronkowski/profile?id=GRO135948	
2013	NE	8	Oct 27	MIA	http://www.nfl.com/teams/miamidolphins/profile?team=MIA	17	NE	http://www.nfl.com/teams/newenglandpatriots/profile?team=NE	27	Final	http://www.nfl.com/gamecenter/2013102703/2013/REG8/dolphins@patriots	68,756	Ryan Tannehill	http://www.nfl.com/players/ryantannehill/profile?id=TAN298716		Lamar Miller	http://www.nfl.com/players/lamarmiller/profile?id=MIL373118		Aaron Dobson	http://www.nfl.com/players/aarondobson/profile?id=DOB744752	
