   1  Alabama              A  = 100.21   12   1   81.58(   4)    2   1  |    9   1  |   99.12    2 |   99.78    1 |  102.06    1
  47  Colorado State       A  =  73.64   10   2   61.04( 102)    0   0  |    0   0  |   72.32   54 |   72.22   54 |   78.62   35
  48  Kentucky             A  =  73.61    5   7   76.94(  14)    0   2  |    0   7  |   76.52   36 |   73.62   49 |   69.57   64
  49  Illinois State       AA =  73.57   12   1   56.61( 132)    0   0  |    0   0  |   70.31   60 |   72.65   52 |   80.43   31
  50  BYU                  A  =  73.22    8   4   65.27(  71)    0   0  |    0   0  |   73.73   48 |   73.02   51 |   72.19   55
  51  Cincinnati           A  =  73.13    9   3   61.75(  96)    0   1  |    0   1  |   73.54   49 |   73.22   50 |   71.55   57
  52  Virginia Tech        A  =  72.94    6   6   71.33(  48)    1   0  |    1   1  |   73.52   50 |   74.46   47 |   68.21   71
  53  Virginia             A  =  72.73    5   7   73.86(  31)    0   0  |    1   3  |   71.75   57 |   74.41   48 |   69.36   65
  54  Pittsburgh           A  =  72.55    6   6   68.69(  64)    0   0  |    0   1  |   72.20   56 |   74.71   45 |   67.58   75
  55  Central Florida(UCF) A  =  72.34    9   3   58.83( 116)    0   0  |    0   1  |   74.84   45 |   71.21   59 |   71.29   58
  56  Penn State           A  =  71.91    6   6   68.99(  61)    0   2  |    0   2  |   74.69   47 |   71.77   56 |   68.28   70
  57  California           A  =  71.64    5   7   74.03(  29)    0   1  |    0   5  |   73.34   52 |   71.43   57 |   69.30   67
  58  Oklahoma State       A  =  71.62    6   6   75.84(  19)    0   2  |    1   5  |   72.23   55 |   70.33   61 |   73.22   47
  59  Utah State           A  =  71.52    9   4   63.07(  84)    0   0  |    0   1  |   70.90   59 |   70.86   60 |   73.07   50
  60  Northern Iowa        AA =  71.39    9   5   60.25( 107)    0   0  |    0   0  |   71.08   58 |   71.92   55 |   69.67   62
  61  NC State             A  =  71.06    7   5   68.44(  65)    0   0  |    0   4  |   68.78   69 |   71.35   58 |   72.52   54
  62  North Carolina       A  =  69.84    6   6   73.51(  33)    0   0  |    1   1  |   69.78   65 |   69.46   65 |   69.96   61
  63  Michigan             A  =  69.72    5   7   72.35(  39)    0   2  |    0   2  |   70.01   62 |   69.99   62 |   67.84   72
  64  East Carolina        A  =  69.42    8   4   59.36( 112)    0   0  |    0   0  |   70.21   61 |   69.75   64 |   66.86   77
  65  Northwestern         A  =  69.39    5   7   71.45(  46)    0   0  |    1   1  |   69.29   68 |   69.83   63 |   67.61   74
  66  Georgia Southern     A  =  69.08    9   3   55.07( 139)    0   0  |    0   1  |   69.89   64 |   69.22   66 |   66.89   76
  67  Northern Illinois    A  =  68.70   11   2   56.87( 131)    0   0  |    0   1  |   65.16   85 |   68.18   68 |   74.36   43
  68  Nevada               A  =  68.47    7   5   64.29(  79)    0   0  |    0   1  |   69.43   66 |   67.28   73 |   69.29   68
  69  Texas Tech           A  =  67.89    4   8   77.11(  13)    0   2  |    0   6  |   68.42   71 |   67.75   70 |   66.66   79
  70  South Dakota State   AA =  67.64    9   5   62.33(  89)    0   0  |    0   1  |   67.48   73 |   66.23   77 |   70.57   59
  71  Chattanooga          AA =  67.36   10   4   52.19( 148)    0   0  |    0   1  |   68.02   72 |   68.30   67 |   63.60   88
  72  Rutgers              A  =  67.15    7   5   71.37(  47)    0   2  |    0   4  |   67.40   74 |   64.54   86 |   73.09   49
  73  Coastal Carolina     AA =  66.67   12   2   46.82( 181)    0   0  |    0   0  |   67.14   75 |   65.65   81 |   67.70   73
  74  Houston              A  =  66.64    7   5   56.39( 134)    0   0  |    0   0  |   69.99   63 |   67.49   71 |   60.21  103
  75  Arkansas State       A  =  66.62    7   5   58.51( 120)    0   0  |    0   1  |   69.43   67 |   68.18   69 |   59.27  106
  76  Illinois             A  =  66.41    6   6   72.06(  43)    0   1  |    0   3  |   65.16   84 |   65.44   83 |   69.63   63
  77  Toledo               A  =  66.34    8   4   60.69( 104)    0   0  |    0   1  |   64.76   86 |   65.96   80 |   68.45   69
  78  San Diego State      A  =  66.33    7   5   59.86( 108)    0   0  |    0   0  |   68.59   70 |   65.58   82 |   64.57   83
  79  Oregon State         A  =  66.23    5   7   72.32(  40)    0   1  |    1   3  |   66.02   79 |   66.20   78 |   65.67   82
  80  Navy                 A  =  66.20    7   5   62.94(  87)    0   1  |    0   1  |   64.11   89 |   66.94   74 |   66.26   80
  81  Western Michigan     A  =  66.19    8   4   56.90( 130)    0   0  |    0   0  |   65.53   82 |   67.42   72 |   63.28   90
  82  Washington State     A  =  66.16    3   9   75.23(  22)    0   1  |    0   5  |   66.76   76 |   66.63   75 |   63.46   89
  83  New Hampshire        AA =  66.05   12   1   46.83( 180)    0   0  |    0   0  |   64.74   87 |   63.96   91 |   72.72   53
  84  Western Kentucky     A  =  66.00    7   5   61.55(  98)    0   0  |    0   0  |   65.64   81 |   66.57   76 |   64.24   85
  85  Air Force            A  =  65.66    9   3   59.70( 110)    0   0  |    0   0  |   63.79   90 |   63.95   92 |   72.01   56
  86  Rice                 A  =  64.95    7   5   62.22(  92)    0   0  |    0   1  |   66.01   80 |   64.23   88 |   64.49   84
  87  Jacksonville State   AA =  64.68   10   2   49.32( 170)    0   1  |    0   1  |   63.52   93 |   64.45   87 |   65.83   81
  88  Temple               A  =  64.63    6   6   62.20(  93)    0   0  |    0   0  |   66.10   77 |   65.39   84 |   60.31  102
  89  UAB                  A  =  64.49    6   6   62.06(  95)    0   1  |    0   2  |   65.23   83 |   66.14   79 |   59.04  108
  90  Sam Houston State    AA =  64.48   11   4   52.29( 146)    0   0  |    0   1  |   63.61   91 |   62.47   99 |   70.04   60
  91  Louisiana-Lafayette  A  =  64.01    8   4   58.53( 119)    0   1  |    0   1  |   66.08   78 |   63.27   94 |   62.42   94
  92  Indiana              A  =  63.74    4   8   71.18(  49)    0   2  |    1   2  |   64.60   88 |   64.10   89 |   61.01   98
  93  Eastern Washington   AA =  63.06   11   3   50.70( 159)    0   0  |    0   0  |   60.78  103 |   62.42  101 |   66.79   78
  94  Colorado             A  =  62.89    2  10   75.10(  23)    0   1  |    0   5  |   63.16   95 |   64.72   85 |   57.52  113
  95  UTEP                 A  =  62.72    7   5   60.74( 103)    0   0  |    0   1  |   61.71  101 |   62.98   96 |   62.47   93
  96  Indiana State        AA =  62.65    8   6   62.08(  94)    0   0  |    0   0  |   62.72   97 |   61.68  103 |   64.03   86
  97  Iowa State           A  =  62.59    2  10   77.81(   9)    0   2  |    0   5  |   62.96   96 |   62.72   97 |   60.95   99
  98  Fresno State         A  =  62.38    6   7   65.61(  70)    0   0  |    0   2  |   62.58   98 |   61.56  104 |   63.23   91
  99  Purdue               A  =  62.30    3   9   71.79(  45)    0   1  |    0   3  |   62.21  100 |   63.39   93 |   58.98  109
 100  Syracuse             A  =  61.96    3   9   72.65(  37)    0   0  |    0   3  |   57.90  114 |   64.08   90 |   61.29   97
 101  SE Louisiana         AA =  61.64    9   4   44.76( 192)    0   0  |    0   0  |   63.47   94 |   63.22   95 |   54.98  128
 102  Appalachian State    A  =  61.57    7   5   55.30( 138)    0   0  |    0   0  |   63.54   92 |   62.67   98 |   55.79  123
 103  Villanova            AA =  61.40   11   3   47.61( 175)    0   0  |    0   0  |   58.88  110 |   61.45  105 |   63.65   87
 104  Central Michigan     A  =  61.05    7   5   59.02( 114)    0   0  |    0   0  |   59.87  105 |   61.70  102 |   60.11  104
 105  Harvard              AA =  60.78   10   0   36.17( 227)    0   0  |    0   0  |   57.31  116 |   56.87  120 |   77.03   37
 106  Liberty              AA =  60.44    9   5   54.30( 141)    0   0  |    0   0  |   61.04  102 |   59.32  109 |   61.48   96
 107  Middle Tennessee     A  =  60.34    6   6   63.08(  83)    0   0  |    0   0  |   59.30  108 |   60.37  106 |   60.69  100
 108  Samford              AA =  60.23    7   4   55.78( 135)    0   2  |    0   2  |   62.27   99 |   62.44  100 |   51.79  139
 109  Kansas               A  =  59.53    3   9   76.41(  17)    0   2  |    0   5  |   58.09  112 |   59.55  107 |   60.40  101
 110  Southern Illinois    AA =  59.41    6   6   60.66( 105)    0   0  |    0   0  |   59.96  104 |   59.42  108 |   57.81  111
 111  Youngstown State     AA =  58.82    7   5   56.54( 133)    0   0  |    0   0  |   56.86  118 |   58.24  113 |   61.84   95
 112  Texas State          A  =  58.62    7   5   55.60( 136)    0   0  |    0   0  |   59.76  106 |   59.01  110 |   55.41  127
 113  Hawai'i              A  =  58.23    4   9   65.05(  73)    0   0  |    0   0  |   57.72  115 |   58.81  111 |   56.59  116
 114  Fordham              AA =  58.16   11   3   40.83( 211)    0   0  |    0   0  |   59.52  107 |   56.70  124 |   59.09  107
 115  Missouri State       AA =  57.64    4   8   62.28(  91)    0   0  |    0   0  |   58.99  109 |   57.87  115 |   54.55  129
 116  Idaho State          AA =  57.55    8   4   50.95( 156)    0   0  |    0   0  |   57.24  117 |   57.73  116 |   56.61  115
 117  South Alabama        A  =  57.46    6   6   61.13( 101)    0   1  |    0   1  |   57.94  113 |   57.31  118 |   56.35  119
 118  Vanderbilt           A  =  57.42    3   9   75.76(  20)    0   3  |    0   6  |   58.45  111 |   57.28  119 |   55.58  126
 119  Old Dominion         A  =  57.24    6   6   61.27( 100)    0   0  |    0   0  |   56.82  119 |   56.74  123 |   58.07  110
 120  Ball State           A  =  56.81    5   7   57.92( 123)    0   0  |    0   0  |   56.63  121 |   57.93  114 |   53.49  130
 121  Wyoming              A  =  56.79    4   8   66.24(  67)    0   2  |    0   2  |   56.26  122 |   56.44  126 |   57.41  114
 122  Fla. International   A  =  56.12    4   8   59.73( 109)    0   0  |    0   1  |   54.59  129 |   58.40  112 |   51.70  140
 123  Western Illinois     AA =  55.99    5   7   63.04(  86)    0   0  |    0   1  |   53.11  140 |   55.56  128 |   59.76  105
 124  New Mexico           A  =  55.97    4   8   63.66(  80)    0   0  |    0   1  |   54.49  132 |   56.40  127 |   55.88  120
 125  Louisiana-Monroe     A  =  55.70    4   8   63.10(  82)    0   0  |    0   2  |   56.67  120 |   57.37  117 |   49.54  152
 126  Bowling Green        A  =  55.45    7   6   58.75( 117)    0   0  |    0   1  |   53.88  136 |   55.51  129 |   56.38  118
 127  Wake Forest          A  =  55.43    3   9   69.97(  57)    0   0  |    0   3  |   54.56  130 |   56.63  125 |   52.76  132
 128  Montana              AA =  55.25    9   5   48.34( 173)    0   0  |    0   0  |   54.05  135 |   55.33  130 |   55.69  124
 129  Richmond             AA =  55.03    9   5   48.56( 172)    0   0  |    0   0  |   55.09  124 |   53.53  141 |   57.68  112
 130  Charleston Southern  AA =  54.83    8   4   50.43( 163)    0   1  |    0   1  |   54.54  131 |   54.20  135 |   55.80  122
 131  Eastern Illinois     AA =  54.57    5   7   50.88( 157)    0   0  |    0   0  |   56.08  123 |   56.86  121 |   46.01  165
 132  Northwestern State   AA =  54.26    6   6   53.69( 142)    0   1  |    0   1  |   54.86  126 |   54.67  132 |   51.62  141
 133  Ohio                 A  =  54.26    6   6   58.22( 122)    0   0  |    0   0  |   53.61  138 |   54.92  131 |   52.59  133
 134  Akron                A  =  53.85    5   7   54.79( 140)    0   0  |    0   0  |   53.02  141 |   56.78  122 |   46.78  161
 135  James Madison        AA =  53.78    9   4   47.31( 177)    0   0  |    0   0  |   52.89  143 |   53.12  143 |   55.58  125
 136  San Jose State       A  =  53.76    3   9   65.81(  69)    0   1  |    0   1  |   54.89  125 |   53.44  142 |   52.22  135
 137  Central Arkansas     AA =  53.59    6   6   51.19( 154)    0   0  |    0   0  |   54.25  134 |   54.16  136 |   50.49  149
 138  Texas-San Antonio    A  =  53.58    4   8   63.06(  85)    0   0  |    0   1  |   53.62  137 |   53.75  139 |   52.24  134
 139  Buffalo              A  =  53.24    5   6   51.50( 153)    0   1  |    0   1  |   54.72  128 |   54.36  134 |   47.68  159
 140  Florida Atlantic     A  =  53.17    3   9   62.82(  88)    0   1  |    0   2  |   54.27  133 |   54.00  137 |   48.83  154
 141  Southern Miss        A  =  52.77    3   9   65.87(  68)    0   2  |    0   2  |   53.17  139 |   52.95  144 |   50.94  146
 142  Tulane               A  =  52.73    3   9   67.80(  66)    0   0  |    0   1  |   51.36  151 |   53.66  140 |   51.32  144
 143  North Texas          A  =  52.41    4   8   58.63( 118)    0   0  |    0   0  |   51.50  150 |   54.57  133 |   47.33  160
 144  South Florida        A  =  52.40    4   8   64.40(  77)    0   0  |    0   1  |   54.74  127 |   51.52  152 |   50.68  147
 145  Cal Poly-SLO         AA =  52.13    7   5   46.61( 182)    0   0  |    0   0  |   51.83  148 |   52.33  147 |   51.14  145
 146  Montana State        AA =  52.13    8   5   51.01( 155)    0   0  |    0   0  |   51.68  149 |   51.59  151 |   53.06  131
 147  Stephen F. Austin    AA =  51.92    8   5   49.12( 171)    0   0  |    0   1  |   51.15  152 |   51.95  150 |   51.93  138
 148  McNeese State        AA =  51.86    6   5   48.02( 174)    0   0  |    0   1  |   52.65  144 |   52.70  145 |   47.89  157
 149  Dartmouth            AA =  51.71    8   2   36.81( 226)    0   0  |    0   0  |   48.47  163 |   48.40  162 |   62.56   92
 150  Western Carolina     AA =  51.68    7   5   52.28( 147)    0   1  |    0   1  |   52.92  142 |   52.01  149 |   48.39  155
 151  Wofford              AA =  51.35    6   5   50.54( 161)    0   0  |    0   1  |   52.41  145 |   53.92  138 |   42.34  183
 152  Massachusetts        A  =  50.86    3   9   57.30( 128)    0   0  |    0   0  |   52.08  147 |   52.63  146 |   43.82  173
 153  Bryant               AA =  50.62    8   3   42.36( 203)    0   0  |    0   0  |   49.78  156 |   50.05  155 |   52.15  137
 154  William & Mary       AA =  50.16    7   5   46.27( 184)    0   0  |    0   0  |   49.45  159 |   49.66  158 |   51.35  143
 155  Army                 A  =  50.12    4   8   58.38( 121)    0   0  |    0   1  |   49.65  158 |   50.01  156 |   50.08  151
 156  Eastern Kentucky     AA =  49.77    9   4   44.51( 193)    0   0  |    0   1  |   48.19  165 |   49.54  159 |   51.36  142
 157  Miami-Ohio           A  =  49.66    2  10   60.46( 106)    0   0  |    0   0  |   50.17  154 |   52.25  148 |   41.23  186
 158  Tennessee-Martin     AA =  49.28    6   6   50.67( 160)    0   1  |    0   1  |   49.83  155 |   50.19  153 |   45.41  168
 159  Yale                 AA =  49.27    8   2   36.82( 225)    0   0  |    0   0  |   47.32  168 |   46.76  170 |   56.38  117
 160  Tulsa                A  =  48.85    2  10   64.40(  76)    0   0  |    0   1  |   50.80  153 |   49.78  157 |   42.94  178
 161  Alcorn State         AA =  48.76   10   3   30.35( 240)    0   0  |    0   0  |   49.31  160 |   47.87  165 |   49.30  153
 162  The Citadel          AA =  48.67    5   7   51.82( 149)    0   0  |    0   1  |   49.70  157 |   50.14  154 |   42.62  181
 163  Albany-NY            AA =  48.15    7   5   42.59( 202)    0   0  |    0   0  |   47.28  169 |   48.39  163 |   47.79  158
 164  NC A&T               AA =  47.81    9   3   32.84( 236)    0   0  |    0   0  |   49.04  161 |   48.44  161 |   43.72  174
 165  UNLV                 A  =  47.76    2  11   64.52(  75)    0   0  |    0   1  |   48.85  162 |   47.85  166 |   45.26  169
 166  Presbyterian College AA =  47.74    6   5   57.35( 127)    0   1  |    0   1  |   47.77  167 |   43.60  183 |   55.85  121
 167  Sacred Heart         AA =  47.67    9   3   40.44( 215)    0   0  |    0   0  |   45.75  174 |   46.28  171 |   52.21  136
 168  Idaho                A  =  47.08    1  10   59.50( 111)    0   0  |    0   0  |   52.28  146 |   48.32  164 |   34.42  216
 169  Abilene Christian    AA =  46.68    6   6   46.09( 188)    0   0  |    0   0  |   48.23  164 |   46.99  167 |   42.92  179
 170  Kent State           A  =  46.59    2   9   58.97( 115)    0   1  |    0   1  |   46.07  172 |   48.72  160 |   40.80  188
 171  Lamar                AA =  46.08    8   4   46.39( 183)    0   0  |    0   1  |   44.63  180 |   44.60  179 |   50.28  150
 172  SC State             AA =  45.83    8   4   40.10( 216)    0   0  |    0   1  |   45.65  175 |   45.28  175 |   46.46  162
 173  Bucknell             AA =  45.77    8   3   39.07( 220)    0   0  |    0   0  |   43.92  182 |   44.20  180 |   50.54  148
 174  Troy                 A  =  45.53    3   9   59.22( 113)    0   1  |    0   1  |   45.79  173 |   46.97  168 |   40.52  191
 175  New Mexico State     A  =  45.48    2  10   57.67( 125)    0   0  |    0   1  |   47.93  166 |   46.92  169 |   37.03  207
 176  Stony Brook          AA =  45.28    5   7   43.85( 199)    0   0  |    0   0  |   47.03  170 |   46.18  172 |   39.58  195
 177  Sacramento State     AA =  45.21    7   5   45.68( 189)    0   0  |    0   0  |   43.58  183 |   45.55  174 |   45.49  167
 178  South Dakota         AA =  45.18    2  10   64.59(  74)    0   1  |    0   1  |   46.46  171 |   45.27  176 |   42.40  182
 179  Bethune-Cookman      AA =  44.57    9   3   35.01( 230)    0   0  |    0   0  |   42.17  192 |   43.91  181 |   47.99  156
 180  SE Missouri State    AA =  44.28    5   7   50.08( 166)    0   0  |    0   0  |   44.86  178 |   45.18  178 |   40.27  192
 181  Connecticut          A  =  44.26    2  10   62.32(  90)    0   0  |    0   0  |   45.65  176 |   45.26  177 |   38.81  201
 182  Lafayette            AA =  44.03    5   6   44.17( 195)    0   0  |    0   0  |   43.52  184 |   43.56  184 |   44.87  171
 183  Wagner               AA =  43.80    7   4   41.59( 209)    0   0  |    0   0  |   43.16  186 |   42.66  189 |   46.29  164
 184  Northern Arizona     AA =  43.78    7   5   46.10( 187)    0   0  |    0   0  |   42.18  191 |   43.79  182 |   44.80  172
 185  Southern Utah        AA =  43.32    3   9   55.57( 137)    0   0  |    0   0  |   42.90  187 |   43.24  186 |   43.15  177
 186  Mercer               AA =  43.03    6   6   43.93( 198)    0   0  |    0   0  |   43.93  181 |   45.71  173 |   32.68  219
 187  Duquesne             AA =  42.94    6   6   42.28( 204)    0   0  |    0   0  |   43.38  185 |   43.10  187 |   41.07  187
 188  Charlotte            AA =  42.49    5   6   41.83( 207)    0   0  |    0   0  |   45.09  177 |   43.41  185 |   35.19  213
 189  Monmouth-NJ          AA =  42.22    6   5   40.62( 213)    0   0  |    0   0  |   42.58  189 |   40.27  199 |   45.25  170
 190  Maine                AA =  42.02    5   6   47.33( 176)    0   0  |    0   0  |   40.39  196 |   42.11  190 |   42.88  180
 191  Furman               AA =  41.78    3   9   51.61( 151)    0   0  |    0   0  |   44.73  179 |   41.68  194 |   36.92  208
 192  Delaware             AA =  41.55    6   6   45.59( 190)    0   0  |    0   0  |   38.84  201 |   40.30  198 |   46.38  163
 193  Weber State          AA =  41.37    2  10   50.34( 164)    0   0  |    0   1  |   42.72  188 |   42.76  188 |   34.63  214
 194  Colgate              AA =  41.14    5   7   43.16( 201)    0   0  |    0   0  |   38.50  204 |   41.88  191 |   41.59  185
 195  Tennessee State      AA =  40.85    6   6   40.70( 212)    0   0  |    0   0  |   40.97  193 |   41.81  193 |   37.30  205
 196  Jacksonville         AA =  40.84    9   2   23.29( 251)    0   0  |    0   0  |   40.45  195 |   38.36  204 |   45.67  166
 197  Saint Francis-Pa.    AA =  40.61    5   6   46.85( 179)    0   0  |    0   0  |   40.23  197 |   40.43  197 |   40.65  189
 198  Georgia State        A  =  40.52    1  11   61.55(  99)    0   0  |    0   1  |   42.43  190 |   41.87  192 |   32.84  218
 199  Portland State       AA =  40.40    3   9   51.62( 150)    0   0  |    0   0  |   40.77  194 |   41.51  195 |   36.04  212
 200  Holy Cross           AA =  40.11    4   8   44.07( 196)    0   0  |    0   0  |   39.18  199 |   40.55  196 |   39.32  198
 201  NC Central           AA =  39.81    7   5   38.68( 222)    0   0  |    0   0  |   39.10  200 |   40.00  200 |   39.36  197
 202  Morgan State         AA =  38.89    7   6   39.76( 218)    0   0  |    0   0  |   38.23  207 |   38.97  202 |   38.62  202
 203  Tennessee Tech       AA =  38.58    5   7   51.50( 152)    0   0  |    0   0  |   38.42  206 |   37.92  206 |   39.43  196
 204  SMU                  A  =  38.50    1  11   68.69(  63)    0   2  |    0   3  |   38.72  203 |   38.58  203 |   37.16  206
 205  Alabama State        AA =  38.22    7   5   32.10( 237)    0   0  |    0   0  |   38.42  205 |   37.39  207 |   38.99  200
 206  Eastern Michigan     A  =  38.14    2  10   61.66(  97)    0   1  |    0   2  |   36.23  209 |   37.94  205 |   39.91  194
 207  Brown                AA =  37.79    5   5   36.05( 228)    0   0  |    0   0  |   39.58  198 |   36.28  210 |   38.06  203
 208  Lehigh               AA =  37.75    3   8   44.48( 194)    0   0  |    0   0  |   38.73  202 |   37.19  209 |   36.91  209
 209  North Dakota         AA =  36.86    5   7   46.23( 185)    0   0  |    0   0  |   35.28  210 |   35.49  212 |   40.65  190
 210  UC Davis             AA =  36.61    2   9   53.46( 143)    0   0  |    0   1  |   35.20  211 |   39.19  201 |   30.05  222
 211  Southern U.          AA =  36.34    9   4   35.04( 229)    0   0  |    0   0  |   34.93  212 |   32.93  216 |   43.43  175
 212  Grambling State      AA =  35.75    7   5   34.73( 231)    0   0  |    0   0  |   32.29  217 |   34.05  213 |   41.79  184
 213  Murray State         AA =  35.63    3   9   50.79( 158)    0   0  |    0   1  |   38.19  208 |   37.20  208 |   24.97  236
 214  Northern Colorado    AA =  35.08    3   8   47.21( 178)    0   0  |    0   0  |   33.89  214 |   35.62  211 |   34.34  217
 215  Princeton            AA =  34.82    5   5   34.69( 232)    0   0  |    0   0  |   34.22  213 |   32.64  218 |   39.08  199
 216  Gardner-Webb         AA =  34.62    4   8   50.00( 167)    0   0  |    0   0  |   33.66  215 |   33.97  214 |   36.32  210
 217  Prairie View A&M     AA =  33.15    5   5   31.58( 238)    0   0  |    0   0  |   31.53  220 |   32.15  220 |   36.22  211
 218  Drake                AA =  32.18    7   4   24.61( 248)    0   0  |    0   0  |   29.56  226 |   28.58  229 |   40.10  193
 219  Elon                 AA =  32.04    1  11   50.48( 162)    0   0  |    0   0  |   31.79  218 |   33.53  215 |   27.25  227
 220  Hampton              AA =  31.75    3   9   42.10( 206)    0   0  |    0   0  |   32.88  216 |   32.66  217 |   26.56  230
