162	Mississippi College	mississippi-college	http://www.sports-reference.com/cfb/schools/mississippi-college/	1911	1924	10	81	38	37	6	.506	0	0	0	0		-3.35	-2.44	0	0	
163	Mississippi State	mississippi-state	http://www.sports-reference.com/cfb/schools/mississippi-state/	1902	2015	111	1109	543	529	37	.506	18	10	8	0	.556	3.35	3.02	13	1	W-L-T adjusted to 526-547-36 by NCAA.
164	Mississippi Valley State	mississippi-valley-state	http://www.sports-reference.com/cfb/schools/mississippi-valley-state/	1977	1977	1	10	5	5	0	.500	0	0	0	0		-11.39	-10.79	0	0	
165	Missouri	missouri	http://www.sports-reference.com/cfb/schools/missouri/	1901	2015	114	1164	608	506	50	.544	31	15	16	0	.484	4.97	3.24	19	12	W-L-T adjusted to 610-504-50 by NCAA.
166	MIT	mit	http://www.sports-reference.com/cfb/schools/mit/	1882	1899	12	77	27	48	2	.364	0	0	0	0		-5.20	0.64	0	0	
167	Montana	montana	http://www.sports-reference.com/cfb/schools/montana/	1917	1962	38	332	123	199	10	.386	0	0	0	0		-8.86	-4.59	0	0	
168	Montana State	montana-state	http://www.sports-reference.com/cfb/schools/montana-state/	1923	1947	17	140	65	66	9	.496	1	0	0	1	.500	-7.33	-6.97	0	2	
169	Nashville	nashville	http://www.sports-reference.com/cfb/schools/nashville/	1904	1904	1	9	1	7	1	.167	0	0	0	0		-11.26	-0.71	0	0	
170	Navy	navy	http://www.sports-reference.com/cfb/schools/navy/	1891	2015	122	1229	651	526	52	.551	20	9	10	1	.475	4.24	1.51	12	0	
171	Nebraska	nebraska	http://www.sports-reference.com/cfb/schools/nebraska/	1900	2015	116	1217	841	338	38	.707	50	24	26	0	.480	11.18	3.83	48	43	W-L-T adjusted to 842-338-37 by NCAA.
172	Nevada	nevada	http://www.sports-reference.com/cfb/schools/nevada/	1946	2015	29	334	185	149	0	.554	14	4	10	0	.286	-2.73	-5.02	1	7	
173	Nevada-Las Vegas	nevada-las-vegas	http://www.sports-reference.com/cfb/schools/nevada-las-vegas/	1978	2015	38	434	164	267	3	.381	4	3	1	0	.750	-8.52	-3.22	0	1	W-L-T adjusted to 153-278-3 by NCAA.
174	New Hampshire	new-hampshire	http://www.sports-reference.com/cfb/schools/new-hampshire/	1904	1905	2	15	4	9	2	.333	0	0	0	0		-11.44	-5.52	0	0	
175	New Mexico	new-mexico	http://www.sports-reference.com/cfb/schools/new-mexico/	1931	2015	84	903	378	508	17	.428	10	3	6	1	.350	-6.44	-3.92	0	4	
176	New Mexico State	new-mexico-state	http://www.sports-reference.com/cfb/schools/new-mexico-state/	1931	2015	82	861	298	549	14	.354	3	2	0	1	.833	-12.93	-7.59	1	4	W-L-T adjusted to 299-548-14 by NCAA.
177	New York University	new-york-university	http://www.sports-reference.com/cfb/schools/new-york-university/	1927	1952	24	205	97	99	9	.495	0	0	0	0		-4.24	-3.23	0	0	
178	Newberry	newberry	http://www.sports-reference.com/cfb/schools/newberry/	1914	1925	11	86	34	48	4	.419	0	0	0	0		-9.95	-5.22	0	0	
179	Norman Naval Air Station	norman-naval-air-station	http://www.sports-reference.com/cfb/schools/norman-naval-air-station/	1944	1944	1	6	6	0	0	1.000	0	0	0	0		18.01	3.51	1	0	
180	North Carolina	north-carolina	http://www.sports-reference.com/cfb/schools/north-carolina/	1902	2015	112	1163	626	489	48	.559	31	14	17	0	.452	4.92	2.97	15	7	W-L-T adjusted to 610-489-48 by NCAA.
181	North Carolina Pre-Flight	north-carolina-pre-flight	http://www.sports-reference.com/cfb/schools/north-carolina-pre-flight/	1942	1943	2	18	10	6	2	.611	0	0	0	0		3.20	2.00	0	0	
182	North Carolina State	north-carolina-state	http://www.sports-reference.com/cfb/schools/north-carolina-state/	1902	2015	110	1129	548	535	46	.506	28	15	12	1	.554	1.68	1.35	12	7	
183	North Texas	north-texas	http://www.sports-reference.com/cfb/schools/north-texas/	1953	2015	51	550	234	305	11	.435	6	2	4	0	.333	-7.82	-4.79	0	9	W-L-T adjusted to 237-302-11 by NCAA.
184	Northern Arizona	northern-arizona	http://www.sports-reference.com/cfb/schools/northern-arizona/	1931	1952	19	152	49	91	12	.362	0	0	0	0		-17.75	-11.74	0	0	
185	Northern Colorado	northern-colorado	http://www.sports-reference.com/cfb/schools/northern-colorado/	1923	1937	15	115	51	57	7	.474	0	0	0	0		-10.73	-9.63	0	1	
186	Northern Illinois	northern-illinois	http://www.sports-reference.com/cfb/schools/northern-illinois/	1968	2015	48	544	262	278	4	.485	9	4	5	0	.444	-8.08	-7.00	1	4	
187	Northwestern	northwestern	http://www.sports-reference.com/cfb/schools/northwestern/	1892	2015	122	1185	503	642	40	.441	11	2	9	0	.182	3.01	5.60	9	8	W-L-T adjusted to 504-641-40 by NCAA.
188	Northwestern State	northwestern-state	http://www.sports-reference.com/cfb/schools/northwestern-state/	1976	1979	4	41	19	22	0	.463	0	0	0	0		-12.36	-8.13	0	0	
189	Notre Dame	notre-dame	http://www.sports-reference.com/cfb/schools/notre-dame/	1899	2015	109	1137	809	295	33	.726	33	16	17	0	.485	14.94	6.26	51	0	
190	Oglethorpe	oglethorpe	http://www.sports-reference.com/cfb/schools/oglethorpe/	1919	1925	7	69	31	35	3	.471	0	0	0	0		-3.68	-1.98	0	0	
191	Ohio	ohio	http://www.sports-reference.com/cfb/schools/ohio/	1962	2015	54	598	250	339	9	.426	8	2	6	0	.250	-9.06	-6.42	1	3	
192	Ohio State	ohio-state	http://www.sports-reference.com/cfb/schools/ohio-state/	1904	2015	104	1047	759	252	36	.742	44	21	23	0	.477	15.01	6.07	54	36	W-L-T adjusted to 747-251-36 by NCAA.
193	Oklahoma	oklahoma	http://www.sports-reference.com/cfb/schools/oklahoma/	1903	2015	107	1144	800	297	47	.720	48	28	19	1	.594	12.39	3.76	54	43	
194	Oklahoma State	oklahoma-state	http://www.sports-reference.com/cfb/schools/oklahoma-state/	1914	2015	102	1067	526	500	41	.512	25	16	9	0	.640	2.40	2.00	11	10	
195	Old Dominion	old-dominion	http://www.sports-reference.com/cfb/schools/old-dominion/	2014	2015	2	16	8	8	0	.500	0	0	0	0		-0.10	4.52	0	0	
196	Oregon	oregon	http://www.sports-reference.com/cfb/schools/oregon/	1916	2015	98	1021	552	435	34	.557	28	12	16	0	.429	5.54	3.52	15	11	W-L-T adjusted to 553-434-34 by NCAA.
197	Oregon State	oregon-state	http://www.sports-reference.com/cfb/schools/oregon-state/	1916	2015	98	1016	453	527	36	.464	15	9	6	0	.600	2.27	3.82	10	5	W-L-T adjusted to 455-525-36 by NCAA.
198	Pacific	pacific	http://www.sports-reference.com/cfb/schools/pacific/	1943	1995	47	498	209	280	9	.429	2	1	1	0	.500	-7.80	-5.74	1	0	W-L-T adjusted to 210-279-9 by NCAA.
199	Penn State	penn-state	http://www.sports-reference.com/cfb/schools/penn-state/	1889	2015	122	1236	830	369	37	.686	45	28	15	2	.644	9.09	2.21	40	3	
200	Pennsylvania	pennsylvania	http://www.sports-reference.com/cfb/schools/pennsylvania/	1876	1981	105	1027	618	369	40	.621	1	0	1	0	.000	3.31	-0.44	7	1	
201	Phillips	phillips	http://www.sports-reference.com/cfb/schools/phillips/	1920	1921	2	19	7	8	4	.474	0	0	0	0		-6.92	-5.01	0	0	
202	Pittsburgh	pittsburgh	http://www.sports-reference.com/cfb/schools/pittsburgh/	1905	2015	111	1145	649	459	37	.583	31	13	18	0	.419	7.49	4.35	19	2	W-L-T adjusted to 650-458-37 by NCAA.
203	Portland	portland	http://www.sports-reference.com/cfb/schools/portland/	1946	1947	2	19	3	15	1	.184	0	0	0	0		-20.94	-10.76	0	0	
204	Prairie View A&M	prairie-view-am	http://www.sports-reference.com/cfb/schools/prairie-view-am/	1977	1977	1	11	3	8	0	.273	0	0	0	0		-19.35	-10.35	0	0	
205	Presbyterian	presbyterian	http://www.sports-reference.com/cfb/schools/presbyterian/	1915	1945	16	127	58	63	6	.480	0	0	0	0		-5.56	-4.99	0	0	
206	Princeton	princeton	http://www.sports-reference.com/cfb/schools/princeton/	1869	1981	109	918	637	233	48	.720	0	0	0	0		6.01	-1.32	4	5	
207	Purdue	purdue	http://www.sports-reference.com/cfb/schools/purdue/	1892	2015	124	1168	586	534	48	.522	17	9	8	0	.529	5.87	4.63	17	8	W-L-T adjusted to 587-533-48 by NCAA.
208	Quantico Marines	quantico-marines	http://www.sports-reference.com/cfb/schools/quantico-marines/	1965	1965	1	10	6	4	0	.600	0	0	0	0		-6.22	-12.12	0	0	
209	Randolph Field	randolph-field	http://www.sports-reference.com/cfb/schools/randolph-field/	1944	1944	1	12	12	0	0	1.000	0	0	0	0		16.14	-5.11	1	0	
210	Regis (CO)	regis-co	http://www.sports-reference.com/cfb/schools/regis-co/	1924	1930	3	25	9	16	0	.360	0	0	0	0		-12.84	-8.99	0	0	
211	Rhodes	rhodes	http://www.sports-reference.com/cfb/schools/rhodes/	1939	1939	1	9	3	5	1	.389	0	0	0	0		-5.39	-2.50	0	0	
212	Rice	rice	http://www.sports-reference.com/cfb/schools/rice/	1914	2015	102	1067	455	580	32	.441	12	7	5	0	.583	0.54	3.03	8	8	W-L-T adjusted to 456-579-32 by NCAA.
213	Richmond	richmond	http://www.sports-reference.com/cfb/schools/richmond/	1909	1983	58	566	233	305	28	.436	2	1	1	0	.500	-8.50	-6.10	0	4	
214	Rutgers	rutgers	http://www.sports-reference.com/cfb/schools/rutgers/	1869	2015	101	934	469	443	22	.514	9	6	3	0	.667	-2.91	-3.19	4	1	W-L-T adjusted to 470-442-22 by NCAA.
215	Saint Louis	saint-louis	http://www.sports-reference.com/cfb/schools/saint-louis/	1907	1949	18	173	82	78	13	.512	0	0	0	0		-6.35	-6.98	0	0	
216	Saint Mary's (CA)	saint-marys-ca	http://www.sports-reference.com/cfb/schools/saint-marys-ca/	1930	1950	20	182	101	70	11	.585	3	1	2	0	.333	2.63	0.03	1	0	
217	Saint Mary's (CA) Pre-Flight	saint-marys-ca-pre-flight	http://www.sports-reference.com/cfb/schools/saint-marys-ca-pre-flight/	1942	1944	3	26	13	11	2	.538	0	0	0	0		2.43	-1.77	1	0	
218	Samford	samford	http://www.sports-reference.com/cfb/schools/samford/	1907	1924	11	95	27	57	11	.342	0	0	0	0		-8.87	-2.41	0	0	
219	San Diego State	san-diego-state	http://www.sports-reference.com/cfb/schools/san-diego-state/	1969	2015	47	542	285	249	8	.533	8	2	6	0	.250	-0.11	-1.23	1	7	W-L-T adjusted to 286-248-8 by NCAA.
220	San Francisco	san-francisco	http://www.sports-reference.com/cfb/schools/san-francisco/	1932	1951	18	163	77	76	10	.503	0	0	0	0		-0.90	-2.31	1	0	
221	San Jose State	san-jose-state	http://www.sports-reference.com/cfb/schools/san-jose-state/	1950	2015	66	719	322	383	14	.458	7	4	3	0	.571	-5.00	-3.23	1	8	W-L-T adjusted to 323-382-14 by NCAA.
222	Santa Clara	santa-clara	http://www.sports-reference.com/cfb/schools/santa-clara/	1932	1952	18	163	98	54	11	.635	3	3	0	0	1.000	6.35	2.59	6	0	
223	Second Air Force	second-air-force	http://www.sports-reference.com/cfb/schools/second-air-force/	1944	1944	1	15	10	4	1	.700	0	0	0	0		12.44	-1.42	1	0	
224	Sewanee	sewanee	http://www.sports-reference.com/cfb/schools/sewanee/	1902	1941	40	339	161	155	23	.509	0	0	0	0		0.46	0.18	0	0	
225	Simpson	simpson	http://www.sports-reference.com/cfb/schools/simpson/	1902	1903	2	10	3	7	0	.300	0	0	0	0		-5.53	1.87	0	0	
226	South Alabama	south-alabama	http://www.sports-reference.com/cfb/schools/south-alabama/	2012	2015	4	42	16	26	0	.381	1	0	1	0	.000	-3.97	0.56	0	0	
227	South Carolina	south-carolina	http://www.sports-reference.com/cfb/schools/south-carolina/	1903	2015	108	1115	552	522	41	.513	20	8	12	0	.400	2.30	1.83	9	1	W-L-T adjusted to 553-521-41 by NCAA.
228	South Florida	south-florida	http://www.sports-reference.com/cfb/schools/south-florida/	2000	2015	16	183	98	85	0	.536	6	4	2	0	.667	0.52	-0.73	0	0	
229	Southern	southern	http://www.sports-reference.com/cfb/schools/southern/	1977	1977	1	11	3	7	1	.318	0	0	0	0		-15.39	-9.12	0	0	
230	Southern California	southern-california	http://www.sports-reference.com/cfb/schools/southern-california/	1922	2015	94	1051	724	287	40	.708	51	34	17	0	.667	14.50	6.56	47	37	W-L-T adjusted to 710-287-40 by NCAA.
231	Southern Illinois	southern-illinois	http://www.sports-reference.com/cfb/schools/southern-illinois/	1972	1985	14	156	68	85	3	.446	0	0	0	0		-11.97	-9.54	0	0	
232	Southern Methodist	southern-methodist	http://www.sports-reference.com/cfb/schools/southern-methodist/	1916	2015	98	1042	473	515	54	.480	15	7	7	1	.500	2.29	2.95	11	10	W-L-T adjusted to 469-509-54 by NCAA.
233	Southern Mississippi	southern-mississippi	http://www.sports-reference.com/cfb/schools/southern-mississippi/	1963	2015	53	597	329	262	6	.556	18	10	8	0	.556	0.97	-1.06	3	5	W-L-T adjusted to 332-259-6 by NCAA.
234	Southwestern (TX)	southwestern-tx	http://www.sports-reference.com/cfb/schools/southwestern-tx/	1910	1921	12	78	23	49	6	.333	0	0	0	0		-7.10	-1.27	0	0	
235	Spring Hill	spring-hill	http://www.sports-reference.com/cfb/schools/spring-hill/	1919	1922	3	23	11	11	1	.500	0	0	0	0		-3.17	-2.11	0	0	
236	Springfield	springfield	http://www.sports-reference.com/cfb/schools/springfield/	1891	1892	2	21	9	11	1	.452	0	0	0	0		-0.79	0.43	0	0	
237	Stanford	stanford	http://www.sports-reference.com/cfb/schools/stanford/	1918	2015	95	1005	542	429	34	.556	24	12	11	1	.521	7.00	5.14	17	13	
238	Stevens	stevens	http://www.sports-reference.com/cfb/schools/stevens/	1872	1891	19	123	36	74	13	.346	0	0	0	0		-4.24	-0.35	0	0	
239	Swarthmore	swarthmore	http://www.sports-reference.com/cfb/schools/swarthmore/	1888	1912	8	65	40	24	1	.623	0	0	0	0		3.32	-1.34	0	0	
240	Syracuse	syracuse	http://www.sports-reference.com/cfb/schools/syracuse/	1899	2015	114	1160	655	464	41	.582	25	15	9	1	.620	4.67	1.34	15	5	
241	Tampa	tampa	http://www.sports-reference.com/cfb/schools/tampa/	1966	1974	7	73	43	30	0	.589	1	1	0	0	1.000	-3.53	-7.13	0	0	
242	Temple	temple	http://www.sports-reference.com/cfb/schools/temple/	1930	2015	68	703	290	387	26	.431	4	2	2	0	.500	-2.74	-0.51	1	0	W-L-T adjusted to 285-392-26 by NCAA.
243	Tennessee	tennessee	http://www.sports-reference.com/cfb/schools/tennessee/	1902	2015	111	1190	788	351	51	.684	50	26	24	0	.520	10.45	3.68	42	13	W-L-T adjusted to 789-351-50 by NCAA.
244	Tennessee Medical College	tennessee-medical-college	http://www.sports-reference.com/cfb/schools/tennessee-medical-college/	1904	1904	1	6	2	4	0	.333	0	0	0	0		-13.94	-2.60	0	0	
245	Tennessee State	tennessee-state	http://www.sports-reference.com/cfb/schools/tennessee-state/	1977	1977	1	10	8	1	1	.850	0	0	0	0		3.58	-8.72	0	0	
246	Texas	texas	http://www.sports-reference.com/cfb/schools/texas/	1902	2015	114	1202	831	339	32	.705	53	27	24	2	.528	12.06	4.33	46	30	W-L-T adjusted to 832-339-31 by NCAA.
247	Texas A&M	texas-am	http://www.sports-reference.com/cfb/schools/texas-am/	1903	2015	113	1183	691	448	44	.603	36	17	19	0	.472	8.03	3.40	26	18	
248	Texas Christian	texas-christian	http://www.sports-reference.com/cfb/schools/texas-christian/	1903	2015	110	1158	599	509	50	.539	30	14	15	1	.483	2.73	1.78	18	17	W-L-T adjusted to 599-508-50 by NCAA.
249	Texas Southern	texas-southern	http://www.sports-reference.com/cfb/schools/texas-southern/	1977	1977	1	11	6	4	1	.591	0	0	0	0		-5.98	-9.98	0	0	
250	Texas State	texas-state	http://www.sports-reference.com/cfb/schools/texas-state/	2012	2015	4	40	18	22	0	.450	0	0	0	0		-2.86	-0.11	0	0	
251	Texas Tech	texas-tech	http://www.sports-reference.com/cfb/schools/texas-tech/	1932	2015	84	938	516	398	24	.563	36	14	21	1	.403	4.32	2.01	11	11	
252	Texas-Arlington	texas-arlington	http://www.sports-reference.com/cfb/schools/texas-arlington/	1971	1981	11	120	49	71	0	.408	0	0	0	0		-9.71	-6.19	0	1	
253	Texas-El Paso	texas-el-paso	http://www.sports-reference.com/cfb/schools/texas-el-paso/	1935	2015	78	842	317	507	18	.387	14	5	9	0	.357	-8.59	-4.66	0	2	
254	Texas-San Antonio	texas-san-antonio	http://www.sports-reference.com/cfb/schools/texas-san-antonio/	2012	2015	4	40	19	21	0	.475	0	0	0	0		-2.61	2.62	0	0	
255	Toledo	toledo	http://www.sports-reference.com/cfb/schools/toledo/	1962	2015	54	605	349	248	8	.583	14	9	5	0	.643	-4.48	-7.12	4	10	W-L-T adjusted to 351-246-8 by NCAA.
256	Trinity (CT)	trinity-ct	http://www.sports-reference.com/cfb/schools/trinity-ct/	1887	1901	15	126	50	62	14	.452	0	0	0	0		-4.52	-2.66	0	0	
257	Troy	troy	http://www.sports-reference.com/cfb/schools/troy/	2001	2015	15	173	87	86	0	.503	5	2	3	0	.400	-4.11	-3.45	0	5	
258	Tufts	tufts	http://www.sports-reference.com/cfb/schools/tufts/	1877	1905	17	178	70	103	5	.407	0	0	0	0		-6.22	-2.65	0	0	
259	Tulane	tulane	http://www.sports-reference.com/cfb/schools/tulane/	1902	2015	111	1115	484	596	35	.450	11	4	7	0	.364	0.57	2.16	7	4	W-L-T adjusted to 485-595-35 by NCAA.
260	Tulsa	tulsa	http://www.sports-reference.com/cfb/schools/tulsa/	1917	2015	84	905	466	421	18	.525	19	9	10	0	.474	-1.09	-2.10	8	27	
261	UCLA	ucla	http://www.sports-reference.com/cfb/schools/ucla/	1928	2015	88	952	566	355	31	.611	34	16	17	1	.485	9.98	6.06	32	16	W-L-T adjusted to 559-362-31 by NCAA.
262	Union (NY)	union-ny	http://www.sports-reference.com/cfb/schools/union-ny/	1894	1902	3	18	3	15	0	.167	0	0	0	0		-10.45	3.85	0	0	
263	Utah	utah	http://www.sports-reference.com/cfb/schools/utah/	1905	2015	109	1068	615	423	30	.590	18	14	4	0	.778	2.17	-1.88	6	24	
264	Utah State	utah-state	http://www.sports-reference.com/cfb/schools/utah-state/	1912	2015	101	1001	482	491	28	.496	8	3	5	0	.375	-4.80	-4.74	2	12	W-L-T adjusted to 484-489-28 by NCAA.
265	Vanderbilt	vanderbilt	http://www.sports-reference.com/cfb/schools/vanderbilt/	1902	2015	112	1138	524	571	43	.479	7	4	2	1	.643	4.10	3.69	3	0	W-L-T adjusted to 525-570-43 by NCAA.
266	Vermont	vermont	http://www.sports-reference.com/cfb/schools/vermont/	1901	1905	5	48	21	22	5	.490	0	0	0	0		-3.55	-1.61	0	0	
267	Villanova	villanova	http://www.sports-reference.com/cfb/schools/villanova/	1905	1980	59	547	270	260	17	.509	5	2	2	1	.500	-2.26	-3.09	3	0	
268	Virginia	virginia	http://www.sports-reference.com/cfb/schools/virginia/	1890	2015	112	1146	557	552	37	.502	18	7	11	0	.389	1.10	0.66	9	2	
269	Virginia Military Institute	virginia-military-institute	http://www.sports-reference.com/cfb/schools/virginia-military-institute/	1904	1981	70	684	306	344	34	.472	0	0	0	0		-5.32	-4.08	1	7	
270	Virginia Tech	virginia-tech	http://www.sports-reference.com/cfb/schools/virginia-tech/	1902	2015	112	1159	678	437	44	.604	28	11	17	0	.393	3.28	-0.99	18	8	W-L-T adjusted to 679-436-44 by NCAA.
271	Wabash	wabash	http://www.sports-reference.com/cfb/schools/wabash/	1904	1905	2	17	8	9	0	.471	0	0	0	0		3.10	0.32	0	0	
272	Wake Forest	wake-forest	http://www.sports-reference.com/cfb/schools/wake-forest/	1908	2015	108	1086	424	631	31	.405	10	6	4	0	.600	-2.66	0.85	4	2	
273	Washburn	washburn	http://www.sports-reference.com/cfb/schools/washburn/	1905	1940	7	68	29	38	1	.434	0	0	0	0		-11.77	-8.80	0	0	
274	Washington	washington	http://www.sports-reference.com/cfb/schools/washington/	1916	2015	99	1032	592	408	32	.589	33	16	16	1	.500	8.06	4.64	22	18	W-L-T adjusted to 595-405-32 by NCAA.
275	Washington & Jefferson	washington-jefferson	http://www.sports-reference.com/cfb/schools/washington-jefferson/	1905	1934	30	288	196	71	21	.717	1	0	0	1	.500	4.76	-2.83	0	0	
276	Washington & Lee	washington-lee	http://www.sports-reference.com/cfb/schools/washington-lee/	1907	1953	44	390	191	174	25	.522	1	0	1	0	.000	-0.77	-1.92	1	2	
277	Washington (MO)	washington-mo	http://www.sports-reference.com/cfb/schools/washington-mo/	1902	1942	40	331	147	165	19	.473	0	0	0	0		-5.21	-4.30	0	3	
278	Washington State	washington-state	http://www.sports-reference.com/cfb/schools/washington-state/	1917	2015	96	982	438	506	38	.465	10	5	5	0	.500	2.35	3.37	11	4	W-L-T adjusted to 440-504-38 by NCAA.
279	Wesleyan (CT)	wesleyan-ct	http://www.sports-reference.com/cfb/schools/wesleyan-ct/	1882	1905	24	217	92	118	7	.440	0	0	0	0		0.37	3.72	0	0	
280	West Texas A&M	west-texas-am	http://www.sports-reference.com/cfb/schools/west-texas-am/	1941	1985	44	446	212	225	9	.485	4	4	0	0	1.000	-8.65	-8.68	0	4	
281	West Virginia	west-virginia	http://www.sports-reference.com/cfb/schools/west-virginia/	1909	2015	103	1093	632	420	41	.597	33	14	19	0	.424	4.20	0.41	18	15	
282	West Virginia Wesleyan	west-virginia-wesleyan	http://www.sports-reference.com/cfb/schools/west-virginia-wesleyan/	1913	1916	4	33	16	16	1	.500	0	0	0	0		-1.55	-1.37	0	0	
283	Western Carolina	western-carolina	http://www.sports-reference.com/cfb/schools/western-carolina/	1977	1981	5	55	25	28	2	.473	0	0	0	0		-8.00	-8.33	0	0	
284	Western Kentucky	western-kentucky	http://www.sports-reference.com/cfb/schools/western-kentucky/	2007	2015	9	102	44	58	0	.431	2	1	1	0	.500	-3.67	-2.57	0	0	
285	Western Michigan	western-michigan	http://www.sports-reference.com/cfb/schools/western-michigan/	1962	2015	54	589	297	285	7	.510	5	0	5	0	.000	-7.03	-7.33	0	2	W-L-T adjusted to 298-284-7 by NCAA.
286	Western State	western-state	http://www.sports-reference.com/cfb/schools/western-state/	1924	1937	14	95	19	76	0	.200	0	0	0	0		-20.15	-8.96	0	0	
287	Whitman	whitman	http://www.sports-reference.com/cfb/schools/whitman/	1923	1924	2	12	2	10	0	.167	0	0	0	0		-13.95	1.72	0	0	
288	Wichita State	wichita-state	http://www.sports-reference.com/cfb/schools/wichita-state/	1945	1986	42	433	167	254	12	.400	3	0	3	0	.000	-10.36	-6.40	0	5	W-L-T adjusted to 168-253-12 by NCAA.
289	William & Mary	william-mary	http://www.sports-reference.com/cfb/schools/william-mary/	1922	1983	55	559	260	279	20	.483	3	1	2	0	.333	-4.64	-4.52	3	4	
290	Williams	williams	http://www.sports-reference.com/cfb/schools/williams/	1886	1906	21	211	107	90	14	.540	0	0	0	0		1.15	0.03	0	0	
291	Wisconsin	wisconsin	http://www.sports-reference.com/cfb/schools/wisconsin/	1892	2015	124	1192	661	479	52	.576	26	12	14	0	.462	8.21	4.92	22	14	W-L-T adjusted to 662-478-52 by NCAA.
292	Wofford	wofford	http://www.sports-reference.com/cfb/schools/wofford/	1914	1936	15	128	36	88	4	.297	0	0	0	0		-13.04	-5.23	0	0	
293	WPI	wpi	http://www.sports-reference.com/cfb/schools/wpi/	1888	1893	2	11	3	7	1	.318	0	0	0	0		-12.11	-1.48	0	0	
294	Wyoming	wyoming	http://www.sports-reference.com/cfb/schools/wyoming/	1905	2015	104	1046	483	537	26	.474	13	6	7	0	.462	-4.69	-3.13	4	14	W-L-T adjusted to 484-536-26 by NCAA.
295	Xavier	xavier	http://www.sports-reference.com/cfb/schools/xavier/	1935	1973	16	160	70	86	4	.450	0	0	0	0		-11.60	-8.18	0	0	
296	Yale	yale	http://www.sports-reference.com/cfb/schools/yale/	1872	1981	108	973	718	203	52	.765	0	0	0	0		7.86	-1.11	4	11	
