year	school_name	school_id	opponent_name	opponent_id	game_date	school_score	opponent_score	location	neutral_site_location	game_length	attendance
2015	Air Force	721	"%
                  Nicholls St."	483	08/30/2014	44	16	Home	""	-	32,038
2015	Air Force	721	"%
                  Wyoming"	811	09/06/2014	13	17	Away	""	-	21,246
2015	Air Force	721	"%
                  Georgia St."	254	09/13/2014	48	38	Away	""	-	16,836
2015	Air Force	721	"%
                  Boise St."	66	09/27/2014	28	14	Home	""	-	30,012
2015	Air Force	721	"%
                  Navy"	726	10/04/2014	30	21	Home	""	-	37,731
2015	Air Force	721	"%
                  Utah St."	731	10/11/2014	16	34	Away	""	-	24,037
2015	Air Force	721	"%
                  New Mexico"	473	10/18/2014	35	31	Home	""	-	25,017
2015	Air Force	721	"%
                  Army"	725	11/01/2014	23	6	Away	""	-	40,479
2015	Air Force	721	"%
                  UNLV"	465	11/08/2014	48	21	Away	""	-	13,481
2015	Air Force	721	"%
                  Nevada"	466	11/15/2014	45	38	Home	""	1 OT	11,519
2015	Air Force	721	"%
                  San Diego St."	626	11/21/2014	14	30	Away	""	-	28,626
2015	Air Force	721	"%
                  Colorado St."	156	11/28/2014	27	24	Home	""	-	32,650
2015	Air Force	721	"%
                  Western Mich."	774	12/20/2014	38	24	Neutral	Boise, Idaho	-	18,223
2015	Akron	5	"%
                  Howard"	290	08/28/2014	41	0	Home	""	-	9,104
2015	Akron	5	"%
                  Penn St."	539	09/06/2014	3	21	Away	""	-	97,354
2015	Akron	5	"%
                  Marshall"	388	09/20/2014	17	48	Home	""	-	13,357
2015	Akron	5	"%
                  Pittsburgh"	545	09/27/2014	21	10	Away	""	-	40,059
2015	Akron	5	"%
                  Eastern Mich."	204	10/04/2014	31	6	Home	""	-	8,416
2015	Akron	5	"%
                  Miami (OH)"	414	10/11/2014	29	19	Home	""	-	8,223
2015	Akron	5	"%
                  Ohio"	519	10/18/2014	20	23	Away	""	-	20,018
2015	Akron	5	"%
                  Ball St."	47	10/25/2014	21	35	Away	""	-	7,617
2015	Akron	5	"%
                  Bowling Green"	71	11/04/2014	10	27	Home	""	-	10,348
2015	Akron	5	"%
                  Buffalo"	86	11/11/2014	24	55	Away	""	-	17,343
2015	Akron	5	"%
                  Massachusetts"	400	11/18/2014	30	6	Home	""	-	5,571
2015	Akron	5	"%
                  Kent St."	331	11/28/2014	24	27	Away	""	-	5,118
2015	Alabama	8	"%
                  West Virginia"	768	08/30/2014	33	23	Neutral	Atlanta, Georgia	-	70,502
2015	Alabama	8	"%
                  Fla. Atlantic"	229	09/06/2014	41	0	Home	""	-	100,306
2015	Alabama	8	"%
                  Southern Miss."	664	09/13/2014	52	12	Home	""	-	101,821
2015	Alabama	8	"%
                  Florida"	235	09/20/2014	42	21	Home	""	-	101,821
2015	Alabama	8	"%
                  Ole Miss"	433	10/04/2014	17	23	Away	""	-	61,826
2015	Alabama	8	"%
                  Arkansas"	31	10/11/2014	14	13	Away	""	-	72,337
2015	Alabama	8	"%
                  Texas A&M"	697	10/18/2014	59	0	Home	""	-	101,821
2015	Alabama	8	"%
                  Tennessee"	694	10/25/2014	34	20	Away	""	-	102,455
2015	Alabama	8	"%
                  LSU"	365	11/08/2014	20	13	Away	""	1 OT	102,321
2015	Alabama	8	"%
                  Mississippi St."	430	11/15/2014	25	20	Home	""	-	101,821
2015	Alabama	8	"%
                  Western Caro."	769	11/22/2014	48	14	Home	""	-	101,325
2015	Alabama	8	"%
                  Auburn"	37	11/29/2014	55	44	Home	""	-	101,821
2015	Alabama	8	"%
                  Missouri"	434	12/06/2014	42	13	Neutral	Atlanta, Ga.	-	73,526
2015	Alabama	8	"%
                  Ohio St."	518	01/01/2015	35	42	Neutral	New Orleans, LA	-	74,682
2015	Appalachian St.	27	"%
                  Michigan"	418	08/30/2014	14	52	Away	""	-	106,811
2015	Appalachian St.	27	"%
                  Campbell"	115	09/06/2014	66	0	Home	""	-	25,861
2015	Appalachian St.	27	"%
                  Southern Miss."	664	09/20/2014	20	21	Away	""	-	21,836
2015	Appalachian St.	27	"%
                  Ga. Southern"	253	09/25/2014	14	34	Away	""	-	24,535
2015	Appalachian St.	27	"%
                  South Ala."	646	10/04/2014	21	47	Home	""	-	24,215
2015	Appalachian St.	27	"%
                  Liberty"	355	10/11/2014	48	55	Home	""	1 OT	26,058
2015	Appalachian St.	27	"%
                  Troy"	716	10/18/2014	53	14	Away	""	-	15,664
2015	Appalachian St.	27	"%
                  Georgia St."	254	11/01/2014	44	0	Home	""	-	22,643
2015	Appalachian St.	27	"%
                  La.-Monroe"	498	11/08/2014	31	29	Home	""	-	20,497
2015	Appalachian St.	27	"%
                  Arkansas St."	30	11/15/2014	37	32	Away	""	-	20,016
2015	Appalachian St.	27	"%
                  La.-Lafayette"	671	11/22/2014	35	16	Away	""	-	20,638
2015	Appalachian St.	27	"%
                  Idaho"	295	11/29/2014	45	28	Home	""	-	19,721
2015	Arizona	29	"%
                  UNLV"	465	08/29/2014	58	13	Home	""	-	50,103
2015	Arizona	29	"%
                  UTSA"	706	09/04/2014	26	23	Away	""	-	33,472
2015	Arizona	29	"%
                  Nevada"	466	09/13/2014	35	28	Home	""	-	48,504
2015	Arizona	29	"%
                  California"	107	09/20/2014	49	45	Home	""	-	45,595
2015	Arizona	29	"%
                  Oregon"	529	10/02/2014	31	24	Away	""	-	56,032
2015	Arizona	29	"%
                  Southern California"	657	10/11/2014	26	28	Home	""	-	56,754
2015	Arizona	29	"%
                  Washington St."	754	10/25/2014	59	37	Away	""	-	32,952
2015	Arizona	29	"%
                  UCLA"	110	11/01/2014	7	17	Away	""	-	80,246
2015	Arizona	29	"%
                  Colorado"	157	11/08/2014	38	20	Home	""	-	50,177
2015	Arizona	29	"%
                  Washington"	756	11/15/2014	27	26	Home	""	-	47,757
2015	Arizona	29	"%
                  Utah"	732	11/22/2014	42	10	Away	""	-	45,824
2015	Arizona	29	"%
                  Arizona St."	28	11/28/2014	42	35	Home	""	-	56,083
2015	Arizona	29	"%
                  Oregon"	529	12/05/2014	13	51	Neutral	Santa Clara, Calif.	-	45,618
2015	Arizona	29	"%
                  Boise St."	66	12/31/2014	30	38	Neutral	Glendale, Ariz.	-	66,896
2015	Arizona St.	28	"%
                  Weber St."	758	08/28/2014	45	14	Home	""	-	52,133
2015	Arizona St.	28	"%
                  New Mexico"	473	09/06/2014	58	23	Away	""	-	25,742
2015	Arizona St.	28	"%
                  Colorado"	157	09/13/2014	38	24	Away	""	-	38,547
2015	Arizona St.	28	"%
                  UCLA"	110	09/25/2014	27	62	Home	""	-	60,876
2015	Arizona St.	28	"%
                  Southern California"	657	10/04/2014	38	34	Away	""	-	70,115
2015	Arizona St.	28	"%
                  Stanford"	674	10/18/2014	26	10	Home	""	-	59,012
2015	Arizona St.	28	"%
                  Washington"	756	10/25/2014	24	10	Away	""	-	64,666
2015	Arizona St.	28	"%
                  Utah"	732	11/01/2014	19	16	Home	""	1 OT	53,754
2015	Arizona St.	28	"%
                  Notre Dame"	513	11/08/2014	55	31	Home	""	-	65,870
2015	Arizona St.	28	"%
                  Oregon St."	528	11/15/2014	27	35	Away	""	-	40,525
2015	Arizona St.	28	"%
                  Washington St."	754	11/22/2014	52	31	Home	""	-	51,428
2015	Arizona St.	28	"%
                  Arizona"	29	11/28/2014	35	42	Away	""	-	56,083
2015	Arizona St.	28	"%
                  Duke"	193	12/27/2014	36	31	Neutral	El Paso, Texas	-	47,809
2015	Arkansas	31	"%
                  Auburn"	37	08/30/2014	21	45	Away	""	-	87,451
2015	Arkansas	31	"%
                  Nicholls St."	483	09/06/2014	73	7	Home	""	-	63,108
2015	Arkansas	31	"%
                  Texas Tech"	700	09/13/2014	49	28	Away	""	-	60,277
2015	Arkansas	31	"%
                  Northern Ill."	503	09/20/2014	52	14	Home	""	-	67,204
2015	Arkansas	31	"%
                  Texas A&M"	697	09/27/2014	28	35	Neutral	Arlington, Texas	1 OT	68,113
2015	Arkansas	31	"%
                  Alabama"	8	10/11/2014	13	14	Home	""	-	72,337
2015	Arkansas	31	"%
                  Georgia"	257	10/18/2014	32	45	Neutral	Little Rock, Ark.	-	54,959
2015	Arkansas	31	"%
                  UAB"	9	10/25/2014	45	17	Home	""	-	61,800
2015	Arkansas	31	"%
                  Mississippi St."	430	11/01/2014	10	17	Away	""	-	62,307
2015	Arkansas	31	"%
                  LSU"	365	11/15/2014	17	0	Home	""	-	70,165
2015	Arkansas	31	"%
                  Ole Miss"	433	11/22/2014	30	0	Home	""	-	64,510
2015	Arkansas	31	"%
                  Missouri"	434	11/28/2014	14	21	Away	""	-	71,168
2015	Arkansas	31	"%
                  Texas"	703	12/29/2014	31	7	Neutral	Houston, Texas	-	71,115
2015	Arkansas St.	30	"%
                  Montana St."	440	08/30/2014	37	10	Home	""	-	26,143
2015	Arkansas St.	30	"%
                  Tennessee"	694	09/06/2014	19	34	Away	""	-	99,538
2015	Arkansas St.	30	"%
                  Miami (FL)"	415	09/13/2014	20	41	Away	""	-	41,519
2015	Arkansas St.	30	"%
                  Utah St."	731	09/20/2014	21	14	Home	""	1 OT	29,029
2015	Arkansas St.	30	"%
                  La.-Monroe"	498	10/04/2014	28	14	Home	""	-	29,317
2015	Arkansas St.	30	"%
                  Georgia St."	254	10/11/2014	52	10	Away	""	-	10,196
2015	Arkansas St.	30	"%
                  La.-Lafayette"	671	10/21/2014	40	55	Away	""	-	21,760
2015	Arkansas St.	30	"%
                  Idaho"	295	11/01/2014	44	28	Away	""	-	11,082
2015	Arkansas St.	30	"%
                  South Ala."	646	11/08/2014	45	10	Home	""	-	23,615
2015	Arkansas St.	30	"%
                  Appalachian St."	27	11/15/2014	32	37	Home	""	-	20,016
2015	Arkansas St.	30	"%
                  Texas St."	670	11/20/2014	27	45	Away	""	-	12,264
2015	Arkansas St.	30	"%
                  New Mexico St."	472	11/29/2014	68	35	Home	""	-	21,043
2015	Arkansas St.	30	"%
                  Toledo"	709	01/04/2015	44	63	Neutral	Mobile, Ala.	-	36,811
2015	Army West Point	725	"%
                  Buffalo"	86	09/06/2014	47	39	Home	""	-	28,643
2015	Army West Point	725	"%
                  Stanford"	674	09/13/2014	0	35	Away	""	-	49,680
2015	Army West Point	725	"%
                  Wake Forest"	749	09/20/2014	21	24	Away	""	-	28,123
2015	Army West Point	725	"%
                  Yale"	813	09/27/2014	43	49	Away	""	1 OT	34,142
2015	Army West Point	725	"%
                  Ball St."	47	10/04/2014	33	24	Home	""	-	31,384
2015	Army West Point	725	"%
                  Rice"	574	10/11/2014	21	41	Home	""	-	37,011
