year	year_id	division_id	school_id	school_name	school_url
2016	12240	11	721	Air Force	http://stats.ncaa.org/team/index/12240?org_id=721
2016	12240	11	5	Akron	http://stats.ncaa.org/team/index/12240?org_id=5
2016	12240	11	8	Alabama	http://stats.ncaa.org/team/index/12240?org_id=8
2016	12240	11	27	Appalachian St.	http://stats.ncaa.org/team/index/12240?org_id=27
2016	12240	11	29	Arizona	http://stats.ncaa.org/team/index/12240?org_id=29
2016	12240	11	28	Arizona St.	http://stats.ncaa.org/team/index/12240?org_id=28
2016	12240	11	31	Arkansas	http://stats.ncaa.org/team/index/12240?org_id=31
2016	12240	11	30	Arkansas St.	http://stats.ncaa.org/team/index/12240?org_id=30
2016	12240	11	725	Army West Point	http://stats.ncaa.org/team/index/12240?org_id=725
2016	12240	11	37	Auburn	http://stats.ncaa.org/team/index/12240?org_id=37
2016	12240	11	77	BYU	http://stats.ncaa.org/team/index/12240?org_id=77
2016	12240	11	47	Ball St.	http://stats.ncaa.org/team/index/12240?org_id=47
2016	12240	11	51	Baylor	http://stats.ncaa.org/team/index/12240?org_id=51
2016	12240	11	66	Boise St.	http://stats.ncaa.org/team/index/12240?org_id=66
2016	12240	11	67	Boston College	http://stats.ncaa.org/team/index/12240?org_id=67
2016	12240	11	71	Bowling Green	http://stats.ncaa.org/team/index/12240?org_id=71
2016	12240	11	86	Buffalo	http://stats.ncaa.org/team/index/12240?org_id=86
2016	12240	11	107	California	http://stats.ncaa.org/team/index/12240?org_id=107
2016	12240	11	129	Central Mich.	http://stats.ncaa.org/team/index/12240?org_id=129
2016	12240	11	458	Charlotte	http://stats.ncaa.org/team/index/12240?org_id=458
2016	12240	11	140	Cincinnati	http://stats.ncaa.org/team/index/12240?org_id=140
2016	12240	11	147	Clemson	http://stats.ncaa.org/team/index/12240?org_id=147
2016	12240	11	157	Colorado	http://stats.ncaa.org/team/index/12240?org_id=157
2016	12240	11	156	Colorado St.	http://stats.ncaa.org/team/index/12240?org_id=156
2016	12240	11	193	Duke	http://stats.ncaa.org/team/index/12240?org_id=193
