year	year_id	division_id	school_id	school_name	school_url
2018	inst_team_list	11	2018&conf_id	Available Teams	http://stats.ncaa.org/team/inst_team_list?academic_year=2018&conf_id=-1&division=11&sport_code=MFB
2018	schedule_list	11	2018&conf_id	Scoreboard	http://stats.ncaa.org/team/schedule_list?academic_year=2018&conf_id=-1&division=11&sport_code=MFB
2018	12623	11		Air Force	http://stats.ncaa.org/team/721/12623
2018	12623	11		Akron	http://stats.ncaa.org/team/5/12623
2018	12623	11		Alabama	http://stats.ncaa.org/team/8/12623
2018	12623	11		Appalachian St.	http://stats.ncaa.org/team/27/12623
2018	12623	11		Arizona	http://stats.ncaa.org/team/29/12623
2018	12623	11		Arizona St.	http://stats.ncaa.org/team/28/12623
2018	12623	11		Arkansas	http://stats.ncaa.org/team/31/12623
2018	12623	11		Arkansas St.	http://stats.ncaa.org/team/30/12623
2018	12623	11		Army West Point	http://stats.ncaa.org/team/725/12623
2018	12623	11		Auburn	http://stats.ncaa.org/team/37/12623
2018	12623	11		BYU	http://stats.ncaa.org/team/77/12623
2018	12623	11		Ball St.	http://stats.ncaa.org/team/47/12623
2018	12623	11		Baylor	http://stats.ncaa.org/team/51/12623
2018	12623	11		Boise St.	http://stats.ncaa.org/team/66/12623
2018	12623	11		Boston College	http://stats.ncaa.org/team/67/12623
2018	12623	11		Bowling Green	http://stats.ncaa.org/team/71/12623
2018	12623	11		Buffalo	http://stats.ncaa.org/team/86/12623
2018	12623	11		California	http://stats.ncaa.org/team/107/12623
2018	12623	11		Central Mich.	http://stats.ncaa.org/team/129/12623
2018	12623	11		Charlotte	http://stats.ncaa.org/team/458/12623
2018	12623	11		Cincinnati	http://stats.ncaa.org/team/140/12623
2018	12623	11		Clemson	http://stats.ncaa.org/team/147/12623
2018	12623	11		Coastal Caro.	http://stats.ncaa.org/team/149/12623
2018	12623	11		Colorado	http://stats.ncaa.org/team/157/12623
2018	12623	11		Colorado St.	http://stats.ncaa.org/team/156/12623
2018	12623	11		Duke	http://stats.ncaa.org/team/193/12623
2018	12623	11		East Carolina	http://stats.ncaa.org/team/196/12623
2018	12623	11		Eastern Mich.	http://stats.ncaa.org/team/204/12623
2018	12623	11		FIU	http://stats.ncaa.org/team/231/12623
2018	12623	11		Fla. Atlantic	http://stats.ncaa.org/team/229/12623
2018	12623	11		Florida	http://stats.ncaa.org/team/235/12623
2018	12623	11		Florida St.	http://stats.ncaa.org/team/234/12623
2018	12623	11		Fresno St.	http://stats.ncaa.org/team/96/12623
2018	12623	11		Ga. Southern	http://stats.ncaa.org/team/253/12623
2018	12623	11		Georgia	http://stats.ncaa.org/team/257/12623
2018	12623	11		Georgia St.	http://stats.ncaa.org/team/254/12623
2018	12623	11		Georgia Tech	http://stats.ncaa.org/team/255/12623
2018	12623	11		Hawaii	http://stats.ncaa.org/team/277/12623
2018	12623	11		Houston	http://stats.ncaa.org/team/288/12623
2018	12623	11		Idaho	http://stats.ncaa.org/team/295/12623
2018	12623	11		Illinois	http://stats.ncaa.org/team/301/12623
2018	12623	11		Indiana	http://stats.ncaa.org/team/306/12623
2018	12623	11		Iowa	http://stats.ncaa.org/team/312/12623
2018	12623	11		Iowa St.	http://stats.ncaa.org/team/311/12623
2018	12623	11		Kansas	http://stats.ncaa.org/team/328/12623
2018	12623	11		Kansas St.	http://stats.ncaa.org/team/327/12623
2018	12623	11		Kent St.	http://stats.ncaa.org/team/331/12623
2018	12623	11		Kentucky	http://stats.ncaa.org/team/334/12623
2018	12623	11		LSU	http://stats.ncaa.org/team/365/12623
