year	year_id	division_id	school_id	school_name	school_url
2015	11980	11	721	Air Force	http://stats.ncaa.org/team/index/11980?org_id=721
2015	11980	11	5	Akron	http://stats.ncaa.org/team/index/11980?org_id=5
2015	11980	11	8	Alabama	http://stats.ncaa.org/team/index/11980?org_id=8
2015	11980	11	27	Appalachian St.	http://stats.ncaa.org/team/index/11980?org_id=27
2015	11980	11	29	Arizona	http://stats.ncaa.org/team/index/11980?org_id=29
2015	11980	11	28	Arizona St.	http://stats.ncaa.org/team/index/11980?org_id=28
2015	11980	11	31	Arkansas	http://stats.ncaa.org/team/index/11980?org_id=31
2015	11980	11	30	Arkansas St.	http://stats.ncaa.org/team/index/11980?org_id=30
2015	11980	11	725	Army West Point	http://stats.ncaa.org/team/index/11980?org_id=725
2015	11980	11	37	Auburn	http://stats.ncaa.org/team/index/11980?org_id=37
2015	11980	11	77	BYU	http://stats.ncaa.org/team/index/11980?org_id=77
2015	11980	11	47	Ball St.	http://stats.ncaa.org/team/index/11980?org_id=47
2015	11980	11	51	Baylor	http://stats.ncaa.org/team/index/11980?org_id=51
2015	11980	11	66	Boise St.	http://stats.ncaa.org/team/index/11980?org_id=66
2015	11980	11	67	Boston College	http://stats.ncaa.org/team/index/11980?org_id=67
2015	11980	11	71	Bowling Green	http://stats.ncaa.org/team/index/11980?org_id=71
2015	11980	11	86	Buffalo	http://stats.ncaa.org/team/index/11980?org_id=86
2015	11980	11	107	California	http://stats.ncaa.org/team/index/11980?org_id=107
2015	11980	11	129	Central Mich.	http://stats.ncaa.org/team/index/11980?org_id=129
2015	11980	11	458	Charlotte	http://stats.ncaa.org/team/index/11980?org_id=458
2015	11980	11	140	Cincinnati	http://stats.ncaa.org/team/index/11980?org_id=140
2015	11980	11	147	Clemson	http://stats.ncaa.org/team/index/11980?org_id=147
2015	11980	11	157	Colorado	http://stats.ncaa.org/team/index/11980?org_id=157
2015	11980	11	156	Colorado St.	http://stats.ncaa.org/team/index/11980?org_id=156
2015	11980	11	193	Duke	http://stats.ncaa.org/team/index/11980?org_id=193
2015	11980	11	196	East Carolina	http://stats.ncaa.org/team/index/11980?org_id=196
2015	11980	11	204	Eastern Mich.	http://stats.ncaa.org/team/index/11980?org_id=204
