year	school_id	school_name	wins	losses	ties	total_games
2016	83	Bucknell	0	0	11	11
2016	87	Butler	0	0	11	11
2016	90	Cal Poly	0	0	11	11
2016	115	Campbell	0	0	11	11
2016	1004	Central Ark.	0	0	11	11
2016	127	Central Conn. St.	0	0	11	11
2016	48	Charleston So.	0	0	11	11
2016	693	Chattanooga	0	0	11	11
2016	141	Citadel	0	0	11	11
2016	149	Coastal Caro.	0	0	11	11
2016	153	Colgate	0	0	11	11
2016	158	Columbia	0	0	10	10
2016	167	Cornell	0	0	10	10
2016	172	Dartmouth	0	0	10	10
2016	173	Davidson	0	0	11	11
2016	175	Dayton	0	0	11	11
2016	180	Delaware	0	0	11	11
2016	178	Delaware St.	0	0	11	11
2016	189	Drake	0	0	11	11
2016	194	Duquesne	0	0	11	11
2016	198	ETSU	0	0	11	11
2016	201	Eastern Ill.	0	0	11	11
2016	202	Eastern Ky.	0	0	11	11
2016	207	Eastern Wash.	0	0	11	11
2016	1068	Elon	0	0	11	11
2016	228	Florida A&M	0	0	11	11
2016	236	Fordham	0	0	11	11
2016	244	Furman	0	0	11	11
2016	1092	Gardner-Webb	0	0	11	11
2016	251	Georgetown	0	0	11	11
2016	261	Grambling	0	0	11	11
2016	270	Hampton	0	0	11	11
2016	275	Harvard	0	0	10	10
2016	285	Holy Cross	0	0	11	11
2016	287	Houston Baptist	0	0	10	10
2016	290	Howard	0	0	11	11
2016	294	Idaho St.	0	0	11	11
2016	299	Illinois St.	0	0	11	11
2016	2743	Incarnate Word	0	0	11	11
2016	305	Indiana St.	0	0	11	11
2016	314	Jackson St.	0	0	11	11
2016	316	Jacksonville	0	0	11	11
2016	315	Jacksonville St.	0	0	11	11
2016	317	James Madison	0	0	11	11
2016	1157	Kennesaw St.	0	0	11	11
2016	342	Lafayette	0	0	11	11
2016	346	Lamar	0	0	11	11
2016	352	Lehigh	0	0	11	11
2016	355	Liberty	0	0	11	11
2016	380	Maine	0	0	11	11
2016	386	Marist	0	0	11	11
2016	402	McNeese St.	0	0	11	11
2016	406	Mercer	0	0	11	11
2016	432	Mississippi Val.	0	0	11	11
2016	669	Missouri St.	0	0	11	11
2016	439	Monmouth	0	0	11	11
2016	441	Montana	0	0	11	11
2016	440	Montana St.	0	0	11	11
2016	444	Morehead St.	0	0	11	11
2016	446	Morgan St.	0	0	10	10
2016	454	Murray St.	0	0	11	11
2016	488	N.C. A&T	0	0	11	11
2016	489	N.C. Central	0	0	11	11
2016	469	New Hampshire	0	0	11	11
2016	483	Nicholls St.	0	0	11	11
2016	485	Norfolk St.	0	0	11	11
2016	494	North Dakota	0	0	11	11
2016	493	North Dakota St.	0	0	11	11
2016	501	Northern Ariz.	0	0	11	11
2016	502	Northern Colo.	0	0	11	11
2016	508	Northwestern St.	0	0	11	11
2016	540	Penn	0	0	10	10
2016	550	Portland St.	0	0	11	11
2016	553	Prairie View	0	0	10	10
2016	1320	Presbyterian	0	0	11	11
2016	554	Princeton	0	0	10	10
2016	572	Rhode Island	0	0	11	11
2016	575	Richmond	0	0	11	11
2016	579	Robert Morris	0	0	11	11
2016	102	Sacramento St.	0	0	11	11
2016	590	Sacred Heart	0	0	11	11
2016	600	Saint Francis (PA)	0	0	10	10
2016	624	Sam Houston St.	0	0	11	11
2016	625	Samford	0	0	11	11
2016	627	San Diego	0	0	11	11
2016	632	Savannah St.	0	0	10	10
2016	647	South Carolina St.	0	0	11	11
2016	650	South Dakota	0	0	11	11
2016	649	South Dakota St.	0	0	11	11
2016	654	Southeast Mo. St.	0	0	11	11
2016	655	Southeastern La.	0	0	11	11
2016	659	Southern Ill.	0	0	11	11
2016	665	Southern U.	0	0	11	11
2016	667	Southern Utah	0	0	11	11
2016	676	Stephen F. Austin	0	0	11	11
2016	678	Stetson	0	0	11	11
2016	683	Stony Brook	0	0	11	11
2016	691	Tennessee St.	0	0	10	10
2016	692	Tennessee Tech	0	0	11	11
2016	699	Texas Southern	0	0	10	10
2016	711	Towson	0	0	11	11
2016	108	UC Davis	0	0	11	11
2016	504	UNI	0	0	11	11
2016	695	UT Martin	0	0	11	11
2016	741	VMI	0	0	11	11
2016	735	Valparaiso	0	0	10	10
2016	739	Villanova	0	0	11	11
2016	748	Wagner	0	0	11	11
2016	758	Weber St.	0	0	11	11
2016	769	Western Caro.	0	0	11	11
2016	771	Western Ill.	0	0	11	11
2016	786	William & Mary	0	0	11	11
2016	2915	Wofford	0	0	11	11
2016	813	Yale	0	0	10	10
2016	817	Youngstown St.	0	0	11	11
2016	929	Adams St.	0	0	11	11
2016	13	Albany St. (GA)	0	0	9	9
2016	934	Alderson Broaddus	0	0	9	9
2016	22	American Int'l	0	0	10	10
2016	25	Angelo St.	0	0	9	9
2016	8411	Ark.-Monticello	0	0	11	11
2016	947	Arkansas Tech	0	0	11	11
2016	35	Ashland	0	0	10	10
2016	36	Assumption	0	0	10	10
2016	41	Augustana (SD)	0	0	11	11
2016	30146	Azusa Pacific	0	0	10	10
2016	54	Bemidji St.	0	0	11	11
2016	55	Benedict	0	0	10	10
2016	56	Bentley	0	0	10	10
2016	30134	Black Hills St.	0	0	11	11
2016	65	Bloomsburg	0	0	11	11
2016	70	Bowie St.	0	0	10	10
2016	30094	Brevard	0	0	11	11
2016	106	California (PA)	0	0	11	11
2016	1000	Carson-Newman	0	0	11	11
2016	1001	Catawba	0	0	11	11
2016	130	Central Mo.	0	0	11	11
2016	1009	Central Okla.	0	0	11	11
2016	30049	Central St. (OH)	0	0	10	10
2016	1010	Central Wash.	0	0	10	10
2016	1012	Chadron St.	0	0	11	11
2016	1013	Charleston (WV)	0	0	11	11
2016	135	Cheyney	0	0	11	11
2016	8875	Chowan	0	0	10	10
2016	143	Clarion	0	0	11	11
2016	144	Clark Atlanta	0	0	10	10
2016	11416	Colorado Mesa	0	0	11	11
2016	155	Colorado Mines	0	0	11	11
2016	2720	Colorado St.-Pueblo	0	0	11	11
2016	1028	Concord	0	0	10	10
2016	9081	Concordia-St. Paul	0	0	11	11
2016	181	Delta St.	0	0	11	11
2016	30095	Dixie St.	0	0	10	10
2016	8965	East Central	0	0	11	11
2016	197	East Stroudsburg	0	0	11	11
2016	206	Eastern N.M.	0	0	9	9
2016	209	Edinboro	0	0	11	11
2016	210	Elizabeth City St.	0	0	9	9
2016	1071	Emporia St.	0	0	11	11
2016	1076	Fairmont St.	0	0	10	10
2016	223	Fayetteville St.	0	0	10	10
2016	224	Ferris St.	0	0	10	10
2016	1079	Findlay	0	0	11	11
2016	230	Florida Tech	0	0	11	11
2016	9011	Fort Hays St.	0	0	11	11
2016	1083	Fort Lewis	0	0	11	11
2016	237	Fort Valley St.	0	0	9	9
2016	246	Gannon	0	0	11	11
2016	1098	Glenville St.	0	0	11	11
2016	262	Grand Valley St.	0	0	11	11
2016	1116	Harding	0	0	11	11
2016	1123	Henderson St.	0	0	11	11
2016	280	Hillsdale	0	0	11	11
2016	291	Humboldt St.	0	0	10	10
2016	307	Indiana (PA)	0	0	10	10
2016	323	Johnson C. Smith	0	0	10	10
2016	332	Kentucky St.	0	0	10	10
2016	339	Kutztown	0	0	11	11
2016	333	Ky. Wesleyan	0	0	11	11
2016	362	LIU Post	0	0	10	10
2016	2746	Lake Erie	0	0	11	11
2016	347	Lane	0	0	10	10
2016	1170	Lenoir-Rhyne	0	0	10	10
2016	1174	Limestone	0	0	10	10
2016	356	Lincoln (MO)	0	0	11	11
2016	357	Lincoln (PA)	0	0	10	10
2016	30136	Lindenwood (MO)	0	0	11	11
2016	359	Livingstone	0	0	8	8
2016	360	Lock Haven	0	0	11	11
2016	30137	Malone	0	0	10	10
2016	1199	Mars Hill	0	0	11	11
2016	30075	Mary	0	0	11	11
2016	30138	McKendree	0	0	10	10
2016	8530	McMurry	0	0	10	10
2016	408	Mercyhurst	0	0	11	11
2016	410	Merrimack	0	0	10	10
2016	417	Michigan Tech	0	0	10	10
2016	1222	Midwestern St.	0	0	9	9
2016	422	Miles	0	0	11	11
2016	423	Millersville	0	0	11	11
2016	427	Minn. Duluth	0	0	11	11
2016	383	Minn. St. Mankato	0	0	11	11
2016	1240	Minn. St. Moorhead	0	0	11	11
2016	27854	Minn.-Crookston	0	0	11	11
2016	30125	Minot St.	0	0	11	11
2016	429	Mississippi Col.	0	0	10	10
2016	435	Missouri S&T	0	0	10	10
2016	9012	Mo. Southern St.	0	0	11	11
2016	9013	Mo. Western St.	0	0	11	11
2016	445	Morehouse	0	0	10	10
2016	8577	N.M. Highlands	0	0	11	11
2016	1156	Neb.-Kearney	0	0	11	11
2016	470	New Haven	0	0	10	10
2016	1257	Newberry	0	0	11	11
2016	487	North Ala.	0	0	10	10
2016	9223	North Greenville	0	0	9	9
2016	12810	Northeastern St.	0	0	11	11
2016	506	Northern Mich.	0	0	11	11
2016	1266	Northern St.	0	0	11	11
2016	507	Northwest Mo. St.	0	0	11	11
2016	30178	Northwestern Okla.	0	0	11	11
2016	510	Northwood (MI)	0	0	11	11
2016	30126	Notre Dame (OH)	0	0	11	11
2016	30119	Ohio Dominican	0	0	11	11
2016	30202	Okla. Baptist	0	0	11	11
2016	24342	Okla. Panhandle	0	0	8	8
2016	1289	Ouachita Baptist	0	0	11	11
2016	533	Pace	0	0	10	10
2016	1314	Pittsburg St.	0	0	11	11
2016	561	Quincy	0	0	10	10
2016	591	Saginaw Valley	0	0	11	11
2016	594	Saint Augustine's	0	0	10	10
2016	30063	Seton Hill	0	0	11	11
2016	636	Shaw	0	0	10	10
2016	10870	Shepherd	0	0	10	10
2016	638	Shippensburg	0	0	11	11
2016	30151	Shorter	0	0	10	10
2016	30127	Simon Fraser	0	0	9	9
2016	30128	Sioux Falls	0	0	11	11
2016	643	Slippery Rock	0	0	11	11
2016	30139	South Dakota Mines	0	0	11	11
2016	1371	Southeastern Okla.	0	0	11	11
2016	1376	Southern Ark.	0	0	11	11
2016	658	Southern Conn. St.	0	0	10	10
2016	30152	Southern Nazarene	0	0	11	11
2016	2755	Southwest Baptist	0	0	10	10
2016	8736	Southwest Minn. St.	0	0	11	11
2016	8744	Southwestern Okla.	0	0	11	11
2016	593	St. Anselm	0	0	10	10
2016	598	St. Cloud St.	0	0	11	11
2016	604	St. Joseph's (IN)	0	0	10	10
2016	680	Stillman	0	0	9	9
2016	682	Stonehill	0	0	10	10
2016	1395	Tarleton St.	0	0	8	8
2016	199	Tex. A&M-Commerce	0	0	9	9
2016	696	Tex. A&M-Kingsville	0	0	9	9
2016	1403	Tiffin	0	0	11	11
2016	499	Truman	0	0	11	11
2016	12830	Tusculum	0	0	11	11
2016	720	Tuskegee	0	0	10	10
2016	309	UIndy	0	0	11	11
2016	537	UNC Pembroke	0	0	10	10
2016	30181	UVa-Wise	0	0	11	11
2016	728	Upper Iowa	0	0	11	11
2016	30104	Urbana	0	0	11	11
2016	734	Valdosta St.	0	0	10	10
2016	743	Virginia St.	0	0	10	10
2016	744	Virginia Union	0	0	10	10
2016	30141	Walsh	0	0	10	10
2016	2814	Washburn	0	0	11	11
2016	757	Wayne St. (MI)	0	0	11	11
2016	1433	Wayne St. (NE)	0	0	11	11
2016	358	West Ala.	0	0	11	11
2016	765	West Chester	0	0	11	11
2016	766	West Ga.	0	0	11	11
2016	1438	West Liberty	0	0	11	11
2016	767	West Tex. A&M	0	0	8	8
2016	9630	West Va. Wesleyan	0	0	10	10
2016	1439	West Virginia St.	0	0	11	11
2016	1445	Western N.M.	0	0	11	11
2016	1446	Western Ore.	0	0	11	11
2016	2759	Western St.	0	0	11	11
2016	30120	William Jewell	0	0	11	11
2016	1462	Wingate	0	0	11	11
2016	790	Winona St.	0	0	11	11
2016	791	Winston-Salem	0	0	10	10
2016	4	Adrian	0	0	10	10
2016	15	Albion	0	0	10	10
2016	16	Albright	0	0	10	10
2016	18	Alfred	0	0	10	10
2016	19	Allegheny	0	0	10	10
2016	21	Alma	0	0	10	10
2016	24	Amherst	0	0	8	8
2016	939	Anderson (IN)	0	0	10	10
2016	26	Anna Maria	0	0	10	10
2016	38	Augsburg	0	0	10	10
2016	40	Augustana (IL)	0	0	10	10
2016	42	Aurora	0	0	10	10
2016	953	Austin	0	0	10	10
2016	44	Averett	0	0	10	10
2016	46	Baldwin Wallace	0	0	10	10
2016	50	Bates	0	0	8	8
2016	26107	Becker	0	0	10	10
2016	53	Beloit	0	0	9	9
2016	296	Benedictine (IL)	0	0	10	10
2016	973	Berry	0	0	10	10
2016	59	Bethany (WV)	0	0	10	10
2016	60	Bethel (MN)	0	0	10	10
2016	28593	Birmingham-So.	0	0	10	10
2016	987	Bluffton	0	0	10	10
2016	69	Bowdoin	0	0	8	8
2016	75	Bridgewater (VA)	0	0	10	10
2016	76	Bridgewater St.	0	0	10	10
2016	78	Brockport	0	0	10	10
2016	84	Buena Vista	0	0	10	10
2016	85	Buffalo St.	0	0	10	10
2016	105	Cal Lutheran	0	0	9	9
2016	117	Capital	0	0	10	10
2016	118	Carleton	0	0	10	10
2016	119	Carnegie Mellon	0	0	10	10
2016	120	Carroll (WI)	0	0	9	9
2016	121	Carthage	0	0	10	10
2016	122	Case	0	0	10	10
2016	123	Castleton	0	0	10	10
2016	124	Catholic	0	0	10	10
2016	126	Central (IA)	0	0	10	10
2016	132	Centre	0	0	10	10
2016	134	Chapman	0	0	9	9
2016	137	Chicago	0	0	10	10
2016	139	Chris. Newport	0	0	10	10
2016	142	Claremont-M-S	0	0	9	9
2016	722	Coast Guard	0	0	10	10
2016	150	Coe	0	0	10	10
2016	151	Colby	0	0	8	8
2016	160	Concordia Chicago	0	0	10	10
2016	1036	Concordia Wisconsin	0	0	10	10
2016	161	Concordia-M'head	0	0	10	10
2016	166	Cornell College	0	0	9	9
2016	30035	Crown (MN)	0	0	10	10
2016	170	Curry	0	0	10	10
2016	177	DePauw	0	0	10	10
2016	1050	Defiance	0	0	10	10
2016	179	Delaware Valley	0	0	10	10
2016	182	Denison	0	0	10	10
2016	185	Dickinson	0	0	10	10
2016	192	Dubuque	0	0	10	10
2016	195	Earlham	0	0	10	10
2016	1062	East Tex. Baptist	0	0	10	10
2016	212	Elmhurst	0	0	10	10
2016	216	Emory & Henry	0	0	10	10
2016	8981	Endicott	0	0	10	10
2016	218	Eureka	0	0	10	10
2016	221	FDU-Florham	0	0	10	10
2016	225	Ferrum	0	0	10	10
2016	30032	Finlandia	0	0	10	10
2016	227	Fitchburg St.	0	0	10	10
2016	238	Framingham St.	0	0	10	10
2016	239	Frank. & Marsh.	0	0	10	10
2016	2694	Franklin	0	0	10	10
2016	243	Frostburg St.	0	0	10	10
2016	245	Gallaudet	0	0	9	9
2016	30084	Geneva	0	0	10	10
2016	1094	George Fox	0	0	10	10
2016	258	Gettysburg	0	0	10	10
2016	263	Greensboro	0	0	10	10
2016	1111	Greenville	0	0	10	10
2016	264	Grinnell	0	0	9	9
2016	265	Grove City	0	0	10	10
2016	1112	Guilford	0	0	10	10
2016	266	Gust. Adolphus	0	0	10	10
2016	267	Hamilton	0	0	8	8
2016	268	Hamline	0	0	10	10
2016	269	Hampden-Sydney	0	0	10	10
2016	1115	Hanover	0	0	10	10
2016	271	Hardin-Simmons	0	0	10	10
2016	273	Hartwick	0	0	10	10
2016	278	Heidelberg	0	0	10	10
2016	1124	Hendrix	0	0	10	10
2016	281	Hiram	0	0	10	10
2016	282	Hobart	0	0	10	10
2016	286	Hope	0	0	10	10
2016	2741	Howard Payne	0	0	10	10
2016	1130	Huntingdon	0	0	10	10
2016	1133	Husson	0	0	9	9
2016	300	Ill. Wesleyan	0	0	10	10
2016	297	Illinois Col.	0	0	9	9
2016	313	Ithaca	0	0	10	10
2016	320	John Carroll	0	0	10	10
2016	322	Johns Hopkins	0	0	10	10
2016	325	Juniata	0	0	10	10
2016	326	Kalamazoo	0	0	10	10
2016	329	Kean	0	0	10	10
2016	335	Kenyon	0	0	10	10
2016	336	King's (PA)	0	0	10	10
2016	337	Knox	0	0	9	9
2016	341	La Verne	0	0	9	9
2016	1162	LaGrange	0	0	10	10
2016	344	Lake Forest	0	0	9	9
2016	1164	Lakeland	0	0	10	10
2016	348	Lawrence	0	0	9	9
2016	351	Lebanon Valley	0	0	10	10
2016	22235	Lewis & Clark	0	0	9	9
2016	1179	Linfield	0	0	9	9
2016	364	Loras	0	0	10	10
2016	1182	Louisiana Col.	0	0	10	10
2016	372	Luther	0	0	10	10
2016	373	Lycoming	0	0	10	10
2016	398	MIT	0	0	10	10
2016	377	MacMurray	0	0	10	10
2016	376	Macalester	0	0	9	9
2016	378	Maine Maritime	0	0	9	9
2016	1192	Manchester	0	0	9	9
2016	1194	Maranatha Baptist	0	0	9	9
2016	385	Marietta	0	0	10	10
2016	8597	Martin Luther	0	0	10	10
2016	1203	Mary Hardin-Baylor	0	0	10	10
2016	396	Maryville (TN)	0	0	10	10
2016	399	Mass. Maritime	0	0	10	10
2016	773	McDaniel	0	0	10	10
2016	724	Merchant Marine	0	0	9	9
2016	412	Methodist	0	0	10	10
2016	420	Middlebury	0	0	8	8
2016	424	Millikin	0	0	10	10
2016	426	Millsaps	0	0	10	10
2016	1226	Minn.-Morris	0	0	10	10
2016	16142	Misericordia	0	0	10	10
2016	438	Monmouth (IL)	0	0	9	9
2016	442	Montclair St.	0	0	10	10
2016	443	Moravian	0	0	10	10
2016	30067	Morrisville St.	0	0	10	10
2016	27901	Mount Ida	0	0	10	10
2016	452	Mount Union	0	0	10	10
2016	8567	Mt. St. Joseph	0	0	10	10
2016	453	Muhlenberg	0	0	10	10
2016	455	Muskingum	0	0	10	10
2016	491	N.C. Wesleyan	0	0	10	10
2016	462	Neb. Wesleyan	0	0	10	10
2016	484	Nichols	0	0	10	10
2016	492	North Central (IL)	0	0	10	10
2016	496	North Park	0	0	10	10
2016	30031	Northwestern-St. Paul	0	0	10	10
2016	511	Norwich	0	0	10	10
2016	515	Oberlin	0	0	10	10
2016	516	Occidental	0	0	9	9
2016	517	Ohio Northern	0	0	10	10
2016	520	Ohio Wesleyan	0	0	10	10
2016	525	Olivet	0	0	10	10
2016	531	Otterbein	0	0	10	10
2016	2751	Pacific (OR)	0	0	10	10
2016	1297	Pacific Lutheran	0	0	9	9
2016	548	Plymouth St.	0	0	10	10
2016	549	Pomona-Pitzer	0	0	9	9
2016	557	Puget Sound	0	0	9	9
2016	565	Randolph-Macon	0	0	10	10
2016	567	Redlands	0	0	9	9
2016	570	Rensselaer	0	0	10	10
2016	573	Rhodes	0	0	10	10
2016	577	Ripon	0	0	9	9
2016	581	Rochester (NY)	0	0	9	9
2016	582	Rockford	0	0	10	10
2016	585	Rose-Hulman	0	0	10	10
2016	259	Rowan	0	0	10	10
2016	168	SUNY Cortland	0	0	10	10
2016	478	SUNY Maritime	0	0	10	10
2016	602	Saint John's (MN)	0	0	10	10
2016	30064	Saint Vincent	0	0	10	10
2016	622	Salisbury	0	0	10	10
2016	623	Salve Regina	0	0	9	9
2016	652	Sewanee	0	0	10	10
2016	637	Shenandoah	0	0	10	10
2016	641	Simpson	0	0	10	10
2016	8746	Southwestern (TX)	0	0	10	10
2016	673	Springfield	0	0	10	10
2016	601	St. John Fisher	0	0	10	10
2016	607	St. Lawrence	0	0	10	10
2016	614	St. Norbert	0	0	9	9
2016	615	St. Olaf	0	0	10	10
2016	618	St. Scholastica	0	0	10	10
2016	620	St. Thomas (MN)	0	0	10	10
2016	21852	Stevenson	0	0	10	10
2016	1390	Sul Ross St.	0	0	10	10
2016	685	Susquehanna	0	0	10	10
2016	712	TCNJ	0	0	10	10
2016	1400	Texas Lutheran	0	0	10	10
2016	707	Thiel	0	0	10	10
2016	1402	Thomas More	0	0	10	10
2016	30037	Trine	0	0	10	10
2016	713	Trinity (CT)	0	0	8	8
2016	715	Trinity (TX)	0	0	10	10
2016	717	Tufts	0	0	8	8
2016	656	UMass Dartmouth	0	0	10	10
2016	727	Union (NY)	0	0	10	10
2016	730	Ursinus	0	0	10	10
2016	733	Utica	0	0	10	10
2016	808	WPI	0	0	10	10
2016	747	Wabash	0	0	10	10
2016	750	Wartburg	0	0	10	10
2016	751	Wash. & Jeff.	0	0	10	10
2016	752	Wash. & Lee	0	0	10	10
2016	755	Washington-St. Louis	0	0	10	10
2016	1434	Waynesburg	0	0	10	10
2016	763	Wesley	0	0	10	10
2016	764	Wesleyan (CT)	0	0	8	8
2016	770	Western Conn. St.	0	0	10	10
2016	775	Western New Eng.	0	0	10	10
2016	777	Westfield St.	0	0	10	10
2016	1450	Westminster (MO)	0	0	10	10
2016	1451	Westminster (PA)	0	0	10	10
2016	778	Wheaton (IL)	0	0	10	10
2016	781	Whittier	0	0	9	9
2016	1454	Whitworth	0	0	10	10
2016	783	Widener	0	0	10	10
2016	784	Wilkes	0	0	10	10
2016	785	Willamette	0	0	9	9
2016	789	Williams	0	0	8	8
2016	1461	Wilmington (OH)	0	0	10	10
2016	8911	Wis. Lutheran	0	0	10	10
2016	793	Wis.-Eau Claire	0	0	10	10
2016	795	Wis.-La Crosse	0	0	10	10
2016	798	Wis.-Oshkosh	0	0	10	10
2016	800	Wis.-Platteville	0	0	10	10
2016	801	Wis.-River Falls	0	0	10	10
2016	802	Wis.-Stevens Point	0	0	10	10
2016	803	Wis.-Stout	0	0	10	10
2016	805	Wis.-Whitewater	0	0	10	10
2016	806	Wittenberg	0	0	10	10
2016	787	Wm. Paterson	0	0	10	10
2016	807	Wooster	0	0	10	10
2016	809	Worcester St.	0	0	10	10
