2015	11980	721	Air Force	-	TEAM	-	-	-	-	9	 	 	 	 	0
2015	11980	721	Air Force	-	Totals	-	-	-	-	13	34	10	 	72	44
2015	11980	721	Air Force	-	Opponent Totals	-	-	-	-	13	24	4	1	110	28
2015	11980	5	Akron	-	TEAM	-	-	-	-	8	 	 	 	 	0
2015	11980	5	Akron	-	Totals	-	-	-	-	12	44	13	1	244	57
2015	11980	5	Akron	-	Opponent Totals	-	-	-	-	12	61	14	 	160	75
2015	11980	8	Alabama	-	TEAM	-	-	-	-	8	 	 	 	 	0
2015	11980	8	Alabama	-	Totals	-	-	-	-	14	61	11	 	84	72
2015	11980	8	Alabama	-	Opponent Totals	-	-	-	-	14	34	10	1	124	44
2015	11980	27	Appalachian St.	-	TEAM	-	-	-	-	7	 	 	 	 	0
2015	11980	27	Appalachian St.	-	Totals	-	-	-	-	12	31	12	1	97	43
2015	11980	27	Appalachian St.	-	Opponent Totals	-	-	-	-	12	29	11	 	61	40
2015	11980	29	Arizona	-	TEAM	-	-	-	-	14	 	 	 	 	0
2015	11980	29	Arizona	-	Totals	-	-	-	-	14	48	13	1	138	61
2015	11980	29	Arizona	-	Opponent Totals	-	-	-	-	14	45	10	1	99	55
2015	11980	28	Arizona St.	-	TEAM	-	-	-	-	9	 	 	 	 	0
2015	11980	28	Arizona St.	-	Totals	-	-	-	-	13	36	14	3	276	50
2015	11980	28	Arizona St.	-	Opponent Totals	-	-	-	-	13	50	9	3	243	59
2015	11980	31	Arkansas	-	TEAM	-	-	-	-	8	 	 	 	 	0
2015	11980	31	Arkansas	-	Totals	-	-	-	-	13	60	12	1	241	72
2015	11980	31	Arkansas	-	Opponent Totals	-	-	-	-	13	43	6	1	91	49
2015	11980	30	Arkansas St.	-	TEAM	-	-	-	-	9	 	 	 	 	0
2015	11980	30	Arkansas St.	-	Totals	-	-	-	-	13	44	16	3	266	60
2015	11980	30	Arkansas St.	-	Opponent Totals	-	-	-	-	13	43	8	 	79	51
2015	11980	725	Army West Point	-	TEAM	-	-	-	-	4	 	 	 	 	0
2015	11980	725	Army West Point	-	Totals	-	-	-	-	12	33	11	2	237	44
2015	11980	725	Army West Point	-	Opponent Totals	-	-	-	-	12	9	2	 	28	11
2015	11980	37	Auburn	-	TEAM	-	-	-	-	8	 	 	 	 	0
2015	11980	37	Auburn	-	Totals	-	-	-	-	13	47	22	1	130	69
2015	11980	37	Auburn	-	Opponent Totals	-	-	-	-	13	46	7	 	95	53
2015	11980	77	BYU	-	TEAM	-	-	-	-	9	 	 	 	 	0
2015	11980	77	BYU	-	Totals	-	-	-	-	13	70	14	2	249	84
2015	11980	77	BYU	-	Opponent Totals	-	-	-	-	13	52	12	 	61	64
2015	11980	47	Ball St.	-	TEAM	-	-	-	-	8	 	 	 	 	0
2015	11980	47	Ball St.	-	Totals	-	-	-	-	12	33	10	 	177	43
2015	11980	47	Ball St.	-	Opponent Totals	-	-	-	-	12	53	7	1	31	60
2015	11980	51	Baylor	-	TEAM	-	-	-	-	9	 	 	 	 	0
2015	11980	51	Baylor	-	Totals	-	-	-	-	13	48	13	 	203	61
2015	11980	51	Baylor	-	Opponent Totals	-	-	-	-	13	44	8	1	67	52
2015	11980	66	Boise St.	-	TEAM	-	-	-	-	11	 	 	 	 	0
2015	11980	66	Boise St.	-	Totals	-	-	-	-	14	55	22	5	284	77
2015	11980	66	Boise St.	-	Opponent Totals	-	-	-	-	14	34	15	2	189	49
2015	11980	67	Boston College	-	TEAM	-	-	-	-	10	 	 	 	 	0
