2016	12240	29	Arizona	-	TEAM	-	-	-	-	1	 	 	 	 	 	 
2016	12240	29	Arizona	-	Totals	-	-	-	-	1	7	452	2	2	 	39
2016	12240	29	Arizona	-	Opponent Totals	-	-	-	-	1	7	455	5	5	 	96
2016	12240	47	Ball St.	-	TEAM	-	-	-	-	1	 	 	 	 	 	 
2016	12240	47	Ball St.	-	Totals	-	-	-	-	1	9	565	2	5	 	145
2016	12240	47	Ball St.	-	Opponent Totals	-	-	-	-	1	5	297	 	7	 	141
2016	12240	51	Baylor	-	TEAM	-	-	-	-	1	 	 	 	 	 	 
2016	12240	51	Baylor	-	Totals	-	-	-	-	1	9	568	3	1	 	24
2016	12240	51	Baylor	-	Opponent Totals	-	-	-	-	1	4	258	3	6	 	144
2016	12240	129	Central Mich.	-	Totals	-	-	-	-	1	4	253	2	3	 	62
2016	12240	129	Central Mich.	-	Opponent Totals	-	-	-	-	1	5	321	2	2	 	42
2016	12240	458	Charlotte	-	TEAM	-	-	-	-	1	 	 	 	 	 	 
2016	12240	458	Charlotte	-	Totals	-	-	-	-	1	6	372	1	1	 	11
2016	12240	458	Charlotte	-	Opponent Totals	-	-	-	-	1	4	260	3	5	 	109
2016	12240	157	Colorado	-	TEAM	-	-	-	-	1	 	 	 	 	 	 
2016	12240	157	Colorado	-	Totals	-	-	-	-	1	5	305	1	2	 	64
2016	12240	157	Colorado	-	Opponent Totals	-	-	-	-	1	5	321	3	4	 	72
2016	12240	193	Duke	-	TEAM	-	-	-	-	1	 	 	 	 	 	 
2016	12240	193	Duke	-	Totals	-	-	-	-	1	7	439	3	1	1	95
2016	12240	193	Duke	-	Opponent Totals	-	-	-	-	1	2	125	1	3	 	40
2016	12240	231	FIU	-	TEAM	-	-	-	-	1	 	 	 	 	 	 
2016	12240	231	FIU	-	Totals	-	-	-	-	1	4	240	 	3	 	63
2016	12240	231	FIU	-	Opponent Totals	-	-	-	-	1	3	197	 	4	 	100
2016	12240	96	Fresno St.	-	TEAM	-	-	-	-	1	 	 	 	 	 	 
2016	12240	96	Fresno St.	-	Totals	-	-	-	-	1	7	433	4	2	 	33
2016	12240	96	Fresno St.	-	Opponent Totals	-	-	-	-	1	2	122	 	2	 	29
2016	12240	254	Georgia St.	-	TEAM	-	-	-	-	1	 	 	 	 	 	 
2016	12240	254	Georgia St.	-	Totals	-	-	-	-	1	4	260	3	5	 	109
2016	12240	254	Georgia St.	-	Opponent Totals	-	-	-	-	1	6	372	1	1	 	11
2016	12240	255	Georgia Tech	-	TEAM	-	-	-	-	1	 	 	 	 	 	 
2016	12240	255	Georgia Tech	-	Totals	-	-	-	-	1	11	715	8	2	 	21
2016	12240	255	Georgia Tech	-	Opponent Totals	-	-	-	-	1	2	101	 	3	 	52
2016	12240	277	Hawaii	-	TEAM	-	-	-	-	1	 	 	 	 	 	 
2016	12240	277	Hawaii	-	Totals	-	-	-	-	1	5	321	3	4	 	72
2016	12240	277	Hawaii	-	Opponent Totals	-	-	-	-	1	5	305	1	2	 	64
2016	12240	295	Idaho	-	Totals	-	-	-	-	1	5	325	4	8	 	157
2016	12240	295	Idaho	-	Opponent Totals	-	-	-	-	1	8	486	 	1	 	17
2016	12240	418	Michigan	-	Totals	-	-	-	-	1	4	209	3	1	 	36
2016	12240	418	Michigan	-	Opponent Totals	-	-	-	-	1	5	325	4	 	 	 
2016	12240	416	Michigan St.	-	TEAM	-	-	-	-	1	 	 	 	 	 	 
2016	12240	416	Michigan St.	-	Totals	-	-	-	-	1	7	443	2	1	 	35
2016	12240	416	Michigan St.	-	Opponent Totals	-	-	-	-	1	5	325	4	5	1	209
2016	12240	428	Minnesota	-	TEAM	-	-	-	-	1	 	 	 	 	 	 
2016	12240	428	Minnesota	-	Totals	-	-	-	-	1	3	193	 	1	 	20
2016	12240	428	Minnesota	-	Opponent Totals	-	-	-	-	1	6	386	4	3	 	57
2016	12240	466	Nevada	-	TEAM	-	-	-	-	1	 	 	 	 	 	 
2016	12240	466	Nevada	-	Totals	-	-	-	-	1	6	381	3	2	 	21
2016	12240	466	Nevada	-	Opponent Totals	-	-	-	-	1	3	171	1	3	 	72
2016	12240	457	North Carolina	-	Totals	-	-	-	-	1	4	259	3	 	 	 
2016	12240	457	North Carolina	-	Opponent Totals	-	-	-	-	1	4	260	4	1	 	24
2016	12240	519	Ohio	-	Totals	-	-	-	-	1	8	486	 	1	 	17
2016	12240	519	Ohio	-	Opponent Totals	-	-	-	-	1	5	325	4	8	 	157
2016	12240	521	Oklahoma St.	-	TEAM	-	-	-	-	1	 	 	 	 	 	 
2016	12240	521	Oklahoma St.	-	Totals	-	-	-	-	1	5	321	2	2	 	42
2016	12240	521	Oklahoma St.	-	Opponent Totals	-	-	-	-	1	4	253	2	3	 	62
2016	12240	663	SMU	-	Totals	-	-	-	-	1	4	258	3	6	 	144
2016	12240	663	SMU	-	Opponent Totals	-	-	-	-	1	9	568	3	1	 	24
2016	12240	630	San Jose St.	-	Totals	-	-	-	-	1	8	450	1	2	 	19
2016	12240	630	San Jose St.	-	Opponent Totals	-	-	-	-	1	3	178	1	6	 	156
2016	12240	648	South Carolina	-	TEAM	-	-	-	-	1	 	 	 	 	 	 
2016	12240	648	South Carolina	-	Totals	-	-	-	-	1	4	260	4	1	 	24
2016	12240	648	South Carolina	-	Opponent Totals	-	-	-	-	1	4	259	3	 	 	 
2016	12240	688	Syracuse	-	TEAM	-	-	-	-	1	 	 	 	 	 	 
2016	12240	688	Syracuse	-	Totals	-	-	-	-	1	7	446	2	2	 	46
2016	12240	688	Syracuse	-	Opponent Totals	-	-	-	-	1	2	131	 	4	 	107
2016	12240	698	TCU	-	TEAM	-	-	-	-	1	 	 	 	 	 	 
