2017	12424	4	Adrian	-	TEAM	-	-	-	-	1	""	""	""	""	""	""	""	""	""	""	""
2017	12424	4	Adrian	-	Totals	-	-	-	-	1	3	17	""	2	1	""	""	""	""	""	""
2017	12424	4	Adrian	-	Opponent Totals	-	-	-	-	1	2	14	""	2	""	""	""	""	""	""	""
2017	12424	15	Albion	-	TEAM	-	-	-	-	1	""	""	""	""	""	""	""	""	""	""	""
2017	12424	15	Albion	-	Totals	-	-	-	-	1	1	3	""	""	1	1	""	""	1	""	""
2017	12424	15	Albion	-	Opponent Totals	-	-	-	-	1	6	34	3	1	2	""	""	""	""	""	""
2017	12424	16	Albright	-	Totals	-	-	-	-	1	2	10	1	""	1	1	""	1	1	""	""
2017	12424	16	Albright	-	Opponent Totals	-	-	-	-	1	4	27	4	""	""	""	""	""	""	1	""
2017	12424	18	Alfred	-	TEAM	-	-	-	-	1	""	""	""	""	""	""	""	""	""	""	""
2017	12424	18	Alfred	-	Totals	-	-	-	-	1	4	28	3	1	""	""	""	""	""	1	""
2017	12424	18	Alfred	-	Opponent Totals	-	-	-	-	1	4	28	3	1	""	""	""	""	""	""	""
2017	12424	19	Allegheny	-	TEAM	-	-	-	-	1	""	""	""	""	""	""	""	""	""	""	""
2017	12424	19	Allegheny	-	Totals	-	-	-	-	1	2	14	1	1	""	""	2	2	""	""	""
2017	12424	19	Allegheny	-	Opponent Totals	-	-	-	-	1	3	17	2	""	1	""	""	""	1	""	""
2017	12424	21	Alma	-	TEAM	-	-	-	-	1	""	""	""	""	""	""	""	""	""	""	""
2017	12424	21	Alma	-	Totals	-	-	-	-	1	3	17	2	""	1	""	""	""	3	""	""
2017	12424	21	Alma	-	Opponent Totals	-	-	-	-	1	4	27	1	3	""	""	""	""	""	""	""
2017	12424	38	Augsburg	-	Totals	-	-	-	-	1	""	""	""	""	""	1	""	2	1	""	""
2017	12424	38	Augsburg	-	Opponent Totals	-	-	-	-	1	2	14	1	1	""	1	""	""	""	""	""
2017	12424	40	Augustana (IL)	-	TEAM	-	-	-	-	1	""	""	""	""	""	""	""	""	""	""	""
2017	12424	40	Augustana (IL)	-	Totals	-	-	-	-	1	""	""	""	""	""	""	""	""	""	""	""
2017	12424	40	Augustana (IL)	-	Opponent Totals	-	-	-	-	1	2	10	""	1	1	""	""	1	""	""	""
2017	12424	42	Aurora	-	TEAM	-	-	-	-	1	""	""	""	""	""	""	""	""	""	""	""
2017	12424	42	Aurora	-	Totals	-	-	-	-	1	1	3	""	""	1	""	""	""	1	""	""
2017	12424	42	Aurora	-	Opponent Totals	-	-	-	-	1	2	14	2	""	""	""	""	1	""	""	""
2017	12424	953	Austin	-	TEAM	-	-	-	-	1	""	""	""	""	""	""	""	""	""	""	""
2017	12424	953	Austin	-	Totals	-	-	-	-	1	4	23	2	1	1	""	""	""	2	""	""
2017	12424	953	Austin	-	Opponent Totals	-	-	-	-	1	3	20	3	""	""	""	1	""	""	""	""
2017	12424	44	Averett	-	TEAM	-	-	-	-	1	""	""	""	""	""	""	""	""	""	""	""
2017	12424	44	Averett	-	Totals	-	-	-	-	1	5	31	3	1	1	""	""	""	""	1	""
2017	12424	44	Averett	-	Opponent Totals	-	-	-	-	1	2	14	""	2	""	""	""	""	1	""	""
2017	12424	46	Baldwin Wallace	-	TEAM	-	-	-	-	1	""	""	""	""	""	""	""	""	""	""	""
2017	12424	46	Baldwin Wallace	-	Totals	-	-	-	-	1	5	35	5	""	""	""	""	""	""	""	""
2017	12424	46	Baldwin Wallace	-	Opponent Totals	-	-	-	-	1	""	""	""	""	""	""	""	""	""	""	""
2017	12424	26107	Becker	-	Totals	-	-	-	-	1	2	14	""	2	""	1	""	""	""	""	""
2017	12424	26107	Becker	-	Opponent Totals	-	-	-	-	1	2	14	1	1	""	""	""	""	1	""	""
2017	12424	53	Beloit	-	TEAM	-	-	-	-	1	""	""	""	""	""	""	""	""	""	""	""
2017	12424	53	Beloit	-	Totals	-	-	-	-	1	4	20	1	1	2	""	""	""	""	""	""
2017	12424	53	Beloit	-	Opponent Totals	-	-	-	-	1	3	20	2	1	""	""	""	""	1	""	""
2017	12424	296	Benedictine (IL)	-	TEAM	-	-	-	-	1	""	""	""	""	""	""	""	""	""	""	""
2017	12424	296	Benedictine (IL)	-	Totals	-	-	-	-	1	""	""	""	""	""	""	""	""	1	""	""
2017	12424	296	Benedictine (IL)	-	Opponent Totals	-	-	-	-	1	1	6	""	1	""	""	1	""	""	""	""
2017	12424	59	Bethany (WV)	-	TEAM	-	-	-	-	1	""	""	""	""	""	""	""	""	""	""	""
2017	12424	59	Bethany (WV)	-	Totals	-	-	-	-	1	2	13	2	""	""	""	""	""	""	1	""
2017	12424	59	Bethany (WV)	-	Opponent Totals	-	-	-	-	1	""	""	""	""	""	""	1	""	1	""	""
2017	12424	60	Bethel (MN)	-	TEAM	-	-	-	-	1	""	""	""	""	""	""	""	""	""	""	""
2017	12424	60	Bethel (MN)	-	Totals	-	-	-	-	1	4	26	4	""	""	""	""	""	2	""	""
2017	12424	60	Bethel (MN)	-	Opponent Totals	-	-	-	-	1	4	28	1	3	""	""	""	""	1	""	""
2017	12424	28593	Birmingham-So.	-	Totals	-	-	-	-	1	3	20	3	""	""	""	""	""	""	""	""
2017	12424	28593	Birmingham-So.	-	Opponent Totals	-	-	-	-	1	4	27	2	2	""	""	""	""	""	""	""
2017	12424	987	Bluffton	-	TEAM	-	-	-	-	1	""	""	""	""	""	""	""	""	""	""	""
2017	12424	987	Bluffton	-	Totals	-	-	-	-	1	5	35	1	4	""	""	""	""	""	""	""
2017	12424	987	Bluffton	-	Opponent Totals	-	-	-	-	1	1	6	1	""	""	1	""	""	""	""	""
2017	12424	75	Bridgewater (VA)	-	Totals	-	-	-	-	1	4	24	""	3	1	""	""	""	""	""	""
2017	12424	75	Bridgewater (VA)	-	Opponent Totals	-	-	-	-	1	2	14	2	""	""	""	""	""	""	""	""
2017	12424	76	Bridgewater St.	-	Totals	-	-	-	-	1	4	24	1	2	1	""	""	""	1	""	""
2017	12424	76	Bridgewater St.	-	Opponent Totals	-	-	-	-	1	3	15	""	2	1	""	""	""	""	""	""
2017	12424	78	Brockport	-	TEAM	-	-	-	-	1	""	""	""	""	""	""	""	""	""	""	""
2017	12424	78	Brockport	-	Totals	-	-	-	-	1	3	21	3	""	""	""	""	""	""	""	""
2017	12424	78	Brockport	-	Opponent Totals	-	-	-	-	1	4	27	2	2	""	""	""	""	""	1	""
2017	12424	84	Buena Vista	-	TEAM	-	-	-	-	1	""	""	""	""	""	""	""	""	""	""	""
2017	12424	84	Buena Vista	-	Totals	-	-	-	-	1	4	19	1	1	2	""	""	""	""	""	""
2017	12424	84	Buena Vista	-	Opponent Totals	-	-	-	-	1	3	21	2	1	""	""	""	""	""	""	""
2017	12424	85	Buffalo St.	-	TEAM	-	-	-	-	1	""	""	""	""	""	""	""	""	""	""	""
