2017	12424	2	Abilene Christian	-	TEAM	-	-	-	-	1	""	""	""	""	""	""	0.00	""
2017	12424	2	Abilene Christian	-	Totals	-	-	-	-	1	31	86	99	2.77	13	""	86.00	""
2017	12424	2	Abilene Christian	-	Opponent Totals	-	-	-	-	1	69	401	424	5.81	23	2	401.00	""
2017	12424	6	Alabama A&M	-	Totals	-	-	-	-	1	27	92	107	3.41	15	""	92.00	""
2017	12424	6	Alabama A&M	-	Opponent Totals	-	-	-	-	1	40	246	261	6.15	15	1	246.00	""
2017	12424	7	Alabama St.	-	Totals	-	-	-	-	1	37	145	179	3.92	34	1	145.00	""
2017	12424	7	Alabama St.	-	Opponent Totals	-	-	-	-	1	34	162	185	4.76	23	2	162.00	""
2017	12424	14	Albany (NY)	-	TEAM	-	-	-	-	1	2	-2	""	-1.00	2	""	-2.00	""
2017	12424	14	Albany (NY)	-	Totals	-	-	-	-	1	33	125	146	3.79	21	1	125.00	""
2017	12424	14	Albany (NY)	-	Opponent Totals	-	-	-	-	1	48	226	246	4.71	20	""	226.00	""
2017	12424	2678	Ark.-Pine Bluff	-	Totals	-	-	-	-	1	23	49	83	2.13	34	""	49.00	""
2017	12424	2678	Ark.-Pine Bluff	-	Opponent Totals	-	-	-	-	1	38	202	206	5.32	4	3	202.00	""
2017	12424	43	Austin Peay	-	Totals	-	-	-	-	1	41	93	118	2.27	25	""	93.00	""
2017	12424	43	Austin Peay	-	Opponent Totals	-	-	-	-	1	43	383	390	8.91	7	5	383.00	""
2017	12424	81	Bryant	-	TEAM	-	-	-	-	1	""	""	""	""	""	""	0.00	""
2017	12424	81	Bryant	-	Totals	-	-	-	-	1	29	272	284	9.38	12	2	272.00	""
2017	12424	81	Bryant	-	Opponent Totals	-	-	-	-	1	34	112	121	3.29	9	1	112.00	""
2017	12424	83	Bucknell	-	Totals	-	-	-	-	1	44	176	202	4.00	26	2	176.00	""
2017	12424	83	Bucknell	-	Opponent Totals	-	-	-	-	1	31	78	130	2.52	52	1	78.00	""
2017	12424	87	Butler	-	Totals	-	-	-	-	1	40	145	162	3.62	17	4	145.00	""
2017	12424	87	Butler	-	Opponent Totals	-	-	-	-	1	40	124	157	3.10	33	2	124.00	""
2017	12424	90	Cal Poly	-	TEAM	-	-	-	-	1	1	-1	""	-1.00	1	""	-1.00	""
2017	12424	90	Cal Poly	-	Totals	-	-	-	-	1	71	383	404	5.39	21	3	383.00	""
2017	12424	90	Cal Poly	-	Opponent Totals	-	-	-	-	1	34	174	190	5.12	16	2	174.00	""
2017	12424	115	Campbell	-	Totals	-	-	-	-	1	54	411	413	7.61	2	6	411.00	""
2017	12424	115	Campbell	-	Opponent Totals	-	-	-	-	1	42	113	181	2.69	68	1	113.00	""
2017	12424	1004	Central Ark.	-	TEAM	-	-	-	-	1	3	-5	""	-1.67	5	""	-5.00	""
2017	12424	1004	Central Ark.	-	Totals	-	-	-	-	1	57	283	300	4.96	17	4	283.00	""
2017	12424	1004	Central Ark.	-	Opponent Totals	-	-	-	-	1	40	30	144	0.75	114	""	30.00	""
2017	12424	127	Central Conn. St.	-	TEAM	-	-	-	-	1	1	-11	""	-11.00	11	""	-11.00	""
2017	12424	127	Central Conn. St.	-	Totals	-	-	-	-	1	24	85	110	3.54	25	""	85.00	""
2017	12424	127	Central Conn. St.	-	Opponent Totals	-	-	-	-	1	34	22	68	0.65	46	""	22.00	""
2017	12424	48	Charleston So.	-	TEAM	-	-	-	-	1	1	-2	""	-2.00	2	""	-2.00	""
2017	12424	48	Charleston So.	-	Totals	-	-	-	-	2	81	574	630	7.09	56	8	287.00	""
2017	12424	48	Charleston So.	-	Opponent Totals	-	-	-	-	2	79	299	377	3.78	78	2	149.50	""
2017	12424	693	Chattanooga	-	TEAM	-	-	-	-	1	3	-10	""	-3.33	10	""	-10.00	""
2017	12424	693	Chattanooga	-	Totals	-	-	-	-	1	53	253	279	4.77	26	5	253.00	""
2017	12424	693	Chattanooga	-	Opponent Totals	-	-	-	-	1	30	14	55	0.47	41	""	14.00	""
2017	12424	153	Colgate	-	TEAM	-	-	-	-	1	1	-4	""	-4.00	4	""	-4.00	""
2017	12424	153	Colgate	-	Totals	-	-	-	-	1	32	45	79	1.41	34	""	45.00	""
2017	12424	153	Colgate	-	Opponent Totals	-	-	-	-	1	35	117	141	3.34	24	1	117.00	""
2017	12424	173	Davidson	-	TEAM	-	-	-	-	1	""	""	""	""	""	""	0.00	""
2017	12424	173	Davidson	-	Totals	-	-	-	-	1	30	48	87	1.60	39	""	48.00	""
2017	12424	173	Davidson	-	Opponent Totals	-	-	-	-	1	34	153	173	4.50	20	1	153.00	""
2017	12424	175	Dayton	-	TEAM	-	-	-	-	1	3	-20	""	-6.67	20	""	-20.00	""
2017	12424	175	Dayton	-	Totals	-	-	-	-	1	41	152	186	3.71	34	2	152.00	""
2017	12424	175	Dayton	-	Opponent Totals	-	-	-	-	1	31	138	159	4.45	21	2	138.00	""
2017	12424	180	Delaware	-	Totals	-	-	-	-	1	61	395	409	6.48	14	5	395.00	""
2017	12424	180	Delaware	-	Opponent Totals	-	-	-	-	1	23	35	64	1.52	29	""	35.00	""
2017	12424	178	Delaware St.	-	Totals	-	-	-	-	1	23	35	64	1.52	29	""	35.00	""
2017	12424	178	Delaware St.	-	Opponent Totals	-	-	-	-	1	61	395	409	6.48	14	5	395.00	""
2017	12424	189	Drake	-	TEAM	-	-	-	-	1	""	""	""	""	""	""	0.00	""
2017	12424	189	Drake	-	Totals	-	-	-	-	1	33	142	164	4.30	22	2	142.00	""
2017	12424	189	Drake	-	Opponent Totals	-	-	-	-	1	47	260	275	5.53	15	3	260.00	""
2017	12424	194	Duquesne	-	Totals	-	-	-	-	1	21	34	49	1.62	15	""	34.00	""
2017	12424	194	Duquesne	-	Opponent Totals	-	-	-	-	1	53	394	413	7.43	19	3	394.00	""
2017	12424	198	ETSU	-	TEAM	-	-	-	-	1	""	""	""	""	""	""	0.00	""
2017	12424	198	ETSU	-	Totals	-	-	-	-	1	43	106	149	2.47	43	2	106.00	""
2017	12424	198	ETSU	-	Opponent Totals	-	-	-	-	1	57	166	201	2.91	35	1	166.00	""
2017	12424	201	Eastern Ill.	-	TEAM	-	-	-	-	1	""	""	""	""	""	""	0.00	""
2017	12424	201	Eastern Ill.	-	Totals	-	-	-	-	1	35	102	136	2.91	34	1	102.00	""
2017	12424	201	Eastern Ill.	-	Opponent Totals	-	-	-	-	1	44	238	262	5.41	24	4	238.00	""
2017	12424	202	Eastern Ky.	-	Totals	-	-	-	-	1	47	176	178	2	3.74	1	176.00	""
2017	12424	202	Eastern Ky.	-	Opponent Totals	-	-	-	-	1	39	261	261	""	6.69	4	261.00	""
2017	12424	207	Eastern Wash.	-	TEAM	-	-	-	-	1	1	-4	""	-4.00	4	""	-4.00	""
2017	12424	207	Eastern Wash.	-	Totals	-	-	-	-	1	25	110	141	4.40	31	1	110.00	""
2017	12424	207	Eastern Wash.	-	Opponent Totals	-	-	-	-	1	25	97	114	3.88	17	2	97.00	""
2017	12424	1068	Elon	-	Totals	-	-	-	-	1	17	59	67	3.47	8	""	59.00	""
2017	12424	1068	Elon	-	Opponent Totals	-	-	-	-	1	57	327	346	5.74	19	4	327.00	""
2017	12424	228	Florida A&M	-	TEAM	-	-	-	-	1	2	-26	""	-13.00	26	""	-26.00	""
2017	12424	228	Florida A&M	-	Totals	-	-	-	-	1	42	22	101	0.52	79	""	22.00	""
2017	12424	228	Florida A&M	-	Opponent Totals	-	-	-	-	1	36	373	384	10.36	11	5	373.00	""
