2015	11980	721	Air Force	-	TEAM	-	-	-	-	9	 	 	 	 	 	 	 	 	 	 	 	0	0.00
2015	11980	721	Air Force	-	Totals	-	-	-	-	13	50	46	47	 	1	2	2	 	 	19	1	409	0.00
2015	11980	721	Air Force	-	Opponent Totals	-	-	-	-	13	39	38	39	 	 	 	 	 	 	14	 	314	24.15
2015	11980	5	Akron	-	TEAM	-	-	-	-	8	 	 	 	 	 	 	 	 	 	 	 	0
2015	11980	5	Akron	-	Totals	-	-	-	-	12	33	32	33	 	 	 	 	 	 	13	1	271
2015	11980	5	Akron	-	Opponent Totals	-	-	-	-	12	35	28	31	 	2	 	2	 	 	13	 	277
2015	11980	8	Alabama	-	TEAM	-	-	-	-	8	 	 	 	 	 	 	 	 	 	 	 	0
2015	11980	8	Alabama	-	Totals	-	-	-	-	14	68	63	65	 	1	1	2	 	 	14	1	517
2015	11980	8	Alabama	-	Opponent Totals	-	-	-	-	14	27	23	25	1	1	1	1	 	 	23	 	258
2015	11980	27	Appalachian St.	-	TEAM	-	-	-	-	7	 	 	 	 	 	 	 	 	 	 	1	2	0.00
2015	11980	27	Appalachian St.	-	Totals	-	-	-	-	12	58	52	57	 	 	1	1	 	 	8	1	428	0.00
2015	11980	27	Appalachian St.	-	Opponent Totals	-	-	-	-	12	42	34	38	 	1	 	3	 	 	14	 	328	27.33
2015	11980	29	Arizona	-	TEAM	-	-	-	-	14	 	 	 	 	 	 	 	 	 	 	 	0	0.00
2015	11980	29	Arizona	-	Totals	-	-	-	-	14	61	57	57	 	1	 	1	 	 	20	 	483	0.00
2015	11980	29	Arizona	-	Opponent Totals	-	-	-	-	14	49	46	48	1	1	 	 	 	 	17	1	395	28.21
2015	11980	28	Arizona St.	-	TEAM	-	-	-	-	9	 	 	 	 	 	 	 	 	 	 	 	0	0.00
2015	11980	28	Arizona St.	-	Totals	-	-	-	-	13	59	53	55	 	1	2	2	 	 	23	 	480	0.00
2015	11980	28	Arizona St.	-	Opponent Totals	-	-	-	-	13	46	46	46	 	 	 	 	1	 	13	 	363	27.92
2015	11980	31	Arkansas	-	TEAM	-	-	-	-	8	 	 	 	 	 	 	 	 	 	 	 	0	0.00
2015	11980	31	Arkansas	-	Totals	-	-	-	-	13	56	52	54	 	2	 	 	 	 	9	 	415	0.00
2015	11980	31	Arkansas	-	Opponent Totals	-	-	-	-	13	33	32	32	 	 	1	1	 	 	6	 	250	19.23
2015	11980	30	Arkansas St.	-	TEAM	-	-	-	-	9	 	 	 	 	 	 	 	 	 	 	 	0	0.00
2015	11980	30	Arkansas St.	-	Totals	-	-	-	-	13	65	52	60	 	 	1	5	 	 	11	 	477	0.00
2015	11980	30	Arkansas St.	-	Opponent Totals	-	-	-	-	13	54	51	54	 	 	 	 	 	 	7	 	396	30.46
2015	11980	725	Army West Point	-	TEAM	-	-	-	-	4	 	 	 	 	 	 	 	 	 	 	 	0	0.00
2015	11980	725	Army West Point	-	Totals	-	-	-	-	12	40	36	38	 	 	1	2	 	 	7	 	299	0.00
2015	11980	725	Army West Point	-	Opponent Totals	-	-	-	-	12	50	46	47	 	 	2	2	 	 	15	 	395	32.92
2015	11980	37	Auburn	-	TEAM	-	-	-	-	8	 	 	 	 	 	 	 	 	 	 	 	0
2015	11980	37	Auburn	-	Totals	-	-	-	-	13	58	57	57	1	1	 	 	 	 	18	 	461
2015	11980	37	Auburn	-	Opponent Totals	-	-	-	-	13	45	42	43	 	1	1	1	 	 	11	 	347
2015	11980	77	BYU	-	TEAM	-	-	-	-	9	 	 	 	 	 	 	 	 	 	 	 	0	0.00
2015	11980	77	BYU	-	Totals	-	-	-	-	13	63	62	63	 	 	 	 	 	 	12	3	482	0.00
2015	11980	77	BYU	-	Opponent Totals	-	-	-	-	13	44	41	43	 	 	1	1	 	 	17	 	358	27.54
2015	11980	47	Ball St.	-	TEAM	-	-	-	-	8	 	 	 	 	 	 	 	 	 	 	 	0	0.00
2015	11980	47	Ball St.	-	Totals	-	-	-	-	12	37	35	36	 	 	 	1	 	 	25	 	332	0.00
2015	11980	47	Ball St.	-	Opponent Totals	-	-	-	-	12	42	39	40	 	 	1	2	 	 	11	 	326	27.17
2015	11980	51	Baylor	-	TEAM	-	-	-	-	9	 	 	 	 	 	 	 	 	 	 	 	0
2015	11980	51	Baylor	-	Totals	-	-	-	-	13	82	81	82	 	 	 	 	 	 	18	 	627
2015	11980	51	Baylor	-	Opponent Totals	-	-	-	-	13	43	41	41	 	1	 	1	 	 	11	 	332
2015	11980	66	Boise St.	-	TEAM	-	-	-	-	11	 	 	 	 	 	 	 	 	 	 	1	2	0.00
2015	11980	66	Boise St.	-	Totals	-	-	-	-	14	73	68	71	 	2	 	 	 	 	16	1	556	0.00
2015	11980	66	Boise St.	-	Opponent Totals	-	-	-	-	14	46	41	42	 	1	3	3	1	 	16	1	375	26.79
2015	11980	67	Boston College	-	TEAM	-	-	-	-	10	 	 	1	 	 	 	 	 	 	 	 	0	0.00
2015	11980	67	Boston College	-	Totals	-	-	-	-	13	45	35	43	 	 	 	2	 	 	12	 	341	0.00
2015	11980	67	Boston College	-	Opponent Totals	-	-	-	-	13	34	34	34	 	 	 	 	 	 	13	 	277	21.31
2015	11980	71	Bowling Green	-	TEAM	-	-	-	-	10	 	 	 	 	 	 	 	 	 	 	 	0	0.00
2015	11980	71	Bowling Green	-	Totals	-	-	-	-	14	51	45	48	 	 	 	3	 	 	23	 	420	0.00
2015	11980	71	Bowling Green	-	Opponent Totals	-	-	-	-	14	62	58	62	 	 	 	 	 	 	13	 	469	33.50
2015	11980	86	Buffalo	-	TEAM	-	-	-	-	6	 	 	 	 	 	 	 	 	 	 	 	0	0.00
2015	11980	86	Buffalo	-	Totals	-	-	-	-	11	49	41	44	 	2	1	3	 	 	6	 	355	0.00
2015	11980	86	Buffalo	-	Opponent Totals	-	-	-	-	11	47	41	45	 	1	 	1	 	 	8	 	347	31.55
2015	11980	107	California	-	TEAM	-	-	-	-	5	 	 	 	 	 	 	 	 	 	 	 	0	0.00
2015	11980	107	California	-	Totals	-	-	-	-	12	61	56	57	 	1	1	3	 	 	11	1	459	0.00
2015	11980	107	California	-	Opponent Totals	-	-	-	-	12	63	60	60	 	 	 	2	 	 	13	 	477	39.75
2015	11980	129	Central Mich.	-	TEAM	-	-	-	-	9	 	 	 	 	 	 	 	 	 	 	 	0	0.00
2015	11980	129	Central Mich.	-	Totals	-	-	-	-	13	47	42	45	 	 	1	2	 	 	8	 	350	0.00
2015	11980	129	Central Mich.	-	Opponent Totals	-	-	-	-	13	40	36	38	1	1	1	1	 	 	15	1	327	25.15
2015	11980	458	Charlotte	-	TEAM	-	-	-	-	8	 	 	 	 	 	 	 	 	 	 	 	0	0.00
2015	11980	458	Charlotte	-	Totals	-	-	-	-	11	53	47	50	 	2	1	1	 	 	20	 	427	0.00
2015	11980	458	Charlotte	-	Opponent Totals	-	-	-	-	11	46	42	43	 	1	 	1	 	 	10	 	348	31.64
2015	11980	140	Cincinnati	-	TEAM	-	-	-	-	8	 	 	 	 	 	 	 	 	 	 	 	0	0.00
2015	11980	140	Cincinnati	-	Totals	-	-	-	-	13	57	52	54	 	 	 	2	 	 	16	 	442	0.00
