2016	12240	929	Adams St.	-	TEAM	-	-	-	-	 	2	 	 
2016	12240	929	Adams St.	-	Totals	-	-	-	-	4	3	 	27
2016	12240	929	Adams St.	-	Opponent Totals	-	-	-	-	7	3	1	170
2016	12240	13	Albany St. (GA)	-	TEAM	-	-	-	-	 	2	 	 
2016	12240	13	Albany St. (GA)	-	Totals	-	-	-	-	5	3	 	60
2016	12240	13	Albany St. (GA)	-	Opponent Totals	-	-	-	-	5	3	 	7
2016	12240	934	Alderson Broaddus	-	TEAM	-	-	-	-	 	3	 	 
2016	12240	934	Alderson Broaddus	-	Totals	-	-	-	-	18	3	1	199
2016	12240	934	Alderson Broaddus	-	Opponent Totals	-	-	-	-	3	3	 	60
2016	12240	22	American Int'l	-	TEAM	-	-	-	-	 	2	 	 
2016	12240	22	American Int'l	-	Totals	-	-	-	-	10	3	 	63
2016	12240	22	American Int'l	-	Opponent Totals	-	-	-	-	2	3	 	28
2016	12240	25	Angelo St.	-	Totals	-	-	-	-	9	3	1	169
2016	12240	25	Angelo St.	-	Opponent Totals	-	-	-	-	3	3	 	71
2016	12240	8411	Ark.-Monticello	-	TEAM	-	-	-	-	 	3	 	 
2016	12240	8411	Ark.-Monticello	-	Totals	-	-	-	-	6	3	 	15
2016	12240	8411	Ark.-Monticello	-	Opponent Totals	-	-	-	-	3	3	 	29
2016	12240	947	Arkansas Tech	-	TEAM	-	-	-	-	 	3	 	 
2016	12240	947	Arkansas Tech	-	Totals	-	-	-	-	11	3	 	45
2016	12240	947	Arkansas Tech	-	Opponent Totals	-	-	-	-	1	3	 	8
2016	12240	35	Ashland	-	TEAM	-	-	-	-	 	2	 	 
2016	12240	35	Ashland	-	Totals	-	-	-	-	6	3	 	38
2016	12240	35	Ashland	-	Opponent Totals	-	-	-	-	4	3	 	29
2016	12240	36	Assumption	-	TEAM	-	-	-	-	 	2	 	 
2016	12240	36	Assumption	-	Totals	-	-	-	-	2	3	 	5
2016	12240	36	Assumption	-	Opponent Totals	-	-	-	-	1	3	 	-2
2016	12240	41	Augustana (SD)	-	TEAM	-	-	-	-	 	3	 	 
2016	12240	41	Augustana (SD)	-	Totals	-	-	-	-	3	3	 	35
2016	12240	41	Augustana (SD)	-	Opponent Totals	-	-	-	-	2	3	 	16
2016	12240	30146	Azusa Pacific	-	TEAM	-	-	-	-	 	2	 	 
2016	12240	30146	Azusa Pacific	-	Totals	-	-	-	-	11	3	 	70
2016	12240	30146	Azusa Pacific	-	Opponent Totals	-	-	-	-	5	3	 	22
2016	12240	54	Bemidji St.	-	TEAM	-	-	-	-	 	3	 	 
2016	12240	54	Bemidji St.	-	Totals	-	-	-	-	7	3	 	30
2016	12240	54	Bemidji St.	-	Opponent Totals	-	-	-	-	9	3	 	106
2016	12240	55	Benedict	-	TEAM	-	-	-	-	 	1	 	 
2016	12240	55	Benedict	-	Totals	-	-	-	-	3	3	 	9
2016	12240	55	Benedict	-	Opponent Totals	-	-	-	-	7	3	 	48
2016	12240	56	Bentley	-	TEAM	-	-	-	-	1	2	 	1
2016	12240	56	Bentley	-	Totals	-	-	-	-	7	3	 	55
2016	12240	56	Bentley	-	Opponent Totals	-	-	-	-	7	3	 	40
2016	12240	30134	Black Hills St.	-	TEAM	-	-	-	-	 	2	 	 
2016	12240	30134	Black Hills St.	-	Totals	-	-	-	-	4	3	 	43
2016	12240	30134	Black Hills St.	-	Opponent Totals	-	-	-	-	7	3	1	64
2016	12240	65	Bloomsburg	-	TEAM	-	-	-	-	 	1	 	 
2016	12240	65	Bloomsburg	-	Totals	-	-	-	-	6	3	 	23
2016	12240	65	Bloomsburg	-	Opponent Totals	-	-	-	-	2	3	 	16
2016	12240	70	Bowie St.	-	TEAM	-	-	-	-	 	2	 	 
2016	12240	70	Bowie St.	-	Totals	-	-	-	-	10	3	 	145
2016	12240	70	Bowie St.	-	Opponent Totals	-	-	-	-	4	3	 	45
2016	12240	30094	Brevard	-	TEAM	-	-	-	-	 	1	 	 
2016	12240	30094	Brevard	-	Totals	-	-	-	-	1	2	 	8
2016	12240	30094	Brevard	-	Opponent Totals	-	-	-	-	5	2	 	75
2016	12240	106	California (PA)	-	TEAM	-	-	-	-	 	2	 	 
2016	12240	106	California (PA)	-	Totals	-	-	-	-	6	3	1	138
2016	12240	106	California (PA)	-	Opponent Totals	-	-	-	-	6	3	1	118
2016	12240	1000	Carson-Newman	-	TEAM	-	-	-	-	 	1	 	 
2016	12240	1000	Carson-Newman	-	Totals	-	-	-	-	7	3	 	73
2016	12240	1000	Carson-Newman	-	Opponent Totals	-	-	-	-	3	3	 	6
2016	12240	1001	Catawba	-	TEAM	-	-	-	-	 	3	 	 
2016	12240	1001	Catawba	-	Totals	-	-	-	-	9	3	 	1
2016	12240	1001	Catawba	-	Opponent Totals	-	-	-	-	8	3	1	135
2016	12240	130	Central Mo.	-	TEAM	-	-	-	-	 	2	 	 
2016	12240	130	Central Mo.	-	Totals	-	-	-	-	1	3	 	8
2016	12240	130	Central Mo.	-	Opponent Totals	-	-	-	-	8	3	 	90
2016	12240	1009	Central Okla.	-	TEAM	-	-	-	-	 	1	 	 
2016	12240	1009	Central Okla.	-	Totals	-	-	-	-	4	3	 	30
2016	12240	1009	Central Okla.	-	Opponent Totals	-	-	-	-	1	3	 	-1
2016	12240	30049	Central St. (OH)	-	TEAM	-	-	-	-	 	2	 	 
2016	12240	30049	Central St. (OH)	-	Totals	-	-	-	-	8	3	 	76
2016	12240	30049	Central St. (OH)	-	Opponent Totals	-	-	-	-	6	3	 	44
2016	12240	1010	Central Wash.	-	TEAM	-	-	-	-	 	3	 	 
2016	12240	1010	Central Wash.	-	Totals	-	-	-	-	8	3	1	150
2016	12240	1010	Central Wash.	-	Opponent Totals	-	-	-	-	5	3	1	39
2016	12240	1012	Chadron St.	-	TEAM	-	-	-	-	 	1	 	 
2016	12240	1012	Chadron St.	-	Totals	-	-	-	-	4	3	1	73
2016	12240	1012	Chadron St.	-	Opponent Totals	-	-	-	-	5	3	 	45
2016	12240	1013	Charleston (WV)	-	TEAM	-	-	-	-	 	2	 	 
2016	12240	1013	Charleston (WV)	-	Totals	-	-	-	-	4	3	 	82
2016	12240	1013	Charleston (WV)	-	Opponent Totals	-	-	-	-	2	3	 	 
2016	12240	135	Cheyney	-	TEAM	-	-	-	-	 	2	 	 
2016	12240	135	Cheyney	-	Totals	-	-	-	-	5	3	 	39
2016	12240	135	Cheyney	-	Opponent Totals	-	-	-	-	4	3	 	24
2016	12240	8875	Chowan	-	Totals	-	-	-	-	 	1	 	 
2016	12240	8875	Chowan	-	Opponent Totals	-	-	-	-	 	1	 	 
2016	12240	143	Clarion	-	TEAM	-	-	-	-	 	3	 	 
2016	12240	143	Clarion	-	Totals	-	-	-	-	6	3	 	44
2016	12240	143	Clarion	-	Opponent Totals	-	-	-	-	5	3	 	51
