2017	12424	929	Adams St.	-	TEAM	-	-	-	-	1	11	""	""	""	""	11
2017	12424	929	Adams St.	-	Totals	-	-	-	-	1	56	30	1	""	2	86
2017	12424	929	Adams St.	-	Opponent Totals	-	-	-	-	1	49	36	8	4	42	85
2017	12424	13	Albany St. (GA)	-	TEAM	-	-	-	-	1	""	""	""	""	""	""
2017	12424	13	Albany St. (GA)	-	Totals	-	-	-	-	1	24	26	8	8	58	50
2017	12424	13	Albany St. (GA)	-	Opponent Totals	-	-	-	-	1	35	26	3	2	18	61
2017	12424	22	American Int'l	-	TEAM	-	-	-	-	1	""	""	""	""	""	""
2017	12424	22	American Int'l	-	Totals	-	-	-	-	1	38	58	5	4	39	96
2017	12424	22	American Int'l	-	Opponent Totals	-	-	-	-	1	33	24	5	4	16	57
2017	12424	25	Angelo St.	-	TEAM	-	-	-	-	1	""	""	""	""	""	""
2017	12424	25	Angelo St.	-	Totals	-	-	-	-	1	55	30	8	6	37	85
2017	12424	25	Angelo St.	-	Opponent Totals	-	-	-	-	1	55	24	12	""	47	79
2017	12424	8411	Ark.-Monticello	-	Totals	-	-	-	-	1	40	28	2	2	7	68
2017	12424	8411	Ark.-Monticello	-	Opponent Totals	-	-	-	-	1	46	36	6	2	20	82
2017	12424	947	Arkansas Tech	-	TEAM	-	-	-	-	1	""	""	""	""	""	""
2017	12424	947	Arkansas Tech	-	Totals	-	-	-	-	1	28	46	6	6	24	74
2017	12424	947	Arkansas Tech	-	Opponent Totals	-	-	-	-	1	42	50	3	6	15	92
2017	12424	35	Ashland	-	TEAM	-	-	-	-	1	""	""	""	""	""	""
2017	12424	35	Ashland	-	Totals	-	-	-	-	1	40	20	11	""	44	60
2017	12424	35	Ashland	-	Opponent Totals	-	-	-	-	1	41	22	1	2	6	63
2017	12424	36	Assumption	-	TEAM	-	-	-	-	1	""	""	""	""	""	""
2017	12424	36	Assumption	-	Totals	-	-	-	-	1	39	36	""	6	6	75
2017	12424	36	Assumption	-	Opponent Totals	-	-	-	-	1	48	38	2	6	12	86
2017	12424	41	Augustana (SD)	-	TEAM	-	-	-	-	1	""	""	""	""	""	""
2017	12424	41	Augustana (SD)	-	Totals	-	-	-	-	1	44	46	7	4	35	90
2017	12424	41	Augustana (SD)	-	Opponent Totals	-	-	-	-	1	39	40	6	2	23	79
2017	12424	30146	Azusa Pacific	-	TEAM	-	-	-	-	1	""	""	""	""	""	""
2017	12424	30146	Azusa Pacific	-	Totals	-	-	-	-	1	24	54	4	4	17	78
2017	12424	30146	Azusa Pacific	-	Opponent Totals	-	-	-	-	1	26	50	4	8	40	76
2017	12424	54	Bemidji St.	-	TEAM	-	-	-	-	1	""	""	""	""	""	""
2017	12424	54	Bemidji St.	-	Totals	-	-	-	-	1	45	74	5	4	29	119
2017	12424	54	Bemidji St.	-	Opponent Totals	-	-	-	-	1	36	30	5	2	16	66
2017	12424	55	Benedict	-	Totals	-	-	-	-	1	42	6	8	2	49	48
2017	12424	55	Benedict	-	Opponent Totals	-	-	-	-	1	40	8	10	2	42	48
2017	12424	56	Bentley	-	TEAM	-	-	-	-	1	""	""	""	""	""	""
2017	12424	56	Bentley	-	Totals	-	-	-	-	1	37	30	2	4	10	67
2017	12424	56	Bentley	-	Opponent Totals	-	-	-	-	1	38	25	7	4	29	63
2017	12424	30134	Black Hills St.	-	TEAM	-	-	-	-	1	4	""	""	""	""	4
2017	12424	30134	Black Hills St.	-	Totals	-	-	-	-	1	49	36	8	4	42	85
2017	12424	30134	Black Hills St.	-	Opponent Totals	-	-	-	-	1	56	30	1	""	2	86
2017	12424	65	Bloomsburg	-	TEAM	-	-	-	-	1	""	""	""	""	""	""
2017	12424	65	Bloomsburg	-	Totals	-	-	-	-	1	48	36	4	""	31	84
2017	12424	65	Bloomsburg	-	Opponent Totals	-	-	-	-	1	29	30	4	""	18	59
2017	12424	70	Bowie St.	-	TEAM	-	-	-	-	1	""	""	""	""	""	""
2017	12424	70	Bowie St.	-	Totals	-	-	-	-	1	43	28	8	""	30	71
2017	12424	70	Bowie St.	-	Opponent Totals	-	-	-	-	1	40	28	7	""	24	68
2017	12424	1000	Carson-Newman	-	TEAM	-	-	-	-	1	""	""	""	""	""	""
2017	12424	1000	Carson-Newman	-	Totals	-	-	-	-	1	43	32	5	""	25	75
2017	12424	1000	Carson-Newman	-	Opponent Totals	-	-	-	-	1	38	62	4	6	33	100
2017	12424	1001	Catawba	-	TEAM	-	-	-	-	1	""	""	""	""	""	""
2017	12424	1001	Catawba	-	Totals	-	-	-	-	1	29	24	6	2	16	53
2017	12424	1001	Catawba	-	Opponent Totals	-	-	-	-	1	36	44	5	6	36	80
2017	12424	130	Central Mo.	-	TEAM	-	-	-	-	1	""	""	""	""	""	""
2017	12424	130	Central Mo.	-	Totals	-	-	-	-	1	55	38	6	""	19	93
2017	12424	130	Central Mo.	-	Opponent Totals	-	-	-	-	1	36	24	5	4	38	60
2017	12424	1009	Central Okla.	-	Totals	-	-	-	-	1	41	24	2	2	10	65
2017	12424	1009	Central Okla.	-	Opponent Totals	-	-	-	-	1	52	46	3	4	9	98
2017	12424	30049	Central St. (OH)	-	Totals	-	-	-	-	1	51	16	6	""	16	67
2017	12424	30049	Central St. (OH)	-	Opponent Totals	-	-	-	-	1	56	22	7	""	21	78
2017	12424	1010	Central Wash.	-	TEAM	-	-	-	-	1	""	""	""	""	""	""
2017	12424	1010	Central Wash.	-	Totals	-	-	-	-	1	52	18	5	10	28	70
2017	12424	1010	Central Wash.	-	Opponent Totals	-	-	-	-	1	47	14	5	""	26	61
2017	12424	1012	Chadron St.	-	TEAM	-	-	-	-	1	""	""	""	""	""	""
2017	12424	1012	Chadron St.	-	Totals	-	-	-	-	1	37	44	5	8	25	81
2017	12424	1012	Chadron St.	-	Opponent Totals	-	-	-	-	1	30	22	""	6	10	52
2017	12424	1013	Charleston (WV)	-	Totals	-	-	-	-	1	37	50	1	8	13	87
2017	12424	1013	Charleston (WV)	-	Opponent Totals	-	-	-	-	1	37	32	5	2	18	69
2017	12424	135	Cheyney	-	Totals	-	-	-	-	1	51	12	8	""	51	63
2017	12424	135	Cheyney	-	Opponent Totals	-	-	-	-	1	53	14	4	""	16	67
2017	12424	8875	Chowan	-	TEAM	-	-	-	-	1	""	""	""	""	""	""
2017	12424	8875	Chowan	-	Totals	-	-	-	-	1	58	10	7	4	35	68
2017	12424	8875	Chowan	-	Opponent Totals	-	-	-	-	1	40	18	10	4	75	58
2017	12424	143	Clarion	-	TEAM	-	-	-	-	1	""	""	""	""	""	""
2017	12424	143	Clarion	-	Totals	-	-	-	-	1	43	28	""	2	2	71
2017	12424	143	Clarion	-	Opponent Totals	-	-	-	-	1	42	24	6	2	23	66
