2016	12240	721	Air Force	-	TEAM	-	-	-	-	1	 	 	 	 	 	 	 	 	 	 	 	0
2016	12240	721	Air Force	-	Totals	-	-	-	-	2	14	13	14	 	 	 	 	 	 	1	 	100
2016	12240	721	Air Force	-	Opponent Totals	-	-	-	-	2	3	2	3	 	 	 	 	 	 	1	 	23
2016	12240	5	Akron	-	Totals	-	-	-	-	3	8	8	8	 	 	 	 	 	 	2	 	62
2016	12240	5	Akron	-	Opponent Totals	-	-	-	-	3	9	8	8	 	1	 	 	 	 	4	 	74
2016	12240	8	Alabama	-	TEAM	-	-	-	-	1	 	 	 	 	 	 	 	 	 	 	1	2
2016	12240	8	Alabama	-	Totals	-	-	-	-	3	15	14	14	 	 	 	1	 	 	1	1	109
2016	12240	8	Alabama	-	Opponent Totals	-	-	-	-	3	8	7	7	 	 	 	1	 	 	5	 	70
2016	12240	27	Appalachian St.	-	Totals	-	-	-	-	2	8	8	8	 	 	 	 	 	 	1	 	59
2016	12240	27	Appalachian St.	-	Opponent Totals	-	-	-	-	2	5	5	5	 	 	 	 	 	 	2	 	41
2016	12240	29	Arizona	-	TEAM	-	-	-	-	3	 	 	 	 	 	 	 	 	 	 	 	0
2016	12240	29	Arizona	-	Totals	-	-	-	-	3	23	22	23	 	 	 	 	 	 	1	 	163
2016	12240	29	Arizona	-	Opponent Totals	-	-	-	-	3	7	5	6	 	 	 	1	 	 	6	 	65
2016	12240	28	Arizona St.	-	TEAM	-	-	-	-	2	 	 	 	 	 	 	 	 	 	 	 	0
2016	12240	28	Arizona St.	-	Totals	-	-	-	-	3	11	11	11	 	 	 	 	 	 	3	 	86
2016	12240	28	Arizona St.	-	Opponent Totals	-	-	-	-	3	9	9	9	 	 	 	 	 	 	2	 	69
2016	12240	31	Arkansas	-	TEAM	-	-	-	-	1	 	 	 	 	 	 	 	 	 	 	1	2
2016	12240	31	Arkansas	-	Totals	-	-	-	-	3	10	10	10	 	 	 	 	 	 	4	1	84
2016	12240	31	Arkansas	-	Opponent Totals	-	-	-	-	3	8	7	7	 	 	 	1	 	 	3	 	64
2016	12240	30	Arkansas St.	-	TEAM	-	-	-	-	2	 	 	 	 	 	 	 	 	 	 	 	0
2016	12240	30	Arkansas St.	-	Totals	-	-	-	-	3	13	12	12	 	 	 	1	 	 	2	 	96
2016	12240	30	Arkansas St.	-	Opponent Totals	-	-	-	-	3	12	11	12	 	 	 	 	 	 	2	 	89
2016	12240	725	Army West Point	-	TEAM	-	-	-	-	2	 	 	 	 	 	 	 	 	 	 	 	0
2016	12240	725	Army West Point	-	Totals	-	-	-	-	3	9	7	7	1	2	 	 	 	 	1	 	66
2016	12240	725	Army West Point	-	Opponent Totals	-	-	-	-	3	8	6	7	1	1	 	 	 	 	6	1	76
2016	12240	37	Auburn	-	TEAM	-	-	-	-	1	 	 	 	 	 	 	 	 	 	 	 	0
2016	12240	37	Auburn	-	Totals	-	-	-	-	3	10	10	10	 	 	 	 	 	 	3	 	79
2016	12240	37	Auburn	-	Opponent Totals	-	-	-	-	3	11	11	11	 	 	 	 	 	 	4	 	89
2016	12240	77	BYU	-	TEAM	-	-	-	-	3	 	 	 	 	 	 	 	 	 	 	 	0
2016	12240	77	BYU	-	Totals	-	-	-	-	3	11	10	10	 	 	 	 	 	 	5	 	91
2016	12240	77	BYU	-	Opponent Totals	-	-	-	-	3	10	10	10	 	 	 	 	 	 	2	 	76
2016	12240	47	Ball St.	-	TEAM	-	-	-	-	1	 	 	 	 	 	 	 	 	 	 	 	0
2016	12240	47	Ball St.	-	Totals	-	-	-	-	3	12	12	12	 	 	 	 	 	 	5	 	99
2016	12240	47	Ball St.	-	Opponent Totals	-	-	-	-	3	15	13	14	 	 	 	1	 	 	2	 	109
2016	12240	51	Baylor	-	TEAM	-	-	-	-	2	 	 	 	 	 	 	 	 	 	 	 	0
2016	12240	51	Baylor	-	Totals	-	-	-	-	2	17	15	15	1	2	 	 	 	 	1	 	122
2016	12240	51	Baylor	-	Opponent Totals	-	-	-	-	2	7	7	7	 	 	 	 	 	 	1	 	52
2016	12240	66	Boise St.	-	TEAM	-	-	-	-	3	 	 	 	 	 	 	 	 	 	 	 	0
2016	12240	66	Boise St.	-	Totals	-	-	-	-	3	12	11	12	 	 	 	 	 	 	3	 	92
2016	12240	66	Boise St.	-	Opponent Totals	-	-	-	-	3	6	6	6	 	 	 	 	 	 	2	 	48
2016	12240	67	Boston College	-	TEAM	-	-	-	-	1	 	 	 	 	 	 	 	 	 	 	 	0
2016	12240	67	Boston College	-	Totals	-	-	-	-	3	14	13	13	 	1	 	 	 	 	1	 	100
2016	12240	67	Boston College	-	Opponent Totals	-	-	-	-	3	2	2	2	 	 	 	 	 	 	1	 	17
2016	12240	71	Bowling Green	-	Totals	-	-	-	-	3	16	14	15	 	 	 	1	 	 	3	 	119
2016	12240	71	Bowling Green	-	Opponent Totals	-	-	-	-	3	16	16	16	 	 	 	 	 	 	6	 	130
2016	12240	86	Buffalo	-	TEAM	-	-	-	-	1	 	 	 	 	 	 	 	 	 	 	 	0
2016	12240	86	Buffalo	-	Totals	-	-	-	-	3	13	12	13	 	 	 	 	 	 	2	1	98
2016	12240	86	Buffalo	-	Opponent Totals	-	-	-	-	3	7	6	6	 	 	 	1	 	 	2	1	56
2016	12240	107	California	-	TEAM	-	-	-	-	2	 	 	 	 	 	 	 	 	 	 	 	0
2016	12240	107	California	-	Totals	-	-	-	-	3	21	21	21	 	 	 	 	 	 	2	 	153
2016	12240	107	California	-	Opponent Totals	-	-	-	-	3	9	8	9	 	 	 	 	 	 	1	 	65
2016	12240	129	Central Mich.	-	TEAM	-	-	-	-	2	 	 	 	 	 	 	 	 	 	 	 	0
2016	12240	129	Central Mich.	-	Totals	-	-	-	-	3	8	8	8	 	 	 	 	 	 	5	 	71
2016	12240	129	Central Mich.	-	Opponent Totals	-	-	-	-	3	8	7	7	 	 	 	 	 	 	3	 	64
2016	12240	458	Charlotte	-	TEAM	-	-	-	-	2	 	 	 	 	 	 	 	 	 	 	 	0
2016	12240	458	Charlotte	-	Totals	-	-	-	-	3	8	8	8	 	 	 	 	 	 	5	 	71
2016	12240	458	Charlotte	-	Opponent Totals	-	-	-	-	3	13	13	13	 	 	 	 	 	 	4	 	103
2016	12240	140	Cincinnati	-	TEAM	-	-	-	-	2	 	 	 	 	 	 	 	 	 	 	 	0
2016	12240	140	Cincinnati	-	Totals	-	-	-	-	4	19	17	17	 	 	 	2	 	 	10	 	161
2016	12240	140	Cincinnati	-	Opponent Totals	-	-	-	-	4	16	14	15	1	1	 	 	 	 	6	 	130
2016	12240	147	Clemson	-	TEAM	-	-	-	-	2	 	 	 	 	 	 	 	 	 	 	 	0
2016	12240	147	Clemson	-	Totals	-	-	-	-	3	14	14	14	 	 	 	 	 	 	4	 	110
2016	12240	147	Clemson	-	Opponent Totals	-	-	-	-	3	4	4	4	 	 	 	 	 	 	3	 	37
2016	12240	157	Colorado	-	TEAM	-	-	-	-	3	 	 	 	 	 	 	 	 	 	 	 	0
2016	12240	157	Colorado	-	Totals	-	-	-	-	3	11	11	11	 	 	 	 	 	 	6	 	95
