2016	12240	929	Adams St.	-	TEAM	-	-	-	-	2	 	 	 	 	0.00
2016	12240	929	Adams St.	-	Totals	-	-	-	-	3	6	1	 	29	7.00
2016	12240	929	Adams St.	-	Opponent Totals	-	-	-	-	3	11	7	 	101	18.00
2016	12240	13	Albany St. (GA)	-	TEAM	-	-	-	-	2	 	 	 	 	0.00
2016	12240	13	Albany St. (GA)	-	Totals	-	-	-	-	3	15	4	 	98	19.00
2016	12240	13	Albany St. (GA)	-	Opponent Totals	-	-	-	-	3	3	6	1	131	9.00
2016	12240	934	Alderson Broaddus	-	TEAM	-	-	-	-	3	 	 	 	 	0.00
2016	12240	934	Alderson Broaddus	-	Totals	-	-	-	-	3	15	4	 	6	19.00
2016	12240	934	Alderson Broaddus	-	Opponent Totals	-	-	-	-	3	6	7	2	149	13.00
2016	12240	22	American Int'l	-	TEAM	-	-	-	-	2	 	 	 	 	0.00
2016	12240	22	American Int'l	-	Totals	-	-	-	-	3	9	3	1	76	12.00
2016	12240	22	American Int'l	-	Opponent Totals	-	-	-	-	3	7	4	1	69	11.00
2016	12240	25	Angelo St.	-	Totals	-	-	-	-	3	16	3	1	51	19.00
2016	12240	25	Angelo St.	-	Opponent Totals	-	-	-	-	3	7	3	 	 	10.00
2016	12240	8411	Ark.-Monticello	-	TEAM	-	-	-	-	3	 	 	 	 	0.00
2016	12240	8411	Ark.-Monticello	-	Totals	-	-	-	-	3	12	1	 	 	13.00
2016	12240	8411	Ark.-Monticello	-	Opponent Totals	-	-	-	-	3	12	4	 	56	16.00
2016	12240	947	Arkansas Tech	-	TEAM	-	-	-	-	3	 	 	 	 	0.00
2016	12240	947	Arkansas Tech	-	Totals	-	-	-	-	3	20	4	 	1	24.00
2016	12240	947	Arkansas Tech	-	Opponent Totals	-	-	-	-	3	6	2	 	7	8.00
2016	12240	35	Ashland	-	TEAM	-	-	-	-	2	 	 	 	 	0.00
2016	12240	35	Ashland	-	Totals	-	-	-	-	3	11	3	 	 	14.00
2016	12240	35	Ashland	-	Opponent Totals	-	-	-	-	3	8	3	1	98	11.00
2016	12240	36	Assumption	-	TEAM	-	-	-	-	2	 	 	 	 	0.00
2016	12240	36	Assumption	-	Totals	-	-	-	-	3	16	3	 	5	19.00
2016	12240	36	Assumption	-	Opponent Totals	-	-	-	-	3	13	3	1	47	16.00
2016	12240	41	Augustana (SD)	-	TEAM	-	-	-	-	3	 	 	 	 	0.00
2016	12240	41	Augustana (SD)	-	Totals	-	-	-	-	3	6	2	 	-5	8.00
2016	12240	41	Augustana (SD)	-	Opponent Totals	-	-	-	-	3	8	5	 	31	13.00
2016	12240	30146	Azusa Pacific	-	TEAM	-	-	-	-	2	 	 	 	 	0.00
2016	12240	30146	Azusa Pacific	-	Totals	-	-	-	-	3	3	2	 	2	5.00
2016	12240	30146	Azusa Pacific	-	Opponent Totals	-	-	-	-	3	7	4	 	22	11.00
2016	12240	54	Bemidji St.	-	TEAM	-	-	-	-	3	 	 	 	 	0.00
