2016	12240	4	Adrian	29	1728541	Gaines, D'Angelo	http://stats.ncaa.org/player?game_sport_year_ctl_id=12240&stats_player_seq=1728541	Fr	DB	3	0	 	2	 	 
2016	12240	4	Adrian	19	1506462	Milarch, Stephen	http://stats.ncaa.org/player?game_sport_year_ctl_id=12240&stats_player_seq=1506462	Jr	QB	3	0	 	 	 	3
2016	12240	4	Adrian	33	1614323	Fuller, Damon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12240&stats_player_seq=1614323	So	DL	3	0	 	 	1	 
2016	12240	4	Adrian	17	1728539	Adams, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=12240&stats_player_seq=1728539	Fr	LB	3	0	1	 	 	 
2016	12240	4	Adrian	9	1728538	Amos, Seville	http://stats.ncaa.org/player?game_sport_year_ctl_id=12240&stats_player_seq=1728538	Fr	DB	2	0	 	 	1	 
2016	12240	4	Adrian	3	1476929	Miles, Marc	http://stats.ncaa.org/player?game_sport_year_ctl_id=12240&stats_player_seq=1476929	Sr	DB	2	0	1	 	 	 
2016	12240	4	Adrian	53	1476940	Tucker, Dontrell	http://stats.ncaa.org/player?game_sport_year_ctl_id=12240&stats_player_seq=1476940	Sr	LB	2	0	 	 	1	 
2016	12240	4	Adrian	34	1579875	Burnett, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=12240&stats_player_seq=1579875	Sr	DB	2	0	 	 	2	 
2016	12240	4	Adrian	31	1614322	Davis, Jacob	http://stats.ncaa.org/player?game_sport_year_ctl_id=12240&stats_player_seq=1614322	So	DB	2	0	 	1	 	 
2016	12240	4	Adrian	24	1617533	Bell, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=12240&stats_player_seq=1617533	So	DB	1	0	 	 	1	 
2016	12240	4	Adrian	3A	1732178	Garner, Jarius	http://stats.ncaa.org/player?game_sport_year_ctl_id=12240&stats_player_seq=1732178	N/A	""	1	0	 	 	1	 
2016	12240	15	Albion	10	1379645	Czarnecki, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=12240&stats_player_seq=1379645	Sr	RB	3	2	 	1	 	 
2016	12240	15	Albion	23	1386062	Simon, David	http://stats.ncaa.org/player?game_sport_year_ctl_id=12240&stats_player_seq=1386062	Sr	DB	3	2	 	 	2	 
2016	12240	15	Albion	9	1618711	Shepard, Jeremy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12240&stats_player_seq=1618711	So	DB	3	2	1	 	1	 
2016	12240	15	Albion	8	1508891	Waite, Antony	http://stats.ncaa.org/player?game_sport_year_ctl_id=12240&stats_player_seq=1508891	Jr	DB	3	2	 	 	1	 
2016	12240	15	Albion	20	1379677	Pelayo, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=12240&stats_player_seq=1379677	Sr	DB	3	2	 	 	1	 
2016	12240	15	Albion	25	1379697	Slotnick, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=12240&stats_player_seq=1379697	Sr	WR	3	2	 	1	 	 
2016	12240	16	Albright	8	1502825	Thomas, Donte	http://stats.ncaa.org/player?game_sport_year_ctl_id=12240&stats_player_seq=1502825	So	DB	2	2	1	 	1	 
2016	12240	16	Albright	34	1704252	Barroso, Steve	http://stats.ncaa.org/player?game_sport_year_ctl_id=12240&stats_player_seq=1704252	Sr	LB	2	2	2	 	 	 
2016	12240	16	Albright	22	1614061	Boyce, Kali	http://stats.ncaa.org/player?game_sport_year_ctl_id=12240&stats_player_seq=1614061	Jr	DB	2	2	 	 	1	 
