2016	12240	721	Air Force	-	TEAM	-	-	-	-	 	1	 	 	 
2016	12240	721	Air Force	-	Totals	-	-	-	-	 	2	 	49	 
2016	12240	721	Air Force	-	Opponent Totals	-	-	-	-	 	2	 	 	 
2016	12240	5	Akron	-	Totals	-	-	-	-	 	3	 	48	 
2016	12240	5	Akron	-	Opponent Totals	-	-	-	-	 	3	 	46	 
2016	12240	8	Alabama	-	TEAM	-	-	-	-	 	1	 	 	 
2016	12240	8	Alabama	-	Totals	-	-	-	-	 	3	 	36	 
2016	12240	8	Alabama	-	Opponent Totals	-	-	-	-	 	3	 	32	 
2016	12240	27	Appalachian St.	-	Totals	-	-	-	-	 	2	 	25	 
2016	12240	27	Appalachian St.	-	Opponent Totals	-	-	-	-	 	2	 	8	 
2016	12240	29	Arizona	-	TEAM	-	-	-	-	1	3	 	1	1.0
2016	12240	29	Arizona	-	Totals	-	-	-	-	 	3	 	37	 
2016	12240	29	Arizona	-	Opponent Totals	-	-	-	-	 	3	 	20	 
2016	12240	28	Arizona St.	-	TEAM	-	-	-	-	 	2	 	 	 
2016	12240	28	Arizona St.	-	Totals	-	-	-	-	 	3	 	35	 
2016	12240	28	Arizona St.	-	Opponent Totals	-	-	-	-	 	3	 	67	 
2016	12240	31	Arkansas	-	TEAM	-	-	-	-	 	1	 	 	 
2016	12240	31	Arkansas	-	Totals	-	-	-	-	 	3	 	6	 
2016	12240	31	Arkansas	-	Opponent Totals	-	-	-	-	 	3	 	 	 
2016	12240	30	Arkansas St.	-	TEAM	-	-	-	-	 	2	 	 	 
2016	12240	30	Arkansas St.	-	Totals	-	-	-	-	 	3	 	54	 
2016	12240	30	Arkansas St.	-	Opponent Totals	-	-	-	-	 	3	 	32	 
2016	12240	725	Army West Point	-	TEAM	-	-	-	-	 	2	 	 	 
2016	12240	725	Army West Point	-	Totals	-	-	-	-	 	3	 	36	 
2016	12240	725	Army West Point	-	Opponent Totals	-	-	-	-	 	3	 	1	 
2016	12240	37	Auburn	-	TEAM	-	-	-	-	 	1	 	 	 
2016	12240	37	Auburn	-	Totals	-	-	-	-	 	3	 	42	 
2016	12240	37	Auburn	-	Opponent Totals	-	-	-	-	 	3	 	24	 
2016	12240	77	BYU	-	TEAM	-	-	-	-	 	3	 	 	 
2016	12240	77	BYU	-	Totals	-	-	-	-	 	3	 	42	 
2016	12240	77	BYU	-	Opponent Totals	-	-	-	-	 	3	 	74	 
2016	12240	47	Ball St.	-	TEAM	-	-	-	-	 	1	 	 	 
2016	12240	47	Ball St.	-	Totals	-	-	-	-	 	3	 	41	 
2016	12240	47	Ball St.	-	Opponent Totals	-	-	-	-	 	3	 	24	 
2016	12240	51	Baylor	-	TEAM	-	-	-	-	 	2	 	 	 
2016	12240	51	Baylor	-	Totals	-	-	-	-	 	2	 	19	 
2016	12240	51	Baylor	-	Opponent Totals	-	-	-	-	 	2	 	21	 
2016	12240	66	Boise St.	-	TEAM	-	-	-	-	 	3	 	 	 
2016	12240	66	Boise St.	-	Totals	-	-	-	-	 	3	 	55	 
2016	12240	66	Boise St.	-	Opponent Totals	-	-	-	-	 	3	 	52	 
2016	12240	67	Boston College	-	TEAM	-	-	-	-	 	1	 	 	 
2016	12240	67	Boston College	-	Totals	-	-	-	-	 	3	 	89	 
2016	12240	67	Boston College	-	Opponent Totals	-	-	-	-	 	3	 	30	 
2016	12240	71	Bowling Green	-	Totals	-	-	-	-	 	3	 	19	 
2016	12240	71	Bowling Green	-	Opponent Totals	-	-	-	-	 	3	 	71	 
2016	12240	86	Buffalo	-	TEAM	-	-	-	-	 	1	 	 	 
2016	12240	86	Buffalo	-	Totals	-	-	-	-	 	3	 	54	 
2016	12240	86	Buffalo	-	Opponent Totals	-	-	-	-	 	3	 	53	 
2016	12240	107	California	-	TEAM	-	-	-	-	 	2	 	 	 
2016	12240	107	California	-	Totals	-	-	-	-	 	3	 	40	 
2016	12240	107	California	-	Opponent Totals	-	-	-	-	 	3	 	39	 
2016	12240	129	Central Mich.	-	TEAM	-	-	-	-	 	2	 	 	 
2016	12240	129	Central Mich.	-	Totals	-	-	-	-	 	3	 	21	 
2016	12240	129	Central Mich.	-	Opponent Totals	-	-	-	-	 	3	 	62	 
2016	12240	458	Charlotte	-	TEAM	-	-	-	-	 	2	 	 	 
2016	12240	458	Charlotte	-	Totals	-	-	-	-	 	3	 	48	 
2016	12240	458	Charlotte	-	Opponent Totals	-	-	-	-	 	3	 	78	 
2016	12240	140	Cincinnati	-	TEAM	-	-	-	-	 	2	 	 	 
2016	12240	140	Cincinnati	-	Totals	-	-	-	-	 	3	 	27	 
2016	12240	140	Cincinnati	-	Opponent Totals	-	-	-	-	 	3	 	18	 
2016	12240	147	Clemson	-	TEAM	-	-	-	-	 	2	 	 	 
2016	12240	147	Clemson	-	Totals	-	-	-	-	 	3	 	42	 
2016	12240	147	Clemson	-	Opponent Totals	-	-	-	-	 	3	 	32	 
