2015	11980	721	Air Force	-	Totals	-	-	-	-	8	13	10	4
2015	11980	721	Air Force	-	Opponent Totals	-	-	-	-	13	8	4	10
2015	11980	5	Akron	-	TEAM	-	-	-	-	 	 	1	 
2015	11980	5	Akron	-	Totals	-	-	-	-	11	13	12	14
2015	11980	5	Akron	-	Opponent Totals	-	-	-	-	12	14	11	13
2015	11980	8	Alabama	-	TEAM	-	-	-	-	1	1	 	 
2015	11980	8	Alabama	-	Totals	-	-	-	-	9	12	11	10
2015	11980	8	Alabama	-	Opponent Totals	-	-	-	-	12	9	10	11
2015	11980	27	Appalachian St.	-	Totals	-	-	-	-	7	12	10	11
2015	11980	27	Appalachian St.	-	Opponent Totals	-	-	-	-	10	11	7	12
2015	11980	29	Arizona	-	Totals	-	-	-	-	13	13	8	10
2015	11980	29	Arizona	-	Opponent Totals	-	-	-	-	8	10	13	13
2015	11980	28	Arizona St.	-	Totals	-	-	-	-	13	4	14	9
2015	11980	28	Arizona St.	-	Opponent Totals	-	-	-	-	4	13	9	14
2015	11980	31	Arkansas	-	Totals	-	-	-	-	12	11	12	6
2015	11980	31	Arkansas	-	Opponent Totals	-	-	-	-	11	12	6	12
2015	11980	30	Arkansas St.	-	TEAM	-	-	-	-	1	 	 	 
2015	11980	30	Arkansas St.	-	Totals	-	-	-	-	12	16	14	8
2015	11980	30	Arkansas St.	-	Opponent Totals	-	-	-	-	14	8	12	16
2015	11980	725	Army West Point	-	Totals	-	-	-	-	4	11	11	2
2015	11980	725	Army West Point	-	Opponent Totals	-	-	-	-	11	2	4	11
2015	11980	37	Auburn	-	TEAM	-	-	-	-	 	1	 	 
2015	11980	37	Auburn	-	Totals	-	-	-	-	5	13	22	7
2015	11980	37	Auburn	-	Opponent Totals	-	-	-	-	13	5	7	22
2015	11980	77	BYU	-	TEAM	-	-	-	-	 	2	 	 
2015	11980	77	BYU	-	Totals	-	-	-	-	12	15	14	12
2015	11980	77	BYU	-	Opponent Totals	-	-	-	-	15	12	12	14
2015	11980	47	Ball St.	-	Totals	-	-	-	-	14	8	10	7
2015	11980	47	Ball St.	-	Opponent Totals	-	-	-	-	8	14	7	10
2015	11980	51	Baylor	-	Totals	-	-	-	-	13	5	13	8
2015	11980	51	Baylor	-	Opponent Totals	-	-	-	-	5	13	8	13
2015	11980	66	Boise St.	-	Totals	-	-	-	-	9	22	9	15
2015	11980	66	Boise St.	-	Opponent Totals	-	-	-	-	9	15	9	22
2015	11980	67	Boston College	-	Totals	-	-	-	-	5	9	3	10
2015	11980	67	Boston College	-	Opponent Totals	-	-	-	-	3	10	5	9
2015	11980	71	Bowling Green	-	Totals	-	-	-	-	17	16	10	13
2015	11980	71	Bowling Green	-	Opponent Totals	-	-	-	-	10	13	17	16
2015	11980	86	Buffalo	-	Totals	-	-	-	-	13	2	6	12
2015	11980	86	Buffalo	-	Opponent Totals	-	-	-	-	6	12	13	2
2015	11980	107	California	-	Totals	-	-	-	-	5	12	10	10
2015	11980	107	California	-	Opponent Totals	-	-	-	-	10	10	5	12
2015	11980	129	Central Mich.	-	Totals	-	-	-	-	8	14	14	13
2015	11980	129	Central Mich.	-	Opponent Totals	-	-	-	-	14	13	8	14
2015	11980	458	Charlotte	-	TEAM	-	-	-	-	 	 	1	 
2015	11980	458	Charlotte	-	Totals	-	-	-	-	9	13	14	11
2015	11980	458	Charlotte	-	Opponent Totals	-	-	-	-	14	11	9	13
2015	11980	140	Cincinnati	-	TEAM	-	-	-	-	 	1	 	 
2015	11980	140	Cincinnati	-	Totals	-	-	-	-	16	8	8	14
2015	11980	140	Cincinnati	-	Opponent Totals	-	-	-	-	8	16	14	8
2015	11980	147	Clemson	-	TEAM	-	-	-	-	 	 	1	 
2015	11980	147	Clemson	-	Totals	-	-	-	-	12	12	6	12
2015	11980	147	Clemson	-	Opponent Totals	-	-	-	-	6	12	12	12
2015	11980	157	Colorado	-	Totals	-	-	-	-	8	3	6	15
2015	11980	157	Colorado	-	Opponent Totals	-	-	-	-	6	15	8	3
2015	11980	156	Colorado St.	-	TEAM	-	-	-	-	 	1	 	 
2015	11980	156	Colorado St.	-	Totals	-	-	-	-	6	10	13	7
2015	11980	156	Colorado St.	-	Opponent Totals	-	-	-	-	10	6	7	13
2015	11980	193	Duke	-	Totals	-	-	-	-	10	7	11	8
2015	11980	193	Duke	-	Opponent Totals	-	-	-	-	7	10	8	11
2015	11980	196	East Carolina	-	Totals	-	-	-	-	5	12	14	11
2015	11980	196	East Carolina	-	Opponent Totals	-	-	-	-	12	5	11	14
2015	11980	204	Eastern Mich.	-	TEAM	-	-	-	-	 	1	 	 
2015	11980	204	Eastern Mich.	-	Totals	-	-	-	-	6	19	6	11
2015	11980	204	Eastern Mich.	-	Opponent Totals	-	-	-	-	19	6	11	6
2015	11980	231	FIU	-	Totals	-	-	-	-	19	12	14	10
2015	11980	231	FIU	-	Opponent Totals	-	-	-	-	12	19	10	14
2015	11980	229	Fla. Atlantic	-	Totals	-	-	-	-	7	8	13	5
2015	11980	229	Fla. Atlantic	-	Opponent Totals	-	-	-	-	13	5	7	8
2015	11980	235	Florida	-	TEAM	-	-	-	-	 	 	2	 
2015	11980	235	Florida	-	Totals	-	-	-	-	13	14	8	13
2015	11980	235	Florida	-	Opponent Totals	-	-	-	-	8	13	13	14
2015	11980	234	Florida St.	-	Totals	-	-	-	-	12	12	14	20
2015	11980	234	Florida St.	-	Opponent Totals	-	-	-	-	12	12	20	14
2015	11980	96	Fresno St.	-	TEAM	-	-	-	-	 	 	1	 
2015	11980	96	Fresno St.	-	Totals	-	-	-	-	11	9	6	21
2015	11980	96	Fresno St.	-	Opponent Totals	-	-	-	-	6	21	11	9
2015	11980	253	Ga. Southern	-	Totals	-	-	-	-	7	8	13	4
