2016	12240	29	Arizona	-	TEAM	-	-	-	-	1	 	 	 	""	 	""	0.00	""	""	0.00
2016	12240	29	Arizona	-	Totals	-	-	-	-	1	36	22	 	229	4	151.21	22.00	10.409	0.611	229.00
2016	12240	29	Arizona	-	Opponent Totals	-	-	-	-	1	45	25	1	332	2	127.75	25.00	13.280	0.556	332.00
2016	12240	47	Ball St.	-	TEAM	-	-	-	-	1	1	 	 	0	 	0.00	0.00	""	0.000	0.00
2016	12240	47	Ball St.	-	Totals	-	-	-	-	1	53	34	1	338	1	120.17	34.00	9.941	0.642	338.00
2016	12240	47	Ball St.	-	Opponent Totals	-	-	-	-	1	49	35	 	444	3	167.75	35.00	12.686	0.714	444.00
2016	12240	51	Baylor	-	TEAM	-	-	-	-	1	 	 	 	""	 	""	0.00	""	""	0.00
2016	12240	51	Baylor	-	Totals	-	-	-	-	1	32	17	1	423	6	219.79	17.00	24.882	0.531	423.00
2016	12240	51	Baylor	-	Opponent Totals	-	-	-	-	1	24	16	2	166	2	135.60	16.00	10.375	0.667	166.00
2016	12240	129	Central Mich.	-	Totals	-	-	-	-	1	42	29	1	265	 	117.29	29.00	9.138	0.690	265.00
2016	12240	129	Central Mich.	-	Opponent Totals	-	-	-	-	1	32	22	 	266	1	148.89	22.00	12.091	0.688	266.00
2016	12240	458	Charlotte	-	TEAM	-	-	-	-	1	 	 	 	""	 	""	0.00	""	""	0.00
2016	12240	458	Charlotte	-	Totals	-	-	-	-	1	32	19	2	244	1	121.24	19.00	12.842	0.594	244.00
2016	12240	458	Charlotte	-	Opponent Totals	-	-	-	-	1	43	25	1	299	2	127.25	25.00	11.960	0.581	299.00
2016	12240	157	Colorado	-	TEAM	-	-	-	-	1	 	 	 	""	 	""	0.00	""	""	0.00
2016	12240	157	Colorado	-	Totals	-	-	-	-	1	40	23	1	156	 	85.26	23.00	6.783	0.575	156.00
2016	12240	157	Colorado	-	Opponent Totals	-	-	-	-	1	38	19	2	202	3	110.18	19.00	10.632	0.500	202.00
2016	12240	193	Duke	-	TEAM	-	-	-	-	1	 	 	 	""	 	""	0.00	""	""	0.00
2016	12240	193	Duke	-	Totals	-	-	-	-	1	44	29	 	324	2	142.76	29.00	11.172	0.659	324.00
2016	12240	193	Duke	-	Opponent Totals	-	-	-	-	1	42	24	1	246	1	109.44	24.00	10.250	0.571	246.00
2016	12240	231	FIU	-	TEAM	-	-	-	-	1	 	 	 	""	 	""	0.00	""	""	0.00
2016	12240	231	FIU	-	Totals	-	-	-	-	1	38	29	 	260	1	142.47	29.00	8.966	0.763	260.00
2016	12240	231	FIU	-	Opponent Totals	-	-	-	-	1	34	23	 	249	2	148.58	23.00	10.826	0.676	249.00
2016	12240	96	Fresno St.	-	TEAM	-	-	-	-	1	 	 	 	""	 	""	0.00	""	""	0.00
2016	12240	96	Fresno St.	-	Totals	-	-	-	-	1	45	22	2	217	4	109.84	22.00	9.864	0.489	217.00
2016	12240	96	Fresno St.	-	Opponent Totals	-	-	-	-	1	45	30	2	213	1	104.87	30.00	7.100	0.667	213.00
2016	12240	254	Georgia St.	-	TEAM	-	-	-	-	1	 	 	 	""	 	""	0.00	""	""	0.00
2016	12240	254	Georgia St.	-	Totals	-	-	-	-	1	43	25	1	299	2	127.25	25.00	11.960	0.581	299.00
2016	12240	254	Georgia St.	-	Opponent Totals	-	-	-	-	1	32	19	2	244	1	121.24	19.00	12.842	0.594	244.00
2016	12240	255	Georgia Tech	-	TEAM	-	-	-	-	1	 	 	 	""	 	""	0.00	""	""	0.00
2016	12240	255	Georgia Tech	-	Totals	-	-	-	-	1	5	4	 	77	1	275.36	4.00	19.250	0.800	77.00
2016	12240	255	Georgia Tech	-	Opponent Totals	-	-	-	-	1	28	10	1	106	 	60.37	10.00	10.600	0.357	106.00
2016	12240	277	Hawaii	-	TEAM	-	-	-	-	1	 	 	 	""	 	""	0.00	""	""	0.00
2016	12240	277	Hawaii	-	Totals	-	-	-	-	1	38	19	2	202	3	110.18	19.00	10.632	0.500	202.00
2016	12240	277	Hawaii	-	Opponent Totals	-	-	-	-	1	40	23	1	156	 	85.26	23.00	6.783	0.575	156.00
2016	12240	295	Idaho	-	Totals	-	-	-	-	1	47	35	2	285	1	123.91	35.00	8.143	0.745	285.00
2016	12240	295	Idaho	-	Opponent Totals	-	-	-	-	1	25	20	 	284	3	215.02	20.00	14.200	0.800	284.00
2016	12240	418	Michigan	-	Totals	-	-	-	-	1	43	27	3	279	2	118.69	27.00	10.333	0.628	279.00
2016	12240	418	Michigan	-	Opponent Totals	-	-	-	-	1	33	24	1	208	 	119.61	24.00	8.667	0.727	208.00
