2016	12240	4	Adrian	-	TEAM	-	-	-	-	3	 	0.00	 	""	 	0.00
2016	12240	4	Adrian	-	Totals	-	-	-	-	3	34	11.33	453	13.32	2	151.00
2016	12240	4	Adrian	-	Opponent Totals	-	-	-	-	3	42	14.00	676	16.10	2	225.33
2016	12240	15	Albion	-	TEAM	-	-	-	-	2	 	0.00	 	""	 	0.00
2016	12240	15	Albion	-	Totals	-	-	-	-	3	75	25.00	916	12.21	10	305.33
2016	12240	15	Albion	-	Opponent Totals	-	-	-	-	3	75	25.00	1,035	13.80	10	345.00
2016	12240	16	Albright	-	TEAM	-	-	-	-	2	 	0.00	 	""	 	0.00
2016	12240	16	Albright	-	Totals	-	-	-	-	2	43	21.50	396	9.21	3	198.00
2016	12240	16	Albright	-	Opponent Totals	-	-	-	-	2	31	15.50	362	11.68	2	181.00
2016	12240	18	Alfred	-	TEAM	-	-	-	-	3	 	0.00	 	""	 	0.00
2016	12240	18	Alfred	-	Totals	-	-	-	-	3	35	11.67	542	15.49	5	180.67
2016	12240	18	Alfred	-	Opponent Totals	-	-	-	-	3	49	16.33	576	11.76	7	192.00
2016	12240	19	Allegheny	-	TEAM	-	-	-	-	3	 	0.00	 	""	 	0.00
2016	12240	19	Allegheny	-	Totals	-	-	-	-	3	36	12.00	451	12.53	4	150.33
2016	12240	19	Allegheny	-	Opponent Totals	-	-	-	-	3	49	16.33	570	11.63	4	190.00
2016	12240	21	Alma	-	TEAM	-	-	-	-	1	 	0.00	 	""	 	0.00
2016	12240	21	Alma	-	Totals	-	-	-	-	3	45	15.00	481	10.69	2	160.33
2016	12240	21	Alma	-	Opponent Totals	-	-	-	-	3	40	13.33	499	12.47	3	166.33
2016	12240	939	Anderson (IN)	-	TEAM	-	-	-	-	2	 	0.00	 	""	 	0.00
2016	12240	939	Anderson (IN)	-	Totals	-	-	-	-	3	55	18.33	599	10.89	4	199.67
2016	12240	939	Anderson (IN)	-	Opponent Totals	-	-	-	-	3	56	18.67	730	13.04	8	243.33
