2015	11980	721	Air Force	-	TEAM	-	-	-	-	9	 	-40	""	-40	19	0.00	 	 	 	 	""	 	""	0.00
2015	11980	721	Air Force	-	Totals	-	-	-	-	13	410:07	3,550	1,893	5,443	1,002	0.00	198	74	15	46	3.54	460	35.38	418.69
2015	11980	721	Air Force	-	Opponent Totals	-	-	-	-	13	369:53	1,763	3,369	5,132	895	5.73	91	144	14	59	4.54	535	41.15	394.77
2015	11980	5	Akron	-	TEAM	-	-	-	-	8	-24	 	0	-24	11	0.00	 	 	 	 	""	 	""	0.00
2015	11980	5	Akron	-	Totals	-	-	-	-	12	1,484	349:11	2,995	4,479	891	0.00	93	142	25	101	8.42	870	72.50	350.17
2015	11980	5	Akron	-	Opponent Totals	-	-	-	-	12	1,783	370:49	2,670	4,453	859	5.18	100	124	31	95	7.92	849	70.75	335.67
2015	11980	8	Alabama	-	TEAM	-	-	-	-	8	 	-10	0	-10	6	0.00	 	 	 	 	""	 	""	0.00
2015	11980	8	Alabama	-	Totals	-	-	-	-	14	444:38	2,893	3,890	6,783	1,018	0.00	154	170	16	69	4.93	562	40.14	484.50
2015	11980	8	Alabama	-	Opponent Totals	-	-	-	-	14	387:29	1,434	3,164	4,598	945	4.87	81	141	12	61	4.36	516	36.86	328.43
2015	11980	27	Appalachian St.	-	TEAM	-	-	-	-	7	 	-19	""	-19	8	0.00	 	 	 	 	""	 	""	0.00
2015	11980	27	Appalachian St.	-	Totals	-	-	-	-	12	376:06	2,901	2,637	5,538	877	0.00	137	114	32	88	7.33	755	62.92	461.50
2015	11980	27	Appalachian St.	-	Opponent Totals	-	-	-	-	12	343:54	1,828	2,342	4,170	786	5.31	94	100	19	80	6.67	837	69.75	347.50
2015	11980	29	Arizona	-	TEAM	-	-	-	-	14	-20	 	0	-20	15	0.00	 	 	 	 	""	 	""	0.00
2015	11980	29	Arizona	-	Totals	-	-	-	-	14	2,546	381:13	3,945	6,491	1,139	0.00	128	176	42	92	6.57	881	62.93	463.64
2015	11980	29	Arizona	-	Opponent Totals	-	-	-	-	14	2,377	458:47	3,937	6,314	1,115	5.66	120	188	29	124	8.86	1,086	77.57	451.00
2015	11980	28	Arizona St.	-	TEAM	-	-	-	-	9	-20	 	""	-20	12	0.00	 	 	 	 	""	 	""	0.00
2015	11980	28	Arizona St.	-	Totals	-	-	-	-	13	2,194	373:11	3,556	5,750	975	0.00	110	166	25	58	4.46	421	32.38	442.31
2015	11980	28	Arizona St.	-	Opponent Totals	-	-	-	-	13	2,046	406:49	3,376	5,422	964	5.62	100	146	15	91	7.00	796	61.23	417.08
2015	11980	31	Arkansas	-	TEAM	-	-	-	-	8	 	-25	0	-25	12	0.00	 	 	 	 	""	 	""	0.00
2015	11980	31	Arkansas	-	Totals	-	-	-	-	13	442:37	2,834	2,444	5,278	916	0.00	146	120	22	68	5.23	581	44.69	406.00
2015	11980	31	Arkansas	-	Opponent Totals	-	-	-	-	13	337:23	1,490	2,714	4,204	821	5.12	97	115	13	77	5.92	638	49.08	323.38
2015	11980	30	Arkansas St.	-	TEAM	-	-	-	-	9	 	-54	0	-54	10	0.00	 	 	 	 	""	 	""	0.00
2015	11980	30	Arkansas St.	-	Totals	-	-	-	-	13	375:05	2,813	3,381	6,194	1,024	0.00	145	139	20	104	8.00	905	69.62	476.46
2015	11980	30	Arkansas St.	-	Opponent Totals	-	-	-	-	13	404:55	2,668	2,808	5,476	975	5.62	146	108	25	91	7.00	793	61.00	421.23
2015	11980	725	Army West Point	-	TEAM	-	-	-	-	4	-37	 	""	-37	3	0.00	 	 	 	 	""	 	""	0.00
2015	11980	725	Army West Point	-	Totals	-	-	-	-	12	3,558	372:43	747	4,305	770	0.00	181	25	10	49	4.08	435	36.25	358.75
2015	11980	725	Army West Point	-	Opponent Totals	-	-	-	-	12	2,316	347:17	2,854	5,170	798	6.48	117	131	13	54	4.50	460	38.33	430.83
2015	11980	37	Auburn	-	TEAM	-	-	-	-	8	-7	 	""	-7	5	0.00	 	 	 	 	""	 	""	0.00
2015	11980	37	Auburn	-	Totals	-	-	-	-	13	3,321	388:25	2,984	6,305	939	0.00	172	132	10	92	7.08	896	68.92	485.00
2015	11980	37	Auburn	-	Opponent Totals	-	-	-	-	13	2,194	391:35	2,991	5,185	914	5.67	119	131	37	57	4.38	467	35.92	398.85
2015	11980	77	BYU	-	TEAM	-	-	-	-	9	-79	 	0	-79	22	0.00	 	 	 	 	""	 	""	0.00
2015	11980	77	BYU	-	Totals	-	-	-	-	13	2,363	362:44	3,623	5,986	1,050	0.00	143	160	22	110	8.46	1,053	81.00	414.23
2015	11980	77	BYU	-	Opponent Totals	-	-	-	-	13	1,584	417:16	3,506	5,090	1,032	4.93	87	164	31	89	6.85	783	60.23	359.92
