sport_code	year	year_id	division_id	team_id	team_name	team_url
MFB	2017	12424	11	721	Air Force	http://stats.ncaa.org/team/721/12424
MFB	2017	12424	11	5	Akron	http://stats.ncaa.org/team/5/12424
MFB	2017	12424	11	8	Alabama	http://stats.ncaa.org/team/8/12424
MFB	2017	12424	11	27	Appalachian St.	http://stats.ncaa.org/team/27/12424
MFB	2017	12424	11	29	Arizona	http://stats.ncaa.org/team/29/12424
MFB	2017	12424	11	28	Arizona St.	http://stats.ncaa.org/team/28/12424
MFB	2017	12424	11	31	Arkansas	http://stats.ncaa.org/team/31/12424
MFB	2017	12424	11	30	Arkansas St.	http://stats.ncaa.org/team/30/12424
MFB	2017	12424	11	725	Army West Point	http://stats.ncaa.org/team/725/12424
MFB	2017	12424	11	37	Auburn	http://stats.ncaa.org/team/37/12424
MFB	2017	12424	11	77	BYU	http://stats.ncaa.org/team/77/12424
MFB	2017	12424	11	47	Ball St.	http://stats.ncaa.org/team/47/12424
MFB	2017	12424	11	51	Baylor	http://stats.ncaa.org/team/51/12424
MFB	2017	12424	11	66	Boise St.	http://stats.ncaa.org/team/66/12424
MFB	2017	12424	11	67	Boston College	http://stats.ncaa.org/team/67/12424
MFB	2017	12424	11	71	Bowling Green	http://stats.ncaa.org/team/71/12424
MFB	2017	12424	11	86	Buffalo	http://stats.ncaa.org/team/86/12424
MFB	2017	12424	11	107	California	http://stats.ncaa.org/team/107/12424
MFB	2017	12424	11	129	Central Mich.	http://stats.ncaa.org/team/129/12424
MFB	2017	12424	11	458	Charlotte	http://stats.ncaa.org/team/458/12424
MFB	2017	12424	11	140	Cincinnati	http://stats.ncaa.org/team/140/12424
MFB	2017	12424	11	147	Clemson	http://stats.ncaa.org/team/147/12424
MFB	2017	12424	11	149	Coastal Caro.	http://stats.ncaa.org/team/149/12424
MFB	2017	12424	11	157	Colorado	http://stats.ncaa.org/team/157/12424
MFB	2017	12424	11	156	Colorado St.	http://stats.ncaa.org/team/156/12424
MFB	2017	12424	11	193	Duke	http://stats.ncaa.org/team/193/12424
MFB	2017	12424	11	196	East Carolina	http://stats.ncaa.org/team/196/12424
MFB	2017	12424	11	204	Eastern Mich.	http://stats.ncaa.org/team/204/12424
MFB	2017	12424	11	231	FIU	http://stats.ncaa.org/team/231/12424
MFB	2017	12424	11	229	Fla. Atlantic	http://stats.ncaa.org/team/229/12424
MFB	2017	12424	11	235	Florida	http://stats.ncaa.org/team/235/12424
MFB	2017	12424	11	234	Florida St.	http://stats.ncaa.org/team/234/12424
MFB	2017	12424	11	96	Fresno St.	http://stats.ncaa.org/team/96/12424
MFB	2017	12424	11	253	Ga. Southern	http://stats.ncaa.org/team/253/12424
MFB	2017	12424	11	257	Georgia	http://stats.ncaa.org/team/257/12424
MFB	2017	12424	11	254	Georgia St.	http://stats.ncaa.org/team/254/12424
MFB	2017	12424	11	255	Georgia Tech	http://stats.ncaa.org/team/255/12424
MFB	2017	12424	11	277	Hawaii	http://stats.ncaa.org/team/277/12424
MFB	2017	12424	11	288	Houston	http://stats.ncaa.org/team/288/12424
MFB	2017	12424	11	295	Idaho	http://stats.ncaa.org/team/295/12424
MFB	2017	12424	11	301	Illinois	http://stats.ncaa.org/team/301/12424
MFB	2017	12424	11	306	Indiana	http://stats.ncaa.org/team/306/12424
MFB	2017	12424	11	312	Iowa	http://stats.ncaa.org/team/312/12424
MFB	2017	12424	11	311	Iowa St.	http://stats.ncaa.org/team/311/12424
MFB	2017	12424	11	328	Kansas	http://stats.ncaa.org/team/328/12424
MFB	2017	12424	11	327	Kansas St.	http://stats.ncaa.org/team/327/12424
MFB	2017	12424	11	331	Kent St.	http://stats.ncaa.org/team/331/12424
MFB	2017	12424	11	334	Kentucky	http://stats.ncaa.org/team/334/12424
MFB	2017	12424	11	365	LSU	http://stats.ncaa.org/team/365/12424
MFB	2017	12424	11	498	La.-Monroe	http://stats.ncaa.org/team/498/12424
MFB	2017	12424	11	671	Louisiana	http://stats.ncaa.org/team/671/12424
MFB	2017	12424	11	366	Louisiana Tech	http://stats.ncaa.org/team/366/12424
MFB	2017	12424	11	367	Louisville	http://stats.ncaa.org/team/367/12424
MFB	2017	12424	11	388	Marshall	http://stats.ncaa.org/team/388/12424
