year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	position	class_year	games_played	games_started
2015	11980	521	Oklahoma St.	9	1577460.0	Akem, Gyasi	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1577460.0	LB	Fr	10	0
2015	11980	521	Oklahoma St.	3	1472990.0	Ateman, Marcell	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1472990.0	WR	So	11	7
2015	11980	521	Oklahoma St.	40	1577461.0	Averette, Devante	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1577461.0	LB	Jr	3	0
2015	11980	521	Oklahoma St.	41	1472993.0	Bassett, Dawson	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1472993.0	LB	So	10	0
2015	11980	521	Oklahoma St.	92	1251659.0	Bean, Jimmy	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1251659.0	DL	Jr	12	12
2015	11980	521	Oklahoma St.	27	1366159.0	Bennett, Corey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1366159.0	RB	Jr	3	0
2015	11980	521	Oklahoma St.	46	1472994.0	Branson, Derek	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1472994.0	RB	Sr	3	0
2015	11980	521	Oklahoma St.	73	1472995.0	Canis, Grant	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1472995.0	OL	So	1	0
2015	11980	521	Oklahoma St.	99	1614020.0	Carter, Trey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1614020.0	""	N/A	0	0
2015	11980	521	Oklahoma St.	91	1251658.0	Castleman, James	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1251658.0	DL	Sr	12	12
2015	11980	521	Oklahoma St.	32	1251634.0	Catlin, Kris	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1251634.0	LB	Jr	0	0
2015	11980	521	Oklahoma St.	23	1472996.0	Childs, Rennie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1472996.0	RB	So	9	1
2015	11980	521	Oklahoma St.	90	1366161.0	Clark, Trace	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1366161.0	DL	Jr	12	0
2015	11980	521	Oklahoma St.	60	1473019.0	Crabtree, Zachary	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1473019.0	OL	So	8	7
2015	11980	521	Oklahoma St.	8	1366162.0	Curry, C.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1366162.0	WR	So	7	0
2015	11980	521	Oklahoma St.	2	1473022.0	Curry, Darius	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1473022.0	DB	So	4	0
2015	11980	521	Oklahoma St.	69		Davis, Devin		OL	So	0	0
2015	11980	521	Oklahoma St.	97	1366165.0	Davis, Eric	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1366165.0	DL	So	5	0
2015	11980	521	Oklahoma St.	80	1473024.0	Doolittle, Kameron	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1473024.0	WR	Sr	12	0
2015	11980	521	Oklahoma St.	54	1614019.0	Elias, Josh	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1614019.0	""	N/A	10	0
2015	11980	521	Oklahoma St.	7X	1473026.0	Flowers, Tre	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1473026.0	DB	So	11	6
2015	11980	521	Oklahoma St.	2H	1473027.0	Franklin, Deshawn	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1473027.0	DB	Sr	8	0
2015	11980	521	Oklahoma St.	14	1577463.0	Furman, Josh	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1577463.0	DB	Sr	12	11
2015	11980	521	Oklahoma St.	12	1473028.0	Garman, Daxx	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1473028.0	QB	Jr	9	8
2015	11980	521	Oklahoma St.	67	1473057.0	Garrett, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1473057.0	OL	Sr	2	0
2015	11980	521	Oklahoma St.	13	1397057.0	Glidden, David	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1397057.0	WR	Jr	12	8
2015	11980	521	Oklahoma St.	29	1366177.0	Gravelle, Cameron	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1366177.0	WR	Sr	0	0
2015	11980	521	Oklahoma St.	75	1366179.0	Grisbhy, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1366179.0	OL	Sr	12	12
2015	11980	521	Oklahoma St.	19	1473060.0	Grogan, Ben	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1473060.0	K	So	12	0
2015	11980	521	Oklahoma St.	3X	1614017.0	Hardeman, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1614017.0	""	N/A	7	0
2015	11980	521	Oklahoma St.	4X	1577464.0	Harding, Dylan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11980&stats_player_seq=1577464.0	DB	Fr	11	0
