sport_code	year	year_id	division_id	team_id	team_name	team_url
MFB	2016	12240	11	721	Air Force	http://stats.ncaa.org/team/index/12240?org_id=721
MFB	2016	12240	11	5	Akron	http://stats.ncaa.org/team/index/12240?org_id=5
MFB	2016	12240	11	8	Alabama	http://stats.ncaa.org/team/index/12240?org_id=8
MFB	2016	12240	11	27	Appalachian St.	http://stats.ncaa.org/team/index/12240?org_id=27
MFB	2016	12240	11	29	Arizona	http://stats.ncaa.org/team/index/12240?org_id=29
MFB	2016	12240	11	28	Arizona St.	http://stats.ncaa.org/team/index/12240?org_id=28
MFB	2016	12240	11	31	Arkansas	http://stats.ncaa.org/team/index/12240?org_id=31
MFB	2016	12240	11	30	Arkansas St.	http://stats.ncaa.org/team/index/12240?org_id=30
MFB	2016	12240	11	725	Army West Point	http://stats.ncaa.org/team/index/12240?org_id=725
MFB	2016	12240	11	37	Auburn	http://stats.ncaa.org/team/index/12240?org_id=37
MFB	2016	12240	11	77	BYU	http://stats.ncaa.org/team/index/12240?org_id=77
MFB	2016	12240	11	47	Ball St.	http://stats.ncaa.org/team/index/12240?org_id=47
MFB	2016	12240	11	51	Baylor	http://stats.ncaa.org/team/index/12240?org_id=51
MFB	2016	12240	11	66	Boise St.	http://stats.ncaa.org/team/index/12240?org_id=66
MFB	2016	12240	11	67	Boston College	http://stats.ncaa.org/team/index/12240?org_id=67
MFB	2016	12240	11	71	Bowling Green	http://stats.ncaa.org/team/index/12240?org_id=71
MFB	2016	12240	11	86	Buffalo	http://stats.ncaa.org/team/index/12240?org_id=86
MFB	2016	12240	11	107	California	http://stats.ncaa.org/team/index/12240?org_id=107
MFB	2016	12240	11	129	Central Mich.	http://stats.ncaa.org/team/index/12240?org_id=129
MFB	2016	12240	11	458	Charlotte	http://stats.ncaa.org/team/index/12240?org_id=458
MFB	2016	12240	11	140	Cincinnati	http://stats.ncaa.org/team/index/12240?org_id=140
MFB	2016	12240	11	147	Clemson	http://stats.ncaa.org/team/index/12240?org_id=147
MFB	2016	12240	11	157	Colorado	http://stats.ncaa.org/team/index/12240?org_id=157
MFB	2016	12240	11	156	Colorado St.	http://stats.ncaa.org/team/index/12240?org_id=156
MFB	2016	12240	11	193	Duke	http://stats.ncaa.org/team/index/12240?org_id=193
MFB	2016	12240	11	196	East Carolina	http://stats.ncaa.org/team/index/12240?org_id=196
MFB	2016	12240	11	204	Eastern Mich.	http://stats.ncaa.org/team/index/12240?org_id=204
MFB	2016	12240	11	231	FIU	http://stats.ncaa.org/team/index/12240?org_id=231
