year	year_id	team_id	team_name	team_url
2015	11980	4	Adrian	http://stats.ncaa.org/team/index/11980?org_id=4
2015	11980	15	Albion	http://stats.ncaa.org/team/index/11980?org_id=15
2015	11980	16	Albright	http://stats.ncaa.org/team/index/11980?org_id=16
2015	11980	18	Alfred	http://stats.ncaa.org/team/index/11980?org_id=18
2015	11980	19	Allegheny	http://stats.ncaa.org/team/index/11980?org_id=19
2015	11980	21	Alma	http://stats.ncaa.org/team/index/11980?org_id=21
2015	11980	24	Amherst	http://stats.ncaa.org/team/index/11980?org_id=24
2015	11980	939	Anderson (IN)	http://stats.ncaa.org/team/index/11980?org_id=939
2015	11980	26	Anna Maria	http://stats.ncaa.org/team/index/11980?org_id=26
2015	11980	38	Augsburg	http://stats.ncaa.org/team/index/11980?org_id=38
2015	11980	40	Augustana (IL)	http://stats.ncaa.org/team/index/11980?org_id=40
2015	11980	42	Aurora	http://stats.ncaa.org/team/index/11980?org_id=42
2015	11980	953	Austin	http://stats.ncaa.org/team/index/11980?org_id=953
2015	11980	44	Averett	http://stats.ncaa.org/team/index/11980?org_id=44
2015	11980	46	Baldwin Wallace	http://stats.ncaa.org/team/index/11980?org_id=46
2015	11980	50	Bates	http://stats.ncaa.org/team/index/11980?org_id=50
2015	11980	26107	Becker	http://stats.ncaa.org/team/index/11980?org_id=26107
2015	11980	53	Beloit	http://stats.ncaa.org/team/index/11980?org_id=53
2015	11980	296	Benedictine (IL)	http://stats.ncaa.org/team/index/11980?org_id=296
2015	11980	973	Berry	http://stats.ncaa.org/team/index/11980?org_id=973
2015	11980	59	Bethany (WV)	http://stats.ncaa.org/team/index/11980?org_id=59
2015	11980	60	Bethel (MN)	http://stats.ncaa.org/team/index/11980?org_id=60
2015	11980	28593	Birmingham-So.	http://stats.ncaa.org/team/index/11980?org_id=28593
2015	11980	987	Bluffton	http://stats.ncaa.org/team/index/11980?org_id=987
2015	11980	69	Bowdoin	http://stats.ncaa.org/team/index/11980?org_id=69
2015	11980	75	Bridgewater (VA)	http://stats.ncaa.org/team/index/11980?org_id=75
2015	11980	76	Bridgewater St.	http://stats.ncaa.org/team/index/11980?org_id=76
2015	11980	78	Brockport	http://stats.ncaa.org/team/index/11980?org_id=78
2015	11980	84	Buena Vista	http://stats.ncaa.org/team/index/11980?org_id=84
2015	11980	85	Buffalo St.	http://stats.ncaa.org/team/index/11980?org_id=85
2015	11980	105	Cal Lutheran	http://stats.ncaa.org/team/index/11980?org_id=105
2015	11980	117	Capital	http://stats.ncaa.org/team/index/11980?org_id=117
2015	11980	118	Carleton	http://stats.ncaa.org/team/index/11980?org_id=118
2015	11980	119	Carnegie Mellon	http://stats.ncaa.org/team/index/11980?org_id=119
2015	11980	120	Carroll (WI)	http://stats.ncaa.org/team/index/11980?org_id=120
2015	11980	121	Carthage	http://stats.ncaa.org/team/index/11980?org_id=121
2015	11980	122	Case	http://stats.ncaa.org/team/index/11980?org_id=122
2015	11980	123	Castleton	http://stats.ncaa.org/team/index/11980?org_id=123
2015	11980	124	Catholic	http://stats.ncaa.org/team/index/11980?org_id=124
2015	11980	126	Central (IA)	http://stats.ncaa.org/team/index/11980?org_id=126
2015	11980	132	Centre	http://stats.ncaa.org/team/index/11980?org_id=132
2015	11980	134	Chapman	http://stats.ncaa.org/team/index/11980?org_id=134
2015	11980	137	Chicago	http://stats.ncaa.org/team/index/11980?org_id=137
2015	11980	139	Chris. Newport	http://stats.ncaa.org/team/index/11980?org_id=139
2015	11980	142	Claremont-M-S	http://stats.ncaa.org/team/index/11980?org_id=142
2015	11980	722	Coast Guard	http://stats.ncaa.org/team/index/11980?org_id=722
2015	11980	150	Coe	http://stats.ncaa.org/team/index/11980?org_id=150
2015	11980	151	Colby	http://stats.ncaa.org/team/index/11980?org_id=151
2015	11980	160	Concordia Chicago	http://stats.ncaa.org/team/index/11980?org_id=160
2015	11980	1036	Concordia Wisconsin	http://stats.ncaa.org/team/index/11980?org_id=1036
2015	11980	161	Concordia-M'head	http://stats.ncaa.org/team/index/11980?org_id=161
2015	11980	166	Cornell College	http://stats.ncaa.org/team/index/11980?org_id=166
2015	11980	30035	Crown (MN)	http://stats.ncaa.org/team/index/11980?org_id=30035
2015	11980	170	Curry	http://stats.ncaa.org/team/index/11980?org_id=170
